textID,original,sentiment,prefix,completion,combined,orig_without_prefix,nli_label,nli_score
83b44dda65,"We didn`t...but we did have to wait a good twenty minutes for one.  Good night, though!",positive,<sentiment: positive>We didn`t...but we did have to wait a, long time for it.  I`m glad we did,<sentiment: positive>We didn`t...but we did have to wait a long time for it.  I`m glad we did,"good twenty minutes for one.  Good night, though!",contradiction,0.9706891
b3fa6e5c24,I always hope they will die out but then i see the the old ones and it makes me sad,negative,<sentiment: negative>I always hope they will die out but then i, hear of another one and it makes me sad again,<sentiment: negative>I always hope they will die out but then i hear of another one and it makes me sad again,see the the old ones and it makes me sad,neutral,0.84200376
03e41eeb4f,"thanks Alen, it seems that we can only submit community news, is this an error, or must we prove ourselves",neutral,"<sentiment: neutral>thanks Alen, it seems that we can only submit community"," videos on the US site, so I`ll try again there","<sentiment: neutral>thanks Alen, it seems that we can only submit community videos on the US site, so I`ll try again there","news, is this an error, or must we prove ourselves",neutral,0.93995976
83fc759a0b,don`t follow me. You will ruin my twitter experience,negative,<sentiment: negative>don`t follow me.,  i am boring.,<sentiment: negative>don`t follow me.  i am boring.,You will ruin my twitter experience,neutral,0.9452335
ff9722bca7,Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.,negative,<sentiment: negative>Blah to car repairs... almost 600, bucks to fix my car.  {link},<sentiment: negative>Blah to car repairs... almost 600 bucks to fix my car.  {link},dollars...   Shopping around for a better deal.,entailment,0.37721452
25ce9a8b1b,I`m sad to have lost another person close to me to cancer,negative,<sentiment: negative>I`m sad to have lost, my voice.  {link},<sentiment: negative>I`m sad to have lost my voice.  {link},another person close to me to cancer,neutral,0.43209225
ed6a316e8a,_me Thanks! Kinda bittersweet though,neutral,<sentiment: neutral>_me Thanks! Kind, of a bummer though,<sentiment: neutral>_me Thanks! Kind of a bummer though, bittersweet though,neutral,0.6047158
4244aec072,_Nutbar Good morning  how are you? #TwitterTakeover,positive,<sentiment: positive>_Nutbar Good morning  how, are you? How is the weather?,<sentiment: positive>_Nutbar Good morning  how are you? How is the weather?,are you? #TwitterTakeover,neutral,0.95168763
c653189d96,Captain Jack is back,neutral,<sentiment: neutral>Captain, obviously!,<sentiment: neutral>Captain obviously!,Jack is back,contradiction,0.5894585
9b2b40dda6,"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me..",negative,<sentiment: negative>_la ben`s dreams make me so saddddddd  i want them to be togeth,errrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,<sentiment: negative>_la ben`s dreams make me so saddddddd  i want them to be togetherrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,"rrr. i swear if this **** gets me bawlinggg, so help me..",neutral,0.58407843
e4838b68a2,"Internet, you were so fast! And now you are so slow! Where did the fast connection go?",neutral,"<sentiment: neutral>Internet, you were so fast! And now you", are so slow.  I want my internet back!,"<sentiment: neutral>Internet, you were so fast! And now you are so slow.  I want my internet back!",are so slow! Where did the fast connection go?,contradiction,0.99295133
fb030409ab,30 year old Barbie dolls still can rock it...that girl was H-O-T!  and Ken ain`t so bad either!  now those are memories!,negative,<sentiment: negative>30 year old Barbie dolls still can rock it...that girl was H-O-T, in the 80`s...I`m so jealous of her hair and body,<sentiment: negative>30 year old Barbie dolls still can rock it...that girl was H-O-T in the 80`s...I`m so jealous of her hair and body,  and Ken ain`t so bad either!  now those are memories!,neutral,0.96474296
ae1b11d7ec,this weather makes my fingers numb / still waiting,negative,<sentiment: negative>this weather makes my, eyes want to cry,<sentiment: negative>this weather makes my eyes want to cry,fingers numb / still waiting,neutral,0.9377676
8739e2666f,LOL yeah ima mama  thanks. happy mama`s day and lakers day! i love it!,positive,<sentiment: positive>LOL yeah ima mama  thanks. happy mama,`s day to you as well. have a good night,<sentiment: positive>LOL yeah ima mama  thanks. happy mama`s day to you as well. have a good night,s day and lakers day! i love it!,neutral,0.9719505
7920a12924,I was just at Geno`s 3hrs ago.  Would have went to Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too,neutral,<sentiment: neutral>I was just at Geno`s 3hrs ago.  Would have went to, the beach if it wasn`t so cloudy and cold.  I`m going home now,<sentiment: neutral>I was just at Geno`s 3hrs ago.  Would have went to the beach if it wasn`t so cloudy and cold.  I`m going home now,Pats but the Neon Lights got me lol.  Had drinks at South Philly Bar too,neutral,0.9458851
8c091fb754,{link} Fry bread is good but they only gave me a little pinch of lettuce  ha ha,positive,<sentiment: positive>{link} Fry bread is good but they only, have it on the weekends.  I love it!,<sentiment: positive>{link} Fry bread is good but they only have it on the weekends.  I love it!,gave me a little pinch of lettuce  ha ha,neutral,0.9717069
4addb8e422,"got up at 8 today, and also misses his friend",negative,<sentiment: negative>got up at 8 today, and now im bored as hell,<sentiment: negative>got up at 8 today and now im bored as hell, and also misses his friend,neutral,0.99150145
f18b102ad6,catching up on my reading... twitter n BF break,neutral,<sentiment: neutral>catching up on my, homework before the weekend begins,<sentiment: neutral>catching up on my homework before the weekend begins,reading... twitter n BF break,neutral,0.9911323
7720aca199,"No, that`s not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.",neutral,"<sentiment: neutral>No, that`s not right - I remember now.  You", have to be in the room with the person you want to follow.,"<sentiment: neutral>No, that`s not right - I remember now.  You have to be in the room with the person you want to follow.",were in a fearless tweet - we were both seen as fearless.,neutral,0.8980423
a7af432585,Transition time is over; tonight I work night shift. I woke up at 1330.,neutral,<sentiment: neutral>Transition time is over; tonight I work night, shifts until the end of the month.,<sentiment: neutral>Transition time is over; tonight I work night shifts until the end of the month.,shift. I woke up at 1330.,neutral,0.9042416
28db608c0d,Gonna go to work with my honey today!!!! So exciting!!!,positive,<sentiment: positive>Gonna go to work with, my new ipod touch!,<sentiment: positive>Gonna go to work with my new ipod touch!,my honey today!!!! So exciting!!!,neutral,0.89601356
7e45ea194d,_ aww thats too bad you lost it though,negative,<sentiment: negative>_ aww thats too," bad, I miss you","<sentiment: negative>_ aww thats too bad, I miss you",bad you lost it though,neutral,0.70460486
4760319f17,this my new more private acc. Will only use it for close twitter friends,neutral,<sentiment: neutral>this my new more private acc., so i can talk to my friends,<sentiment: neutral>this my new more private acc. so i can talk to my friends,Will only use it for close twitter friends,neutral,0.9977069
f3de150883,I hate going online and looking at the balance in the bank.  its always a lot lower than I need it to be.,negative,<sentiment: negative>I hate going online and looking at the balance in the bank., It`s not as high as I thought it would be.,<sentiment: negative>I hate going online and looking at the balance in the bank. It`s not as high as I thought it would be., its always a lot lower than I need it to be.,neutral,0.9961725
7e82aab535,"actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations",neutral,"<sentiment: neutral>actually, the web works fine. tweetdeck seems to be the", problem.  i`ll try to find a solution. thanks,"<sentiment: neutral>actually, the web works fine. tweetdeck seems to be the problem.  i`ll try to find a solution. thanks",culprit  sadness! it`s done this at two diff. locations,neutral,0.89853513
bcc50747b1,_x How did your Geo ISU go? I swear I just had the worse day ever..,negative,<sentiment: negative>_x How did your Geo ISU go?, Sorry to hear it was a washout.,<sentiment: negative>_x How did your Geo ISU go? Sorry to hear it was a washout.,I swear I just had the worse day ever..,neutral,0.8815836
357483f649,"And you could have it all, my empire of dirt! I`m in a&e with dad I`m freezing fully shivering Every1 else is warm  no fones allowed ffs!",negative,"<sentiment: negative>And you could have it all, my empire of dirt! I`m in a&e with dad", he`s got a broken neck.  I`m so scared.  I`m so sorry.,"<sentiment: negative>And you could have it all, my empire of dirt! I`m in a&e with dad he`s got a broken neck.  I`m so scared.  I`m so sorry.",I`m freezing fully shivering Every1 else is warm  no fones allowed ffs!,neutral,0.98395973
261a5bbd14,tell me what you think of Pride Prejudice and Zombies . . . if you`re not all hyped up on sugar,neutral,<sentiment: neutral>tell me what you think of Pride Prejudice and Zombies.," I`m thinking of buying it, but I`m a cheapskate","<sentiment: neutral>tell me what you think of Pride Prejudice and Zombies. I`m thinking of buying it, but I`m a cheapskate", . . if you`re not all hyped up on sugar,neutral,0.99207336
b03e2a23e5,"_tdh Can you install ruby, gems and rails on keep? Please?",neutral,"<sentiment: neutral>_tdh Can you install ruby,"," then install rails, then install twitteriffic","<sentiment: neutral>_tdh Can you install ruby, then install rails, then install twitteriffic",gems and rails on keep? Please?,neutral,0.5481915
5cd1ac2c57,going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo,positive,<sentiment: positive>going to work once again. what a great few days off i had. now it,`s back to reality.  i love my job though. i really do.,<sentiment: positive>going to work once again. what a great few days off i had. now it`s back to reality.  i love my job though. i really do.,s over  but atleast i get 2 more commin up wahooooooo,neutral,0.9963147
7f0a146e26,Good to see you back. Sorry that happened to you,neutral,<sentiment: neutral>Good to see you back," on Twitter, {username}","<sentiment: neutral>Good to see you back on Twitter, {username}", Sorry that happened to you,contradiction,0.49367845
cbd04fb4eb,"'you said 'darling what happened? did I fall asleep, and you carry me home? Cuz I know I wasn`t here'' Goodnight twitterererers",positive,"<sentiment: positive>'you said 'darling what happened? did I fall asleep, and you carry"," me home?' and he said 'no, I just wanted to'  so sweet","<sentiment: positive>'you said 'darling what happened? did I fall asleep, and you carry me home?' and he said 'no, I just wanted to'  so sweet",me home? Cuz I know I wasn`t here'' Goodnight twitterererers,neutral,0.8573592
b8f7efe383,"I just about clear my whole office and no sign of it  next place is truck, I have yet to fully clean under back seat lol!",neutral,<sentiment: neutral>I just about clear my whole office and no sign of it  next, time I`ll be looking for it in the usual places I suppose!,<sentiment: neutral>I just about clear my whole office and no sign of it  next time I`ll be looking for it in the usual places I suppose!,"place is truck, I have yet to fully clean under back seat lol!",neutral,0.9784429
d2ca4e1d3c,It`s not gonna storm!  because I said so!,neutral,<sentiment: neutral>It`s not gonna storm!, It`s gonna be sunny!,<sentiment: neutral>It`s not gonna storm! It`s gonna be sunny!, because I said so!,neutral,0.74896914
8eedc5a2ed,I broke my ipod,negative,<sentiment: negative>I broke, my phone.,<sentiment: negative>I broke my phone.,my ipod,neutral,0.8520312
3b5aecf8d6,_banks 'Something must be wrong. Only found 17 July Harl/Sil books I wanted,negative,<sentiment: negative>_banks 'Something must be wrong. Only found, one in the fridge.' - Homer Simpson.,<sentiment: negative>_banks 'Something must be wrong. Only found one in the fridge.' - Homer Simpson.,17 July Harl/Sil books I wanted,contradiction,0.56338495
a154540c08,Haha and you should! State pride is important,positive,<sentiment: positive>Haha and you should, totally do it!,<sentiment: positive>Haha and you should totally do it!, State pride is important,entailment,0.6623598
48801ef73a,"Ugh, did you just say your friend might have swine flu? OMG, why?",negative,"<sentiment: negative>Ugh, did you just say your friend", is a ****?  That`s sad.,"<sentiment: negative>Ugh, did you just say your friend is a ****?  That`s sad.","might have swine flu? OMG, why?",neutral,0.60996336
68a9b81741,"Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort.",positive,<sentiment: positive>Finally got to wash my hair! I feel much better, now.  I love the smell of Pantene!,<sentiment: positive>Finally got to wash my hair! I feel much better now.  I love the smell of Pantene!,"now, but I gotta dry it ... Effffffort.",neutral,0.99544734
458f7b2493,finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,positive,<sentiment: positive>finally feel back into swing of things here at work after getting," back from vacation.  I love my job, but it sucks","<sentiment: positive>finally feel back into swing of things here at work after getting back from vacation.  I love my job, but it sucks",married last week! sigh of relief for no more wedding planning!,contradiction,0.54980564
c963a42282,Hates untalented **** being mean to my talented friends,neutral,<sentiment: neutral>Hates untalented ****, who thinks they can sing.,<sentiment: neutral>Hates untalented **** who thinks they can sing.,being mean to my talented friends,neutral,0.7626134
3d17d4b72c,looks like we`re rained out for weekend climbing,negative,<sentiment: negative>looks like we`re, gonna get some rain today,<sentiment: negative>looks like we`re gonna get some rain today,rained out for weekend climbing,neutral,0.7723369
eb79aabf05,Is Google Maps not working for anyone else?,neutral,<sentiment: neutral>Is Google Maps not, working for you?,<sentiment: neutral>Is Google Maps not working for you?,working for anyone else?,neutral,0.5752779
e76b1c30bb,i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours,negative,<sentiment: negative>i dont really trust the judgements and vouches of _xo, and _julian. they`re just a couple of haters,<sentiment: negative>i dont really trust the judgements and vouches of _xo and _julian. they`re just a couple of haters,  jk. i`ll think about becoming a friend of yours,contradiction,0.62814444
d3935b8571,It`s surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I`m obsessed or anything!  #BillyIdol,neutral,<sentiment: neutral>It`s surprising how much Billy Idol turns up in tweets. I monitor constantly, and I`ve seen him mentioned at least 5 times in the last week,<sentiment: neutral>It`s surprising how much Billy Idol turns up in tweets. I monitor constantly and I`ve seen him mentioned at least 5 times in the last week,- not that I`m obsessed or anything!  #BillyIdol,neutral,0.99740607
93b5d1bbea,did you tweet me? i thought i remembered seeing one but i cant see it now! SO glad teatree is ok!,positive,<sentiment: positive>did you tweet me? i thought i remembered seeing one but i, couldn`t find it.  i`m so sorry. <3,<sentiment: positive>did you tweet me? i thought i remembered seeing one but i couldn`t find it.  i`m so sorry. <3,cant see it now! SO glad teatree is ok!,neutral,0.88144183
ed6bd3958e,Night twitterland x I have to be up in five hours  sigh,neutral,<sentiment: neutral>Night twitterland x I have to," go to bed now, goodnight x","<sentiment: neutral>Night twitterland x I have to go to bed now, goodnight x",be up in five hours  sigh,entailment,0.54092294
51051cb758,"lunch break`s over, going back to work....",neutral,<sentiment: neutral>lunch break`s over, back to work for me,<sentiment: neutral>lunch break`s over back to work for me, going back to work....,neutral,0.76152056
b84ea78203,Glad to see it`s a typical Bank Holiday weather wise - I was going to do so much today - yeah right!,positive,<sentiment: positive>Glad to see it`s a typical Bank Holiday weather wise, in the UK.  I`m off to the pub,<sentiment: positive>Glad to see it`s a typical Bank Holiday weather wise in the UK.  I`m off to the pub,- I was going to do so much today - yeah right!,neutral,0.97585195
441dcaef31,Hayley Williams is pretty much amazzing,positive,<sentiment: positive>Hayley Williams is, the best thing since sliced bread,<sentiment: positive>Hayley Williams is the best thing since sliced bread,pretty much amazzing,neutral,0.92934036
b4e721aa1e,the app said i need 12.1.5 or later,neutral,<sentiment: neutral>the app said i need , to restart my phone.,<sentiment: neutral>the app said i need  to restart my phone.,2.1.5 or later,neutral,0.94634515
31d77e5ff5,is in PHP website upgrade hell on a Bank Holiday. How`s that for planning!,neutral,<sentiment: neutral>is in PHP website upgrade hell on a, Friday night.  {link},<sentiment: neutral>is in PHP website upgrade hell on a Friday night.  {link},Bank Holiday. How`s that for planning!,contradiction,0.7057703
a447f480ec,Im sending this to my mother!  {link},neutral,<sentiment: neutral>Im sending this to my, mom  {link},<sentiment: neutral>Im sending this to my mom  {link},mother!  {link},neutral,0.44021928
e2fdad0321,"OI, are you mocking the fact I dont cry at tv things?!  *Feels bad*xxx",negative,"<sentiment: negative>OI, are you mocking the fact I dont cry", when I get sad?  I am a sad panda,"<sentiment: negative>OI, are you mocking the fact I dont cry when I get sad?  I am a sad panda",at tv things?!  *Feels bad*xxx,contradiction,0.91311395
67cafda653,i am public and can`t get anyone to follow me,neutral,<sentiment: neutral>i am public and can, only DM people i follow,<sentiment: neutral>i am public and can only DM people i follow,t get anyone to follow me,neutral,0.94545805
356bdefc64,"Until  brings back our EVERYONE button, access PT @ {link} or link in bottom of Settings.",neutral,"<sentiment: neutral>Until  brings back our EVERYONE button, access PT", via {link}  (via {username}),"<sentiment: neutral>Until  brings back our EVERYONE button, access PT via {link}  (via {username})",@ {link} or link in bottom of Settings.,neutral,0.43624422
d6ce1fc670,Boring? Who you been talking to? Lol not me  ( no ****),neutral,<sentiment: neutral>Boring? Who you been talking to,? I`m having a great day,<sentiment: neutral>Boring? Who you been talking to? I`m having a great day, Lol not me  ( no ****),contradiction,0.99048537
d613b00386,"I know, right? I guess the oldest doesn`t hold rank on field trips anymore.",neutral,"<sentiment: neutral>I know, right? I guess the oldest", is the wisest.  {link},"<sentiment: neutral>I know, right? I guess the oldest is the wisest.  {link}",doesn`t hold rank on field trips anymore.,neutral,0.93033844
507a584ae5,"just signed up..so, hello twitter world, here I am",neutral,"<sentiment: neutral>just signed up..so,", now i can tweet to you,"<sentiment: neutral>just signed up..so, now i can tweet to you","hello twitter world, here I am",neutral,0.9741009
2418966865,I won`t be getting any ROTF toys `till MUCH later.  Tell me if anybody isn`t/is worth getting.,neutral,<sentiment: neutral>I won`t be getting any ROTF toys `till MUCH, later.  I`m going to have to wait in line.,<sentiment: neutral>I won`t be getting any ROTF toys `till MUCH later.  I`m going to have to wait in line.,later.  Tell me if anybody isn`t/is worth getting.,neutral,0.9015625
6247a1db0b,heading over to xbox  will go shopping 2morrow,neutral,<sentiment: neutral>heading over to xbox  will, be back in a few hours.,<sentiment: neutral>heading over to xbox  will be back in a few hours.,go shopping 2morrow,neutral,0.99762076
e48cf1bff4,I saw that you were calling but cannot answer as I`m in the second hour of a phone convo with my mom and she won`t stop talking,neutral,<sentiment: neutral>I saw that you were calling but cannot answer as I`m in the, gym.  I`ll call you when I get home.  Love you,<sentiment: neutral>I saw that you were calling but cannot answer as I`m in the gym.  I`ll call you when I get home.  Love you,second hour of a phone convo with my mom and she won`t stop talking,neutral,0.9041773
2c60e1c7a2,hmmm really??? that`s weird idk about that one  sowwy,negative,<sentiment: negative>hmmm really??? that`s weird,  I`m sorry to hear that,<sentiment: negative>hmmm really??? that`s weird  I`m sorry to hear that,idk about that one  sowwy,neutral,0.7093228
b770afa9e6,oh that looks boring  and even more boring you have an exam on a saturday,negative,<sentiment: negative>oh that looks boring  and even more, so when you have to work the next day,<sentiment: negative>oh that looks boring  and even more so when you have to work the next day,boring you have an exam on a saturday,neutral,0.9946866
fe7c9215ae,Practice was a beast today. Not going to see Julian tonight,neutral,<sentiment: neutral>Practice was a beast today., But I`m getting better,<sentiment: neutral>Practice was a beast today. But I`m getting better,Not going to see Julian tonight,neutral,0.89928067
472c3e2c41,"Getting somewhere with my first 'real' KiokuDB and catalyst app, yay",neutral,<sentiment: neutral>Getting somewhere with my first'real', web app.  {link},<sentiment: neutral>Getting somewhere with my first'real' web app.  {link}," KiokuDB and catalyst app, yay",contradiction,0.64502
0d7697aa10,Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....,positive,<sentiment: positive>Thanks though - am trying to be positive!!  Wine may, help later on - if I can get my husband to open it,<sentiment: positive>Thanks though - am trying to be positive!!  Wine may help later on - if I can get my husband to open it,not be helping lol!!  Wish I could make the gigs.....,neutral,0.99242073
fe09df7e91,i think my niece got me sickee  lame.,negative,<sentiment: negative>i think my niece got, me sick  poor thing.,<sentiment: negative>i think my niece got me sick  poor thing.,me sickee  lame.,contradiction,0.48392585
33eb5a33be,Rise and shine  Time to get prettifide.,positive,<sentiment: positive>Rise and shine  Time, to start the day!,<sentiment: positive>Rise and shine  Time to start the day!,to get prettifide.,entailment,0.72426325
bab53b4152,"I tried sooooo hard to work from home today, but failed  Not my fault though.",negative,<sentiment: negative>I tried sooooo hard to work from home, today but I just couldn`t do it.,<sentiment: negative>I tried sooooo hard to work from home today but I just couldn`t do it.,"today, but failed  Not my fault though.",neutral,0.9795446
f877442216,Gosh I`ve a stinky old headache. Maybe I should have lunchfast,negative,<sentiment: negative>Gosh I`ve a stinky, feeling in my tummy  eww,<sentiment: negative>Gosh I`ve a stinky feeling in my tummy  eww,old headache. Maybe I should have lunchfast,entailment,0.6222835
311740836a,Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them,neutral,<sentiment: neutral>Glenna is bored but glad that it is a beautiful day. Macy, is sleeping.  I want to go to the beach but no one else,<sentiment: neutral>Glenna is bored but glad that it is a beautiful day. Macy is sleeping.  I want to go to the beach but no one else,went swimming and Kris played golf while I sat at home waiting for them,contradiction,0.69082934
80aff8d880,bout 2 have 1 more drink then imma head in da house,neutral,<sentiment: neutral>bout 2 have 1 more, day of freedom before i start school again,<sentiment: neutral>bout 2 have 1 more day of freedom before i start school again,drink then imma head in da house,neutral,0.87000054
fe89e929f4,"i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back",neutral,"<sentiment: neutral>i get so sucked in to true life, and that steve-o documentary was", sooo good. i`m gonna miss him on jkm.  lol,"<sentiment: neutral>i get so sucked in to true life, and that steve-o documentary was sooo good. i`m gonna miss him on jkm.  lol","intense, i love that ****, it`s nice to see people get their lives back",neutral,0.92283803
0f4be91a14,I love my life  Ni night twitter!<3,positive,<sentiment: positive>I love my life , right now.  x,<sentiment: positive>I love my life  right now.  x,Ni night twitter!<3,neutral,0.409
5225c062f9,We knew what what you meant!,neutral,<sentiment: neutral>We knew what, we were getting into,<sentiment: neutral>We knew what we were getting into,what you meant!,neutral,0.89097077
483bb46b97,my new phrase is `you never doubt mo williams`   six game win streak!,neutral,<sentiment: neutral>my new phrase is `you never doubt mo,e`...  i like it!,<sentiment: neutral>my new phrase is `you never doubt moe`...  i like it!,williams`   six game win streak!,neutral,0.7725749
dacb6d78af,Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there,positive,<sentiment: positive>Have fun tomorrow night. I think it will be more fun, with you there.  I`m so jealous right now.,<sentiment: positive>Have fun tomorrow night. I think it will be more fun with you there.  I`m so jealous right now.,at a bar than art gallery. Wish I could be there,neutral,0.6219113
98b6544758,4th... Please not! Maybe she`ll get 3 attempts and win tomorrow!!,neutral,<sentiment: neutral>4th... Please not! Maybe she`,ll be in a better mood when I get home,<sentiment: neutral>4th... Please not! Maybe she`ll be in a better mood when I get home,l get 3 attempts and win tomorrow!!,neutral,0.95985353
275fa7a3f8,trying to learn to tweet!!  it`s all good I hope..,positive,<sentiment: positive>trying to learn to tweet!! ,   i love you all!,<sentiment: positive>trying to learn to tweet!!    i love you all!,it`s all good I hope..,neutral,0.62690693
346ce6428b,"Bleargh. I can never clean as much of my house as I want to before work, no matter how early I wake up. Today: sink, laundry.",negative,<sentiment: negative>Bleargh. I can never clean as much of my house as I want," to.  I`m going to bed. Nighty night, world.","<sentiment: negative>Bleargh. I can never clean as much of my house as I want to.  I`m going to bed. Nighty night, world.","to before work, no matter how early I wake up. Today: sink, laundry.",contradiction,0.8260528
086bee572e,"Great, social network sites are still growing",positive,"<sentiment: positive>Great, social network", addiction is contagious!,"<sentiment: positive>Great, social network addiction is contagious!",sites are still growing,neutral,0.8642625
22df86426d,If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band,neutral,<sentiment: neutral>If I got paid by the hour I could retire by now, but I don`t so I`m still working hard.,<sentiment: neutral>If I got paid by the hour I could retire by now but I don`t so I`m still working hard., do you have xBox live? I am thinking Rock Band,neutral,0.9964173
63dcc7d29f,"I should learn not to walk all day, and then sprint through sprinklers without stretching.",neutral,"<sentiment: neutral>I should learn not to walk all day,", my feet are killing me  but it was worth it,"<sentiment: neutral>I should learn not to walk all day, my feet are killing me  but it was worth it",and then sprint through sprinklers without stretching.,neutral,0.9415723
f7ac9e16e5,So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!,positive,<sentiment: positive>So...I was half asleep when I wrote the previous, tweet. I'm awake now. Good morning everyone!,<sentiment: positive>So...I was half asleep when I wrote the previous tweet. I'm awake now. Good morning everyone!,message. Greatest friends !!haha  You are!!,neutral,0.8132674
59159f2163,I`m still trying to see Star Trek! I`ll just have to Woman up and go alone. BF is pretty much worthless anyway  lol,neutral,<sentiment: neutral>I`m still trying to see Star Trek! I`ll just have, to wait until it`s on DVD. I`m not going to a theater,<sentiment: neutral>I`m still trying to see Star Trek! I`ll just have to wait until it`s on DVD. I`m not going to a theater,to Woman up and go alone. BF is pretty much worthless anyway  lol,contradiction,0.5411206
c7fc03de4d,"Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born.",neutral,<sentiment: neutral>Laws change in the 70s or 80s.   I could really push, the limits of what was acceptable.  I`m not proud of some of my actions.,<sentiment: neutral>Laws change in the 70s or 80s.   I could really push the limits of what was acceptable.  I`m not proud of some of my actions.,"it bcause gran from Bathgate, but she was US citizen b4 dad born.",neutral,0.96383333
002bb8f1b3,some of my new followers are pretty cool tweeps; check `em out.,positive,<sentiment: positive>some of my new followers are pretty cool, people.  hello to you all!,<sentiment: positive>some of my new followers are pretty cool people.  hello to you all!,tweeps; check `em out.,neutral,0.810765
d112d2e5bf,"no work today! went shopping, and now relaxing  &learning for the toefl",positive,"<sentiment: positive>no work today! went shopping, and now", watching a movie with my mom and sister.,"<sentiment: positive>no work today! went shopping, and now watching a movie with my mom and sister.",relaxing  &learning for the toefl,contradiction,0.79520553
c762607c42,Is off to watch arsenal v chelsea today,neutral,<sentiment: neutral>Is off to watch, the new JONAS episode,<sentiment: neutral>Is off to watch the new JONAS episode,arsenal v chelsea today,neutral,0.98741686
aa51082711,yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha,negative,<sentiment: negative>yay asap lol awwh I miss our friday night happy, hour chats  I`m so tired I`m gonna go to bed,<sentiment: negative>yay asap lol awwh I miss our friday night happy hour chats  I`m so tired I`m gonna go to bed,hours even luna del sea and the 'boy' hahahaha,contradiction,0.5644711
d4b544abff,left the bases loaded...,neutral,<sentiment: neutral>left the, house for the day,<sentiment: neutral>left the house for the day,bases loaded...,neutral,0.68159777
ea1e41d586,Cowboy westerns...haven`t seen those in a while. good luck,positive,<sentiment: positive>Cowboy westerns...haven`t, seen one of those in a while.,<sentiment: positive>Cowboy westerns...haven`t seen one of those in a while.,seen those in a while. good luck,contradiction,0.880973
39e9f0e449,I was trying to back all her documents up but it wasn`t playing along. its taking forever but am back at it again now,neutral,<sentiment: neutral>I was trying to back all her documents up but it wasn`t, working so I had to shut down the computer before it was done,<sentiment: neutral>I was trying to back all her documents up but it wasn`t working so I had to shut down the computer before it was done,playing along. its taking forever but am back at it again now,neutral,0.9944056
