textID,original,sentiment,prefix,completion,combined,cosine_sim
8a821c6d63," LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",positive,"<sentiment: positive>LOL, very true. Maybe next year. I loooved that siggy", and I`m sure you did a great job on it.  Congrats!,"<sentiment: positive>LOL, very true. Maybe next year. I loooved that siggy and I`m sure you did a great job on it.  Congrats!",0.1804354190826416
0f93ebfb23," lol, get watching it again  hehe",neutral,"<sentiment: neutral>lol, get watching"," it then, ****","<sentiment: neutral>lol, get watching it then, ****",0.12278687208890915
dd655c5aee, Hope you did great - you certainly spent enough time studying.,positive,<sentiment: positive>Hope you did great - you, are a great role model for us,<sentiment: positive>Hope you did great - you are a great role model for us,0.1477241963148117
e94ceb6edd, btw - downloaded iphone 3.0 sdk,neutral,<sentiment: neutral>btw - downloaded iphone, app for twitterific - pretty cool,<sentiment: neutral>btw - downloaded iphone app for twitterific - pretty cool,0.37086665630340576
61e8b484df,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,negative,<sentiment: negative>Straighening my hair and its not going as straight as i, want it to  i want to look good for my date tonight,<sentiment: negative>Straighening my hair and its not going as straight as i want it to  i want to look good for my date tonight,0.2486330270767212
5be41389ce," I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",negative,<sentiment: negative>I need botox work on the lips if I`m going to change my name, to 'Fish Lips'...and I`m not sure I want to do that,<sentiment: negative>I need botox work on the lips if I`m going to change my name to 'Fish Lips'...and I`m not sure I want to do that,0.43891146779060364
bd0f0ebc57," me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",neutral,"<sentiment: neutral>me? A doctor? *laughs* oh, no, no, no. I was", thinking of a doctor as in a medical doctor. I`m a computer science major.,"<sentiment: neutral>me? A doctor? *laughs* oh, no, no, no. I was thinking of a doctor as in a medical doctor. I`m a computer science major.",0.429332971572876
772ba56ce6,Morning all! Have a GREAT DAY! Off to school I go,positive,<sentiment: positive>Morning all! Have a GREAT, day!  I love you all,<sentiment: positive>Morning all! Have a GREAT day!  I love you all,0.3494836688041687
390f00c85a,"now, in a weird mood  muahaz",negative,"<sentiment: negative>now, in a weird", and boring mood.  lol,"<sentiment: negative>now, in a weird and boring mood.  lol",0.24511630833148956
4a680661d5, congrats! Photo of dre?,positive,<sentiment: positive>congrats!, that`s awesome!,<sentiment: positive>congrats! that`s awesome!,0.2074727714061737
e2505e6219,"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",positive,<sentiment: positive>#SanctuarySunday  thanks for joining on #Sanctuary,Sunday!  I`m glad you`re here!  #fb,<sentiment: positive>#SanctuarySunday  thanks for joining on #SanctuarySunday!  I`m glad you`re here!  #fb,0.3039088547229767
0d85e6d515,"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",positive,"<sentiment: positive>Done at Disneyland, kid`s knocked out, stopped by the hotel"," pool for a bit, now off to the beach for the day","<sentiment: positive>Done at Disneyland, kid`s knocked out, stopped by the hotel pool for a bit, now off to the beach for the day",0.21736574172973633
086671fad9, ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,neutral,<sentiment: neutral>ok. lol. i miss you too. i hope your, mom is ok. i`ll talk to you later.,<sentiment: neutral>ok. lol. i miss you too. i hope your mom is ok. i`ll talk to you later.,0.3005836606025696
9c99cd9396," Oh, and a very good review",positive,"<sentiment: positive>Oh, and", happy mothers day!,"<sentiment: positive>Oh, and happy mothers day!",0.19741061329841614
f35cc8bb35,_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,negative,<sentiment: negative>_MileyCyrus it wont let me do it twitter, is being ****  i want to vote for you so bad!,<sentiment: negative>_MileyCyrus it wont let me do it twitter is being ****  i want to vote for you so bad!,0.21552018821239471
5ba64af2fd,I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*,negative,<sentiment: negative>I`m extremely hungry.... and the only thing I have in my, fridge is a half-eaten pizza that I don`t want to eat,<sentiment: negative>I`m extremely hungry.... and the only thing I have in my fridge is a half-eaten pizza that I don`t want to eat,0.34761130809783936
dbd82ea5bd, its hilarious,positive,<sentiment: positive>its, funny,<sentiment: positive>its funny,0.21011009812355042
8b6c53f38b, I love the guy that was standing behind me,positive,<sentiment: positive>I love the guy, who does my hair,<sentiment: positive>I love the guy who does my hair,0.19472172856330872
e8cb7f18bd,Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,positive,<sentiment: positive>Bout to hit the sack...got ****, to do tomorrow...goodnight tweeps!,<sentiment: positive>Bout to hit the sack...got **** to do tomorrow...goodnight tweeps!,0.23136478662490845
9ea273deaa,lost my DC hat ..,negative,<sentiment: negative>lost my, phone again,<sentiment: negative>lost my phone again,0.1718069612979889
cf0d831059,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,neutral,<sentiment: neutral>starting the video editing of the first spanking movie we did, last weekend.  I`m a little behind schedule,<sentiment: neutral>starting the video editing of the first spanking movie we did last weekend.  I`m a little behind schedule,0.0435507595539093
8f0bafc9dc,"   In effect, your podcast IS the audio version of your book. Isn`****? (plus, it has the added charm of banter  )",neutral,"<sentiment: neutral>In effect, your podcast IS the audio version of your book. Isn`",**** happen if you`re not on the radio?  #hhrs,"<sentiment: neutral>In effect, your podcast IS the audio version of your book. Isn`**** happen if you`re not on the radio?  #hhrs",0.29876959323883057
0888d7dab7,"Sunny synday morning. Nicole is up later than usual, mommy got some sleep",neutral,<sentiment: neutral>Sunny synday morning. Nicole is, getting ready for work. Back to school,<sentiment: neutral>Sunny synday morning. Nicole is getting ready for work. Back to school,0.15439820289611816
04d3c2d056,Browsing  find everything about university & interior design.,neutral,<sentiment: neutral>Browsing  find everything, you need on twitter?,<sentiment: neutral>Browsing  find everything you need on twitter?,0.17167748510837555
8bbaca6e4b,I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,neutral,<sentiment: neutral>I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been, so busy with school and work and stuff. I`ll try to tweet more often.,<sentiment: neutral>I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been so busy with school and work and stuff. I`ll try to tweet more often.,0.44746971130371094
4a9529e753, visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,neutral,<sentiment: neutral>visit si fr joemar dito bataan (frm camiguin) & sum, up lang ng 2k lang ang gastos ng 2 of us for the whole trip,<sentiment: neutral>visit si fr joemar dito bataan (frm camiguin) & sum up lang ng 2k lang ang gastos ng 2 of us for the whole trip,0.3663496673107147
8be2d4f69f, I am soo excited about your pasadena seminar...if only i can find the confermation email,positive,<sentiment: positive>I am soo excited about your pasadena seminar..., can`t wait to see you and learn from you,<sentiment: positive>I am soo excited about your pasadena seminar... can`t wait to see you and learn from you,0.18972373008728027
d9c10546e6,Ugh I don`t feel well again all of a sudden,negative,<sentiment: negative>Ugh I don`t feel, good. I wanna go home.,<sentiment: negative>Ugh I don`t feel good. I wanna go home.,0.12615159153938293
90be8eaffb,I want a new phone  I`ve seen too much cellphone commercials (,negative,<sentiment: negative>I want a new phone  I, hate my stupid sidekick.,<sentiment: negative>I want a new phone  I hate my stupid sidekick.,0.19323797523975372
8ba332dbbd, we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,negative,<sentiment: negative>we`ll test that theory  with no right arm to strum with., and i`m not sure if i can play with my left hand.,<sentiment: negative>we`ll test that theory  with no right arm to strum with. and i`m not sure if i can play with my left hand.,0.2721976637840271
1086c26e82, http://twitpic.com/4vuuy - That`s so cool.,positive,<sentiment: positive>http://twitpic.com/4,w0q5 - I love it,<sentiment: positive>http://twitpic.com/4w0q5 - I love it,0.19857555627822876
b357b9e7d2,school. 39 days !!! so exited. Amazing premier ,positive,<sentiment: positive>school. 39 days, left. yayyayay,<sentiment: positive>school. 39 days left. yayyayay,0.17615455389022827
0050eebd18,  tis very useful indeed esp. for newbies like me!,positive,<sentiment: positive>tis very useful indeed esp, for those who are not tech savvy,<sentiment: positive>tis very useful indeed esp for those who are not tech savvy,0.0852503851056099
426cb788e5,Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,neutral,<sentiment: neutral>Gonna go and see my sister at Mount Sinai...., she`s been there since last night for an operation.,<sentiment: neutral>Gonna go and see my sister at Mount Sinai.... she`s been there since last night for an operation.,0.26281261444091797
d30d23e543, it was just the handle tg,neutral,<sentiment: neutral>it was just, the first one that came,<sentiment: neutral>it was just the first one that came,0.08069340139627457
04a204382a,backe backe... MUFFINS!!!,neutral,<sentiment: neutral>backe backe, home again home again,<sentiment: neutral>backe backe home again home again,0.25563913583755493
2bc1a7126b,is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,positive,<sentiment: positive>is relaxing after working on Mothers Day.  Oh well,", at least I got to spend it with my mom.","<sentiment: positive>is relaxing after working on Mothers Day.  Oh well, at least I got to spend it with my mom.",0.276436984539032
a2fb29c072,lasttt mondayyy of classs,neutral,<sentiment: neutral>lasttt monday, of the quarter,<sentiment: neutral>lasttt monday of the quarter,0.12124456465244293
a2bbae6c4c, yup!  Now I can join in on the nin access fun!,positive,<sentiment: positive>yup!  Now I can, finally sleep. Goodnight everyone!,<sentiment: positive>yup!  Now I can finally sleep. Goodnight everyone!,0.2108878344297409
0ce30035ac,"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",neutral,"<sentiment: neutral>I just walked into work, all the while thinking that", it`s my last day here.  #fb,"<sentiment: neutral>I just walked into work, all the while thinking that it`s my last day here.  #fb",0.1740603893995285
b3505b0aa7, unfair  I wanna go too.,negative,<sentiment: negative>unfair  I, don`t have a dog,<sentiment: negative>unfair  I don`t have a dog,0.1436631828546524
99fcc18a8d,Download movie  'A Good Day to Be Black &#38 Sexy' http://tinyurl.com/ckmkul cool #movie,positive,<sentiment: positive>Download movie  'A Good Day to Be Black &#38 Sexy,'  http://tinyurl.com/c2y2tj,<sentiment: positive>Download movie  'A Good Day to Be Black &#38 Sexy'  http://tinyurl.com/c2y2tj,0.1595911830663681
2b6bc6920b,Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,negative,<sentiment: negative>Jus got back from a run up sunset blvd! My cuzin tried to, get me to run up the walk of fame but I couldn`t do it!,<sentiment: negative>Jus got back from a run up sunset blvd! My cuzin tried to get me to run up the walk of fame but I couldn`t do it!,0.18089190125465393
d40dd3b17b," Aww, that`s sad.  I miss seeing you guys on the big screen.",negative,"<sentiment: negative>Aww, that`s sad.  I", hope you get to see them again soon.,"<sentiment: negative>Aww, that`s sad.  I hope you get to see them again soon.",0.10570306330919266
5aa8a5280f, I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,neutral,<sentiment: neutral>I knooww  & my hot water bottle, is in the wash so I can`t even use that,<sentiment: neutral>I knooww  & my hot water bottle is in the wash so I can`t even use that,0.200140118598938
7dd57c2598," eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",negative,"<sentiment: negative>eeeeep so jealous ;) I`m at work  um, how can", I get a pic of you and the fam? I`m so jealous!,"<sentiment: negative>eeeeep so jealous ;) I`m at work  um, how can I get a pic of you and the fam? I`m so jealous!",0.39685797691345215
142108215, Thank you so much phaoloo !!!!,positive,<sentiment: positive>Thank you so much, for the follow!,<sentiment: positive>Thank you so much for the follow!,0.13511212170124054
f4aba8da1c, the hotel should be thankful,positive,<sentiment: positive>the hotel, is nice.,<sentiment: positive>the hotel is nice.,0.24122071266174316
9cf9045a3c,"Watching GH. I feel so bad for Carly.  OMG, so **** up.",negative,<sentiment: negative>Watching GH. I feel so bad for, Robin. She`s so sad right now,<sentiment: negative>Watching GH. I feel so bad for Robin. She`s so sad right now,0.24103161692619324
1962095a32, rofl that`s what we like to hear,positive,<sentiment: positive>rofl that`s, the best one yet!,<sentiment: positive>rofl that`s the best one yet!,0.06435336917638779
9acf7846ab,"Ok I`m frustrated, there is hella dust between the screens of my blackberry",negative,"<sentiment: negative>Ok I`m frustrated, there is h",ella more to life than this **** job!,"<sentiment: negative>Ok I`m frustrated, there is hella more to life than this **** job!",0.19114543497562408
e4d58eb70f,IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,negative,<sentiment: negative>IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go, to sleep but i can`t because i`m wide awake. i`m so tired. HELP!,<sentiment: negative>IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to sleep but i can`t because i`m wide awake. i`m so tired. HELP!,0.28896889090538025
791b4a40af, We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,neutral,<sentiment: neutral>We do! Its been to long! I think i have next, week off so we can go see it then.  <3,<sentiment: neutral>We do! Its been to long! I think i have next week off so we can go see it then.  <3,0.10991273075342178
0c415791d1,"Change of plans, working inside bar tonight",neutral,"<sentiment: neutral>Change of plans,", going to the movies instead,"<sentiment: neutral>Change of plans, going to the movies instead",0.1348658800125122
3bd0bff670, thanks for following,positive,<sentiment: positive>thanks, for the follow,<sentiment: positive>thanks for the follow,0.12989714741706848
c7f27553b8," Well, good luck then.",positive,"<sentiment: positive>Well, good", morning to you,"<sentiment: positive>Well, good morning to you",0.24162477254867554
a717783c80,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,negative,<sentiment: negative>at work getting a quick bite to eat before having, to go to the DMV to renew my license,<sentiment: negative>at work getting a quick bite to eat before having to go to the DMV to renew my license,-0.07779349386692047
5a2add1cd8,Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps,negative,<sentiment: negative>Arghhhhhhhhh... i can,'t find my ipod.  this is not good,<sentiment: negative>Arghhhhhhhhh... i can't find my ipod.  this is not good,0.06707977503538132
5999397144,Undervote is just going on  I`m all overalled up,neutral,<sentiment: neutral>Undervote is just going on, to be a word that I use,<sentiment: neutral>Undervote is just going on to be a word that I use,0.09121657907962799
54a3eab849,making german apple slice  nom nom nom,positive,<sentiment: positive>making german apple slice, for my momma,<sentiment: positive>making german apple slice for my momma,0.10191795974969864
77b6b38e7e,Looks like its another night at the office lol,neutral,<sentiment: neutral>Looks like its another, rainy day in Seattle,<sentiment: neutral>Looks like its another rainy day in Seattle,0.07323458045721054
dd6ea8c37a,My tummy hurts,negative,<sentiment: negative>My, head hurts.,<sentiment: negative>My head hurts.,0.12472783029079437
af08dd0be5,Got about 2 hours sleep.,neutral,<sentiment: neutral>Got about , 30 followers!,<sentiment: neutral>Got about  30 followers!,0.024032365530729294
3cd447856a,Anybody else experiencing painful slowdowns with facebook?,negative,<sentiment: negative>Anybody else experiencing painful, twitteriffic this morning?,<sentiment: negative>Anybody else experiencing painful twitteriffic this morning?,0.3373504877090454
d7765a3fd6,Lol..2 people in falcon..and boo one of them being becca,neutral,<sentiment: neutral>Lol..2 people in falcon, field is not a crowd  #fb,<sentiment: neutral>Lol..2 people in falcon field is not a crowd  #fb,0.22966554760932922
509033a1ff,i really need to earn money... so that i can watch the PCD concert,neutral,<sentiment: neutral>i really need to earn money... so, much so that i can move out...,<sentiment: neutral>i really need to earn money... so much so that i can move out...,0.20497556030750275
b09f14d65a,The poor Pirate had out his last wisdom tooth and is looking really peaky.,negative,<sentiment: negative>The poor Pirate had out his last wisdom, tooth today.  #fb #fb,<sentiment: negative>The poor Pirate had out his last wisdom tooth today.  #fb #fb,0.029105940833687782
3160620b36,Mozzer cancelled tonight by the looks of it.,positive,<sentiment: positive>Mozzer cancelled tonight, so I`m happy,<sentiment: positive>Mozzer cancelled tonight so I`m happy,0.2380043864250183
b2e3ebc647,"waiting for aaron to get into town, and then leave him for work. booo",negative,"<sentiment: negative>waiting for aaron to get into town,", so i can go home. i miss him,"<sentiment: negative>waiting for aaron to get into town, so i can go home. i miss him",0.24322409927845
1f9644b008,morning tweat tweat twitter,neutral,<sentiment: neutral>morning twe,eps!,<sentiment: neutral>morning tweeps!,0.11900138854980469
1fee7a1358,Headed home ... Charlie`s at the vet,neutral,<sentiment: neutral>Headed home..., see you all tomorrow!,<sentiment: neutral>Headed home... see you all tomorrow!,0.1998642086982727
42d3659c3d,i wanna b maliks from taking the stage,neutral,<sentiment: neutral>i wanna b mal,oucuse too,<sentiment: neutral>i wanna b maloucuse too,0.05588148161768913
8746563ae3,is going to bed soon. happy mothers day to all the mothers  <333 ryan less than 3 weeks :],positive,<sentiment: positive>is going to bed soon. happy mothers day to all the, mothers out there. i love you mom. goodnight!,<sentiment: positive>is going to bed soon. happy mothers day to all the mothers out there. i love you mom. goodnight!,0.5838007926940918
01fb29c047,"bored bored bored! wish i had something to do tomorrow, especially with the weather we`re to have!  not fair",negative,"<sentiment: negative>bored bored bored! wish i had something to do tomorrow,", but i don`t.  i`m sooo bored!,"<sentiment: negative>bored bored bored! wish i had something to do tomorrow, but i don`t.  i`m sooo bored!",0.4240248203277588
065e4c2dba, well even with her breakdown she was better than the other acts unfortunately! Britain`s got very little talent,negative,<sentiment: negative>well even with her breakdown she was better than the, other contestants.  i`m so sad.,<sentiment: negative>well even with her breakdown she was better than the other contestants.  i`m so sad.,0.27309638261795044
d0380dbe70,about to go to leeds shopping,neutral,<sentiment: neutral>about to go, to the movies,<sentiment: neutral>about to go to the movies,0.15068958699703217
d0c092c3ee," Sadly, I can`t view that site due to region restrictions",negative,"<sentiment: negative>Sadly, I can`t view", the video on my iPhone.,"<sentiment: negative>Sadly, I can`t view the video on my iPhone.",0.19518344104290009
ed92ed183a,"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",negative,<sentiment: negative>It`s 20:50 hs and i`m, still awake... i`m so tired but i can`t sleep,<sentiment: negative>It`s 20:50 hs and i`m still awake... i`m so tired but i can`t sleep,0.16365104913711548
75d0302de7,Aly & AJ new album this summer. YAY!,positive,<sentiment: positive>Aly & AJ new album, is out in june!,<sentiment: positive>Aly & AJ new album is out in june!,0.097539022564888
96c5092f80,_day26 ~ Awwwww have fun with the fam boo boo,positive,<sentiment: positive>_day26 ~ Awwwww, that`s so sweet  <3,<sentiment: positive>_day26 ~ Awwwww that`s so sweet  <3,0.36618345975875854
ddbc8dba62,@ lovelytrinkets I like the way you worded that about Rocky Road,positive,<sentiment: positive>@ lovelytrinkets I like the, idea of a 'tweet' for that.,<sentiment: positive>@ lovelytrinkets I like the idea of a 'tweet' for that.,0.23209933936595917
80b61dc4e6,Mexican coca cola in a bottle. New favorite thing.  No high fructose corn syrup....  sugar is so awesomely old school.,positive,<sentiment: positive>Mexican coca cola in a bottle. New favorite thing.  No high,-fructose corn syrup = no tummy ache.  #fb #foodie,<sentiment: positive>Mexican coca cola in a bottle. New favorite thing.  No high-fructose corn syrup = no tummy ache.  #fb #foodie,0.2583520710468292
37897b1693,Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,negative,<sentiment: negative>Got people don`t let me skip sci pratical becos skola, is closed  i`m so bored. I wanna go home.,<sentiment: negative>Got people don`t let me skip sci pratical becos skola is closed  i`m so bored. I wanna go home.,0.078559510409832
7a4af13b01,I have nothing witty to say,neutral,<sentiment: neutral>I have nothing, to do today,<sentiment: neutral>I have nothing to do today,0.18723854422569275
000ceaec55, me too.,neutral,<sentiment: neutral>me, too,<sentiment: neutral>me too,0.1537807285785675
97cd2255be,Hi ho  hi ho it`s off to work we go,neutral,<sentiment: neutral>Hi ho  hi ho it,`s off to work I go,<sentiment: neutral>Hi ho  hi ho it`s off to work I go,0.18730492889881134
bebfd966a0, Thanks for the hint.  http://tinyurl.com/chtx7e.,positive,<sentiment: positive>Thanks for the hint.  http://,www.thesims3.com/forums/,<sentiment: positive>Thanks for the hint.  http://www.thesims3.com/forums/,0.08171334117650986
bebcdc05ad," u welcome babe, kill the show! Yuuupp!",positive,"<sentiment: positive>u welcome babe, kill the", day with a smile  ****,"<sentiment: positive>u welcome babe, kill the day with a smile  ****",0.37967950105667114
e2ea1af68e," Hey, Candis.",neutral,"<sentiment: neutral>Hey,", hey hey hey,"<sentiment: neutral>Hey, hey hey hey",0.4134944677352905
25c3c99b1a, I was never a good stereotypical teen,negative,<sentiment: negative>I was never a, fan of the show,<sentiment: negative>I was never a fan of the show,0.12601269781589508
ee27c73f40,I love my Maitu. N she loves me. Happy mothers day mama!,positive,<sentiment: positive>I love my Maitu. N,oodles and dumplings for dinner. Yum,<sentiment: positive>I love my Maitu. Noodles and dumplings for dinner. Yum,0.18214476108551025
f90a6f5da0, i am so sorry,negative,<sentiment: negative>i, miss my baby,<sentiment: negative>i miss my baby,0.1853538155555725
49e9fe8b96,i want to go to singapore but my mother seems not,neutral,<sentiment: neutral>i want to go to, the movies with my best friend,<sentiment: neutral>i want to go to the movies with my best friend,0.06526289880275726
b34a3e3d72,JB on the front of factor x!!!!! wooh contest timeee,neutral,<sentiment: neutral>JB on the front of factor, magazine  **** u ****!,<sentiment: neutral>JB on the front of factor magazine  **** u ****!,0.13740777969360352
0a96d05fdf, so u aren`t going to be in Chicago,neutral,<sentiment: neutral>so u aren`t, coming to the show?,<sentiment: neutral>so u aren`t coming to the show?,0.05867733806371689
ab3f55a84d,i have problems wih pizza..ii love it too much..i`m so addicted to pizza  and Dot Dot Curve. >,positive,<sentiment: positive>i have problems wih pizza..ii love it too much.., but i`m not allowed to have it..  stupid diet,<sentiment: positive>i have problems wih pizza..ii love it too much.. but i`m not allowed to have it..  stupid diet,0.21408306062221527
0437867c21,So tired.,negative,<sentiment: negative>So, jealous,<sentiment: negative>So jealous,0.12579576671123505
80ea9ba96f,had a lovely breakfast with mum...yummy pancakes,positive,<sentiment: positive>had a lovely breakfast with, my mom and my grandma.,<sentiment: positive>had a lovely breakfast with my mom and my grandma.,0.15852083265781403
4914c3c579, Yay! have fun,positive,<sentiment: positive>Yay, for the weekend,<sentiment: positive>Yay for the weekend,0.11038877069950104
33bb4fcc72, Why thank you... Us Mami`s are bringin` sexy back...,positive,<sentiment: positive>Why thank you... Us Mami,`s have to stick together... lol,<sentiment: positive>Why thank you... Us Mami`s have to stick together... lol,0.11349120736122131
f0da745521, lucky! that`s awesome,positive,<sentiment: positive>lucky!,  i want one,<sentiment: positive>lucky!  i want one,0.08866173028945923
351d279fba,"Oh god, a moth was living in a **** power outlet!  (Actually, my PowerSquid.)",negative,"<sentiment: negative>Oh god, a moth was living in a **** power", point in my room. I think it's dead now,"<sentiment: negative>Oh god, a moth was living in a **** power point in my room. I think it's dead now",0.20142793655395508
b5237966b8,"I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?",neutral,"<sentiment: neutral>I am craving Burrito Boys - Large halibut, with everything on it,", and a large Iced Tea.  I`m not even hungry yet. LOL,"<sentiment: neutral>I am craving Burrito Boys - Large halibut, with everything on it, and a large Iced Tea.  I`m not even hungry yet. LOL",0.37782877683639526
55cec41587,Oh is that time for real?,neutral,<sentiment: neutral>Oh is that, all?  lol,<sentiment: neutral>Oh is that all?  lol,0.11925622075796127
2cbc372326,So now we`ll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.,neutral,<sentiment: neutral>So now we`ll pay more in sales tax...great.  Even, more money to add to the 2.5% we already pay.,<sentiment: neutral>So now we`ll pay more in sales tax...great.  Even more money to add to the 2.5% we already pay.,0.4213448166847229
8997a62a75,"I love  very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I`ll see u in El Cajon. June 7",positive,"<sentiment: positive>I love  very much  I called him, but he was talking to other fans  I", love him so much! I`m going to see him in June!  <3,"<sentiment: positive>I love  very much  I called him, but he was talking to other fans  I love him so much! I`m going to see him in June!  <3",0.3394877016544342
bce5834e03,I misses my bed  so sleepy!,negative,<sentiment: negative>I misses my bed, and my puppy.,<sentiment: negative>I misses my bed and my puppy.,0.11887872219085693
a9b9f7a878,"Woo! Two days till awesome gig, one day till Uni is finished for 12 days  #gigs #3yp",positive,"<sentiment: positive>Woo! Two days till awesome gig, one day till Uni", work  I`m so excited! I love my life.,"<sentiment: positive>Woo! Two days till awesome gig, one day till Uni work  I`m so excited! I love my life.",0.4163443446159363
d72edc0bb2,No TV and no internet make Catherine something something?,neutral,<sentiment: neutral>No TV and no internet, for the rest of the night,<sentiment: neutral>No TV and no internet for the rest of the night,0.0723549872636795
2fdd2501d1,Anyone have some advice??? I need it!!,neutral,<sentiment: neutral>Anyone have some advice, on how to use Twitter?,<sentiment: neutral>Anyone have some advice on how to use Twitter?,0.22684237360954285
5fcaa99ec8,Just found mj mouse flats at DJs. Of course there are none left in my size,negative,<sentiment: negative>Just found mj mouse flats at DJs., They`re so cute but I can`t fit,<sentiment: negative>Just found mj mouse flats at DJs. They`re so cute but I can`t fit,0.10156628489494324
3dfd82c60f,I`m dreading hearing even worse news tonight,negative,<sentiment: negative>I`m dreading, the dentist tomorrow.,<sentiment: negative>I`m dreading the dentist tomorrow.,0.14526468515396118
16f31448e1,"so now that I have a whole 20 followers, 5 of them actual people, I don`t know what to write in here anymore",neutral,"<sentiment: neutral>so now that I have a whole 20 followers, 5 of"," which are spammers, I can officially say I have a 'following'","<sentiment: neutral>so now that I have a whole 20 followers, 5 of which are spammers, I can officially say I have a 'following'",0.3576870262622833
bab04dc463,haappy bank holiday  2 weeeeks. aah!,positive,<sentiment: positive>haappy bank holiday  2," all my followers, especially the brits","<sentiment: positive>haappy bank holiday  2 all my followers, especially the brits",0.07223036140203476
109b636fa5,  I thought  was against licensing stores bc it takes away from the experience they want to provide,neutral,<sentiment: neutral>I thought  was against licensing stores bc it, wasn`t fair to the little guy.,<sentiment: neutral>I thought  was against licensing stores bc it wasn`t fair to the little guy.,0.142643004655838
cc29d748cb,_a_michael It doesn`t look like you`re tired in the pic.  Don`t work too hard.,neutral,<sentiment: neutral>_a_michael It doesn`t look like you`re," in the same time zone as me, so I can`t","<sentiment: neutral>_a_michael It doesn`t look like you`re in the same time zone as me, so I can`t",0.13442683219909668
bf4b4c0f0b,so I slept in a little...well a lot. whooops,neutral,<sentiment: neutral>so I slept in a little, late today.  oh well.,<sentiment: neutral>so I slept in a little late today.  oh well.,0.25578489899635315
64b297c15e,says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6,positive,<sentiment: positive>says my new layout is so cute x) see the cuties? h,ahaha http://plurk.com/p/x2y2v,<sentiment: positive>says my new layout is so cute x) see the cuties? hahaha http://plurk.com/p/x2y2v,0.2071198672056198
bc1fbaf4a1," Good night, Rob. Sleep well. Safe travels tomorrow!",positive,"<sentiment: positive>Good night, Rob. Sleep", well. We love you.,"<sentiment: positive>Good night, Rob. Sleep well. We love you.",0.19107981026172638
f59d8d766f, i know i suck.  my data plan is weak sauce.,negative,<sentiment: negative>i know i suck. , but i`m trying,<sentiment: negative>i know i suck.  but i`m trying,0.1837848722934723
8a1bf14c15," Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x",neutral,"<sentiment: neutral>Well I will be making beds, creating noise & cleaning cleaning", cleaning cleaning.  What are you doing today?,"<sentiment: neutral>Well I will be making beds, creating noise & cleaning cleaning cleaning cleaning.  What are you doing today?",0.5080441236495972
acfcaea70b,"  Bit of New Scientist, this weeks an last weeks, and Watership Down",neutral,"<sentiment: neutral>Bit of New Scientist, this weeks"," and last weeks, to read.","<sentiment: neutral>Bit of New Scientist, this weeks and last weeks, to read.",0.29695814847946167
97e53162ff, dear oh dear.....,negative,<sentiment: negative>dear," twitter, why?","<sentiment: negative>dear twitter, why?",0.2497730851173401
