textID,text,sentiment,predicted_sentiment
ac41785a98,About to Lock In on getting better  staying +,neutral,positive
49b3fd2cfb," Oh, I totally want to see Star Trek!  But Kristine had already seen it with her hubby.",neutral,positive
71df14b7a2,finally shifted from Twhirl to TweetDeck so I can filter through my close friends` updates  happy monday peeps,neutral,positive
914e57e54b, **** it! Must be Morrisons then,negative,neutral
71c9975b09, !! I miss you too.,negative,positive
7fa6b8e981,i got no followers i only have like 2  someone follow Me please?,neutral,negative
56b4c06802,Woohoo! Procrastinating doing any work by going out to lunch! Have to wait for my sister now though  dang it,neutral,positive
dd033a838d,"'They say I look yummy & they want a taste, but I`m a human not a sandwich.' LMFAO makes me",positive,neutral
e536f13163, been there!  need somewhere NEW,neutral,negative
1787c45381," no prob, you have a sexy site there",neutral,positive
1d470e8f32,Hate being skint  Anybody want to give me another job? haha!,neutral,negative
d31bd4a166,http://twitpic.com/4wtom - This day is soo stressful! Geee.. Lunch was a blast tho! How are you guys??,neutral,positive
211346934b," What up Lisa, sorta quiet... I`m USA, so gonna crash soon.",neutral,negative
49d67efc72,I`ve Got An Urge To Make Music Like Massively.. I`m Going To The Studio,neutral,positive
2f570da0b5,"I wish I could buy blink 182 presale tickets, but I totally don`t have the money right now. Guess I have to wait for general admission...",neutral,negative
f706b31629, husband is golfing & the Toddler and I shall frolic. Am I the consummate mama in that Im so happy with my day?,neutral,positive
8602a4b995, http://bit.ly/13f5m0  You are not alone in your disbelief but I am quite happy with evolution. It beats the alternatives posited,neutral,positive
5d7b292cc8, haha you have a better life than most. we should go get drinks again soon. jury duty has been boring,neutral,positive
d88ca29383,_watkins Oh my gosh ian i always miss you when your on,negative,positive
8df1edcdd3,"GoodMorning. My Father`s going balistic, and I`d say more but I`d rather not get beat, so Have a Good Day, and please text me",neutral,positive
2de05df74d, oh I am so sure they do get everything. They live their like celebrities,positive,neutral
e0e445b22d,I know I have lots of emails to answer! I will be home tomorrow,neutral,positive
72bb9e7002," that was such a tease!  I cant wait til Sunday!!  but then after that, nothing until November   oh well, i can wait!",neutral,positive
36ccb43335,"Loaded up box of recyle stuff for Salvation Army,but took  corner too fast..everything is all over the back.Might have to recycle to dump",neutral,negative
6ac418d516,Well can ya please send some luvin to    im sensing deep fiery anger surrounding his presence right now...,positive,negative
1fbbaaf55a,Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great,positive,negative
2ab3eaaa46,Sucky day so far hope it gets better,neutral,negative
7b55d6ffc7," Haha, yeah. It was here and there before but now it`s constant",positive,neutral
5cdb59a9fe,didnt do my devos...  hopefully my day doesnt suck because of it.,positive,negative
d372e59ba9,"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes.",neutral,negative
4738b2a583,geez why do u have to be SO obvious?,neutral,negative
24f443230e,people with mustaches get super powers and mustaches. no fair.,negative,neutral
f016774208,Got three shots today.   I can`t lift my arms...,neutral,negative
b11272b594, Let the Right One In? Aparently Drag Me to Hell also has some horrible cat nastiness,neutral,negative
cc4a151d1d,"ï¿½anisalovesu me too. I am so so upset,especially because i fear i won`t get a Jared hug tomorrow",neutral,negative
56e16709a4,_**** not as yet... i would just like to know if its okay for your mum before ask my mumm  hopefuly there gonna tell us soon!!!,positive,neutral
154f78f7ab, LOL yea I know! I`m almost done with my semester this week  yay!!,neutral,positive
04ed4760c0,"I spent my whole dream cooking a delicious meal, but I woke up before I got to try it",neutral,positive
6ffce3b32e,watching the movie 1984 for my book report  im lazy to read,neutral,negative
e27e0e5453, bet sexy; i added u on myspace!,neutral,positive
8b8f51c9f8,I need a blackberry,negative,neutral
6b78e2821a,"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr",negative,neutral
2faeedf48c,"Sometimes I hate myself, but that`s normal so I don`t worry bout it",neutral,negative
623c380ff0,_Crow Morning!,neutral,positive
4df0e90663,im hungry.due to last night`s dinner..or lack there of.. someone take care of me,neutral,negative
6447eff366,i cba with it now   ohwell might play another innabit,neutral,negative
7e6bcdb2e2,"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I`m hungry.",negative,positive
4130245871,_Aries Me and that person have something in common then! LOL jk....,neutral,positive
8a51887698, Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,neutral,positive
f1528ee87b, I wanna go but my car not here...,neutral,negative
cdc54f3006,Band work. I need my own laptop!  buy me one Ill drive your shifts forever!,neutral,positive
5443d1e61e, Your Highness...........................crystalmarieDONTluvSpiteAnymore,neutral,positive
1943a08c94, I forgot about it and I already ate lunch  so I guess I`m not going.,neutral,negative
6b04f2321a," FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?",neutral,negative
d4ec3764be,but  Humira isn`t right for everyone. Some respond better to Enbrel. Ask your Rheumy. But not much long-term testing done,neutral,negative
5ac02ec497,_c ive sorted it now operating system and all apps are on a seperate 60gb drive,positive,neutral
4a336e5390, then he has gone down in my estimation,neutral,negative
266a175c94," Dude, I miss the 90`s.   btw, the name of my mix is 'Damn the man! Save the 90`s!' hahaha",negative,positive
ffce24e081, Oh No! Oprah jumped in front again,negative,neutral
e332f80a53,Moment of truth!! Im nervous for her!,neutral,negative
900a88bb34,Missing my baby ducks,negative,neutral
2c0b9f2a3d,Hours of refusal upon realisation that tomorrow`s #Morrissey gig at Brixton is postponed.   Only been looking fwd to that for 6 monthsish,neutral,negative
1307397601,_Lambert Fans from outside the US wish they could vote for Adam too!,neutral,positive
cd3dc4adf6,I was gonna get off at 230 2day. Just found out I`m stayin til 630,negative,neutral
86029ff813,"Yep, one of those nights again.",neutral,negative
e919052025,i seriously neeed to study,positive,neutral
9f2ad821ce,had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i`m bored..,neutral,positive
6f35e8d6e0,It`s soupy-soup time. Today: Heinz Cream of Chicken and Mushroom - yum! bbl,neutral,positive
2a8024e414, boo you didnt answer my text,neutral,negative
9d0a42adf4,with harry.. baked. love you cassie.. BUT YOU`RE NOT ONLINE!?,positive,neutral
bc237ce820, so true   sad to say.  I`m glad you`ll be with me to be my support group ;),neutral,positive
9311254c62,recorded some of a new song today! u wont hear it for a long time thooo... we might play it at shows tho! so comeeeeee,neutral,positive
2d65ec4f12," ew, i used to get 'suicides' in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",positive,neutral
58351086b6," Just go near a hive, they`ll tame you!",negative,neutral
38e76e723c, lucky! I can`t see it tonight....,neutral,negative
bff3d9b8f0,_emily  i wish i was there to hear that!,neutral,positive
1871cab8f0, You`re right....I`m 29 and  I`ve heard the song a time or two,positive,neutral
a74145ab64,home after spending a day catching up with my old pals,neutral,positive
cdecbcc985, - whoa. 'sack chasing whores' ? that is soo out of character for you to say that...  bring back my sweet Superman,neutral,negative
52ce8dd1ee," Philippines tour, please? Please? Please?",neutral,positive
5da260ac5f,"Too much food at today`s company gill out, want to go home and lay in the sun. Instead here until dark, probably",neutral,negative
9b95aa128e, awww! i didnt see this till now and edwin just left! i knew you wanted some! forsure tomorrow i`ll make u a new batch!,neutral,positive
228bb131e5,"Its so sunny outside, and I have no one to go out and play with",neutral,negative
ebceac553d,Achieving a new appreciation on how a xml build script can really be painful and cumbersome,neutral,negative
7c07e5d4a3, DUDE.  You`re a hax0r!!!1!  You should put Final Cut Pro on there and tell me how stable it is,neutral,negative
524db2ce6b,I miss my peanut gallery,negative,positive
fc76b2e016,"  Blake Sea should have been a water sandbox (a la Cordova), but we can`t rez objects and autoreturn is 5 mins",neutral,negative
fa5f151155,emily is over tonight XD work experience is over. Jen I`m  going to miss seeing you like everyday,negative,positive
f5d11320aa," I miss you too, Mojokins! I go there, but not long enough to comment  Will do more this weekend!",negative,positive
3ddea5d46c," Can`t really do anything about that, now can I?",neutral,negative
4f45d9a670," It`s pretty good, actually! A few lame episodes, but otherwise good. Give it a try!",neutral,positive
34348ceafd, I am!  going on a hike today!,neutral,positive
8649a6c62c,"  Can we turn back time, make it so you didn`t hurt your knee so bad.. :`( and then you can come to mine and never be ignored??",neutral,negative
a6e423e6ea,im cleaning listening to fiona apple then off to a birthday party!!!!!! i cant believe that im 25 already,neutral,positive
6ce07361fa,AH! so nice to be back on bike commute although three days off and my (what google sez are called) my quadriceps literally screaming. gah,neutral,positive
854337eee0,"i want my WOOSOO like now plz  i gant wait, knowing she`s so close is driveing me NUTTS",neutral,positive
b165ea39a7,missing him so much. why does he have to work  can`t he just spend time with me and get paid for that lol,neutral,negative
d3d3539720," Sorry blokey, 6 hrs later & i`m still holding ur fluffy towel. had to dash. Hope u found other means to dry ur self",neutral,negative
e97f80bffd,Back from London  Now just catching up on all the tv and sleeping all day!,neutral,positive
26862f97c8,"Makes sense that greatfirewallofchina.org, a site to test whether a site is blocked in China, is blocked in China. Get that?  Any others?",neutral,negative
bbb1c5e696,follow friday: following more people then followers  follow me? woot #followfriday,neutral,positive
0af5a36600," Thats not helpful. At least know you`ve got a place secured already if things don`t pan out, but my fingers are crossed you",neutral,negative
3ff8124f70,  and what did i do to u kk thanks,positive,neutral
d1da906d59," Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn",neutral,positive
b74cad9154,Recording an acoustic track! For you sexy kids!,neutral,positive
ab56747ae1, I have to pee.,neutral,negative
800ecf6a37, Morning,neutral,positive
300ee64c61," Welcome to Glasgow Felix, sorry I cant be there tonight",negative,positive
eb3955b78a,anywho im having an early night good night twitter world.,neutral,positive
fe44699ab1, Happy Birthday!  sorry for the blank one my sister messed me up.,negative,positive
a31a621c21,Appreciation lunch at work. Good food! But sucks being here on my day off lol,neutral,positive
fda48cc860,I seriously want a pug  Buy me one?,neutral,positive
dfc912ef18,"googled mothers day, PHEW, US & UK have different dates! Learn something new every day",neutral,positive
13d0be3942,Must be time of month: Watering eyes AGAIN!: http://tinyurl.com/cuwj2b (speciaal voor : zo vind ik ze wï¿½l leuk!  ),neutral,positive
467593cbb0,"riding daddy`s bike (yes a man`s bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",negative,positive
354f35b0ba, Heyyyyy us English fans want some signings too,neutral,positive
d4adbe3b5a," You`re the third person to ask me out on Mon afternoon ;) I`m so sorry, but I`m helping tutor my friend for C1/C2  ****",neutral,positive
25b02894b2,im going to bed  nighttt nighttt xxo ily`s,neutral,positive
21e1d2e745,where did the rain go??,neutral,negative
a02abc9bef,Just realized you can get arrested for public disturbance. oh well i`ll take my chances.,neutral,negative
c960f01621," I`m sorry you aren`t having a good day.  cheer up though, your day doesn`t define you...",neutral,negative
e3d10351c6," oh, coo; i was suppose to be an intern too!  but dangit, SAT. :| so how`s the intern life? haha",neutral,positive
9403d28a6a,shopping tomorrow? I think yes,neutral,positive
62bf1999ab," Yeah, Sabrina..though I keep thinking it`s something else.  Cary Grant ain`t too shabby either. Bringing up Baby",negative,positive
ef756d02e9, Awww   I told you when I would change it. I suggest you try to get in touch w/ Dre`s people. LOL,positive,neutral
91d4f7cf8f,watching 'Look for a Star' with mom again  lub ah C hehe,neutral,positive
4cfb203834,just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way!,neutral,positive
c8dfc591ec," I can`t seem to find it, can you send it to me again please  oh and tag it too lol",negative,neutral
03bab4f229," i think in the end, remembering the poetry and feeling behind something is far more important than the name.",positive,neutral
342fd88176,"_song Glad you had a wondrous Beltaine! Mine was quiet, yet in sync with the season.  Miss you all...",neutral,positive
d71ee3a405,has just joined twitter. reeeally dont understand how to use this lol,neutral,negative
39b2a0d81f,omg patron is 1ofmy FAVS   im so jealous icant do 10 but i can do 5 so make it 15  so serious im in alabama visitin fam,negative,positive
554111fb7e,Oh man sold out  had to step away from my desk for 10 min!  you were right,neutral,negative
82b963f61b,"So proud of cg, took 5 yrs in the making to get that number 1 spot  gnight twitter bugs...time to read myself to sleep.",neutral,positive
569a07134c, hey you! Did you get my present this morning? Hope u liked it?,neutral,positive
a4ba644bf3,"Finally the school day ended, Friday Friday Friday w00t! But it`s raining outside.",neutral,positive
500d5b1751,Almost time to say Good Bye to my twimulations. I`ll miss my tweeps,negative,positive
9c45d72579, congrats mollie! just wish i could have got some tickets,neutral,positive
2a19100ada,_lipz I don`t know  I haven`t heard from Lorraine recently.,neutral,negative
2fbb56c292,_and_jay hi!  **** your job!,negative,positive
f365f7240f, what you laughing at over there  got strawberries?,neutral,negative
7c89f0e906, I will be ok when I have been to the drs again today and got my essay done  x howre you?? x,neutral,positive
1674a3565d,I hope I get the job so I can have some steady income and start eating well again. All the cheap food is horrible for you,neutral,negative
a64b492f72, I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.,neutral,negative
2094697870,Spent the night finally relaxing with Nogard on WoW after finishing some work Needed to take a small break from art. I really missed this,negative,positive
6ea71f26b2," i`m hear ya dude, i can`t either",neutral,negative
3457ba1a24,I`m sure all you people with hangovers will be glad to know I`m hangover free   hope you`re not too fragile this morning!,neutral,positive
171028e14a,  you have every right to feel like a crazy fanboy! jason mraz and james morrison? the jealousy is tangible,neutral,negative
71e1cf596a, go for the 1 that you want to go to most? my bro had to switch when he did his 1st time  it`s www.direct.gov.uk/studentfinance :],neutral,positive
7a7db4cff5, Workin ur crazy sched. has to be tiring..its gotta  be hard being famous  but jus kno u have Bazillionz of fans supprtin u,neutral,negative
2575ae28e3,"OMG, it`s JULY`S LAST DAY!",neutral,positive
7ed78468fa, Momentum works!  But Jeff will have a hard time from 42nd.,negative,neutral
6dd3441420,  caught me at lunch today... you were correct of he stalking me,positive,neutral
7fb4bbba70,http://twitpic.com/67fcj - what i have to resort to wearing today cause i haven`t finished my laundry. lol.,positive,neutral
f5f6d20514,such.a.tease.,neutral,positive
fdb0ca60dd,Almost made it to reading comedy outlet. Headlining all weekend. Only took me 2 extra hours with traffic. Basically doubled my time.,negative,positive
cd4e9ab634, tis` cool..I still stand by my former proclamation! I`m just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,neutral,positive
14511658bb,I`m hungry. And single.  heading to the golfing range soon.,negative,neutral
8d55b9acb6, lol u better hurry up cause your **** is running late and whats for breakfast,neutral,negative
2602539701,"thinking of getting new dvds, csi.  can`t wait to get my laptop.",neutral,positive
e788c7663b,is going to help lancey cook,positive,neutral
582b22f32e, FANTASTIC IDEA.. you the man! but I`ll end up all lonely when the tourist goes home,neutral,positive
a0698ecf1d,Happy Mother`s Day. . .,neutral,positive
046a00d709,I miss vlogcandy,negative,neutral
fa67ea8b66,Morning! Bank Holiday Monday and the sun has gone - typical! Hospital for knee at 2:30 and then training at 6. Another  bust day,neutral,negative
e354a15298,just found out i have strep,neutral,negative
c4d2ced255,I wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc,positive,neutral
837956c3d7, Right now it is 5:07am.  Ugghhh.,negative,neutral
7970872189,http://bit.ly/wZK3o  <--- Paranoid. I actually like it better performed live rather than the studio version.,neutral,positive
a1b094af26,Thank you OpenDNS for saving me from Comcast`s crappy DNS server. My internet is back up to par finally.,neutral,positive
bc4d433d86, i believe that you are,neutral,positive
fb6c9f0a9e,i should be 'bus stalking' right now..i soo wish i were still meeting  today,neutral,negative
5fb7b27af5,finally got my SayNow account up and running  YAYY JBs got a Canadian SayNow number!.. is anyone else using their landline phone? CALL ME!,neutral,positive
26272417b2,just woke up...for  once I managed to sleep in!! going out for lunch later then back to essay,neutral,positive
4d2e0f9522,"And the city I love, Tucson, is the 18th most miserable  http://bit.ly/k3Gmw",neutral,negative
63f0bc459f,can`t keep eyes open....*shuts eyes*,neutral,negative
0ee485322b,goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO,neutral,positive
75293e6d71,"wow, 5 pm rolled around really fast. I accomplished only one thing on my to do list today...",negative,positive
a6b98b0931,Hope ur all havin a nice Friday! Been feeling down this past week since my dog`s passing...,neutral,positive
385e0fb48e,"wearing a pair of trousers that were loose last year, tight this year",negative,neutral
42385b0ddf, i won`t make u cry,positive,negative
fb7aac9cf5,Got the sniffles   I SO don`t want to get sick - I don`t need this.,positive,negative
97e811cd65,missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!,negative,positive
995d809d1e,"Woke up and it`s bank holiday monday, so no college. got a text from tom via jason`s mobile earlier today, so i`m hoping they turned up.",positive,neutral
39fe3346ac, cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol,neutral,negative
1e874e6352,"time always seems to fly when im with wade, its weird; but i like it... a lot!",neutral,positive
2f13f89f74,I wish  I could choose what bands played trash on june 20th...hmmm!!!,positive,negative
279c8c628f," I think that boat sailed my friend... The few CCO`s that had them, had them months ago....  I wish you luck though...",positive,neutral
faac0eff26,Hmm... the new sports catalog and card jitsu updates are not appearing for me,neutral,negative
382c9f3b3e,"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I`m just too tired!",negative,positive
b061fb5237,Battery is going to die!,neutral,negative
8d57acb86c,Back at home and phone my grandma... I love her and miss her,neutral,positive
8e0ee58774, we are tooo fly boo,neutral,positive
2eead4ff7b,school..  i wish it would just end already!,positive,negative
bb2c08bb19,haha I`m bored! I think I`ll go watch a movie  BBL,negative,neutral
14121b5602,I am very bummed that there are no babydoll or spaghetti-strap tank Three Wolf Moon t-shirts. Love the meme; hate wearing a fabric box.,neutral,negative
8a30be8cc7,"And i ain`t happy go lucky, its just today... The world don`t feel ugly",neutral,negative
ef2802b2df,shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo,neutral,negative
9d4b1e13a3,_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,neutral,negative
b632227a07, I`m now a member of the street!!,neutral,positive
b6877e603b," lol we are going to place called frosties its a soft play centre it knackers them lol, then i get peace for the gym  lol",neutral,positive
760c4e9790,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,negative,neutral
04de4a348d,"My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.",neutral,positive
829cec3fa6,  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,neutral,positive
fa18a81293,Baby was not herself after recieving vaccines,neutral,negative
3428badfea,_distel Maybe u have natural ability for languages  I envy u on that !!,negative,neutral
daac9b8406,You such a good friend <3 I miss you so much,neutral,positive
80ebe94248,Only just past 8am and already been spoiled rotton,negative,neutral
ea494dc3dd,"oooh battlestar galactica is on the other channel. it`s the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him",neutral,negative
c4bb3dea6a, sorry - didnt mean to   hope you can think positivly about being 80 and looking back on 30!,negative,neutral
1bdd6d727a," Dude you`re always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it`s rubbish",neutral,negative
a60c8c62cf,Morning world. Hello Bank Holiday! Cold and grey and rainy here. Feel like colouring thanks to  so might do that this am,positive,neutral
cf9cdcdf32, well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt again.,neutral,positive
59b1b05b1f," nm. dang, you on NOW but i gotta bounce in like 4 minutes  i`m just chilling. the usual.",positive,neutral
72fb9bcf8b,"Sitting, wondering, & wishing for a bunch of stuff that will never be",neutral,negative
adb093890f, Going so soon? I was hoping to hear late nite humor from you....,positive,neutral
144dfb402f,I am so full. No more food tonight... I don`t want no cake and ice cream at this party.,neutral,negative
9f81595b98, I wish you weren`t going to a 19+ venue in Vancouver,neutral,negative
10963273b9,Almost lost my phone.,neutral,negative
99853188fa," it`s best if i check it while it IS up. when it`s down, i can`t really see anything",positive,neutral
51f461e27e, I have my 830 class  **** school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.,negative,neutral
f9c05c3110,"is back...been feeling ill and extremely busy all week. happy mother`s day, to all you mama`s out there",neutral,positive
8d6fb4185c,"it`s you and me forever ?, it`s you and me right now   flywithmeobsessive. Im crying",negative,positive
ede4721177,No credit left on my mobile sorry Brit! *pounces back* Thanksss Tania for the EPIC photoshoot,neutral,positive
08e8b684dc,can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,negative,neutral
9c56dcbab3,I wish I had company,negative,neutral
13654d48b0, awww I wish I could have been there  I`m stuck here about to jab out my eyes with knitting needles,neutral,negative
810148b120,youtube not working,neutral,negative
1791aecf65,Howdyyy,neutral,positive
d331af7c63,"  i definitely will , although with the caveat  that i normally only read non fiction..but have more in recent years read novels",neutral,positive
eaca6e62af,  yep! jimmy buffett FTW!!!... jimmy needs to tweet his words of wisdom every morning,neutral,positive
187f75f358,"maaate,grooovin was off the chain. uploading videos to youtube  www.youtube.com/sluzzaa  go watch!",neutral,positive
bcabb3d212,http://tr.im/kXCL `Immigrant hid passport in pants` What a genius.,positive,neutral
4e913afd6f,nursing my scratches and bumps from Festivus mud wrestling. I swear there`s still dirt in my hair but a good time was had by all,negative,positive
e15e11f4fa,I can`t believe how fast this week has gone by,neutral,negative
188b9c7830," , finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor.",neutral,positive
e1c1201fbf, U no that little prob with ur twitter that happen @ that old pep resteraunt! mayb this will help u fix it,positive,neutral
d446f3664c,missing loverboy so much,negative,neutral
f1f2fda39a,Cried my eyes out watching My Girl last period   hahah,negative,positive
f027f06531,the sun is shinning! im off out!!,neutral,positive
484aa9b7f6, heh coincidence im a barnsley fan too  how`d you track me down :o,positive,neutral
1777208983,"going to my bff`s. haha. but thats in like 2 hourssss sooooo...calllll me. actually darn, i have hw",negative,neutral
887afb0d2f," unfortunately I know I would like them - which is why I am avoiding them,",neutral,negative
2ae8e9fc46, aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O ****,neutral,positive
9890c74f80,One of these times I`m going to have the self-awareness NOT to ask one of the principle mourners at a wake how they`re doing.,neutral,negative
fb0e1b0b5d, Philly hasn`t played it yet!!!  You have to do something about that!! Please,positive,negative
aac1e0a7fd,  hey hey hey b,neutral,positive
59292a9e79,Well its a good thing ``march`` wasnt very long and i didnt like it...cuz its deleted. Ugh,neutral,negative
8cbc64a056,after I said hi how are you she did at double take & left. **** it I should have let her look around first,negative,neutral
a7995f1950,  no one told me the mutual admiration society was meeting this morning! LOL  Hi boys!,negative,positive
7d7ffdce15, is it true you have a part in Neighbours?? I have been brought up watching that show..I wanna be on it,neutral,positive
6be0f40b90,Sexxxy tiiiiiimmmmmmeee!...whatever that means.,neutral,positive
8d9769220b,10 minutes to boarding; 14 hours to home. no window seat,negative,neutral
b028a47082, soooo jelous of you right now,negative,positive
436ac24bc4, and that prob wont happen....,neutral,negative
b1e3728694,  I hope when you`re calling this the shitshow you mean that in a good way. because this will be fun.,neutral,positive
1bb7a4f6c3,Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,positive,neutral
ab2d0091a6,"@_katieedwards I can`t yet back, I`ve run out of texts!  I`ll ring you laters xoxo",negative,neutral
c5931d0d30,"Come on, man, give me some slack!",neutral,negative
21deaed5d9," woop rehearsing songs  Yep, sounds even enough to me",positive,neutral
9624b0b500,Layin in bed awake. Txtin my girl in vegas. Wishin I didn`t have to work and I was w her,negative,positive
49a3b7288b, I`m glad/sad that it`s not just me/my iPhone  #badoptus,neutral,positive
a7b2b3ec1d,Chillaxing in Hyde park,positive,neutral
94907bfb23,Please everyone to vote for me to become the next Maxim Coors Caddy girl...only takes a few minutes  http://tinyurl.com/dloeyu,neutral,positive
864adb0d02, jet blue is okay I guess. They cancel flights and don`t have a lot of backup planes. And no first class,negative,neutral
b43a159bfe, Chabibi. It`s a long running joke. I don`t give a flying **** if anyone follows me at all!,neutral,negative
37051dddd9, awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye,negative,positive
a5f45ef8e9,diiinner  its sooo cold right here D:,neutral,negative
4c43e57a4e,Good Morning twitters!!! I am soooo tired...I really need 2 stay off of twitter...LOL this **** is taking over my life...LOL,neutral,negative
ce7d9490be,hoping i didn`t fail english. that would just be sad,positive,negative
3c9cd969e3,i miss dooooooodddddiiiieeee,negative,neutral
1a4876c9c4,ah! i almost missed snl. thanks twitterfriends,neutral,positive
8f67bc22ae,That`s how you go from series to season. The days of being an elite team are over in Dallas. EPL Derby Day tomorrow. Tell me what I miss.,neutral,negative
c086643272,  sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads...,positive,neutral
bfa7aac0a2," yes DON`T FORGET the koala pics   I`m pubquizzing tonight in the 11e if you`re back in time. Sinon, mardi?",neutral,positive
9a7e47c167,_addict yeah like super short  I guess I`ll just have to hold my breath till Sunday.,neutral,negative
3ca99f60e0,I want to play audition with Anna ~ -mHc-SMOOCH,neutral,positive
a068b95bd9, Can you ask Ryan why he stopped following me on Twitter,negative,neutral
9632c35e86,God I just want to sleep.,neutral,negative
63cda6d23d,LOOPJAZZ  yess!!! ez most bejï¿½n,neutral,positive
04bbce0abc,I came home thinking that maybe there was something good to eat. Apparently not.,negative,neutral
072064864c,"I can`t go out when my heart is home sick  even if it is my bday, family health comes 1st",neutral,negative
4e491882da,wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night,neutral,negative
f92434b1e2, Going to see Star Trek,neutral,positive
c0c9eaa968,"is aching from rugby, good game",neutral,positive
ff26920ecc, its almost your birthday!!,neutral,positive
30c71ba325,. I want all the soldiers to come home so we don`t have to hear about anymore being killed.,positive,negative
e331bde9e7,Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.,neutral,positive
1161282b59,I have a license and a car..at least for now.,neutral,positive
f1c4da2a2e, say hello to Marina Green ... couldn`t participate in Barcelona this weeken,negative,neutral
b8ba2e0d51, I hope it`s something relatively minor and easy to heal. I can`t stand it when the furbabies get sick.,neutral,negative
f80742ab93,@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a **** woke up late... didnt get my breakfast (wakenbake),neutral,negative
024260c62f, I know but unfortunately I`m one of the fifteen bazillions of Americans without health insurance.  awesome,neutral,negative
8f1a61f7f8,Getting to play golf with our kickin` Leadership Team...I have a feeling they r gonna kick me on the golf course,negative,neutral
baa33af290,Cleaned out my Followers List and blocked the **** girls & **** Now I look like a spammer,neutral,negative
4df0aa0dbe,In 1 horse town + 2 blown out car speakers =,neutral,negative
a71a8b1d77,watching chicago.  honeyyyy im with you I miss me some hey arnold! and wild thornberrys,negative,positive
d5b945f9bc,pool is still closed  and it is cloudy. what should i cook tonight?,neutral,negative
ea1073bd4e,_B all the shows are sold out  so I have to wait til tomorrow or sunday...,neutral,negative
02be95a9e0,has has an ok day with jo. She bit me and now its bruised.,negative,neutral
244dad19f0,its my last friday of my high school years!,neutral,positive
0a24bf3d0a,_bree say hi to the otters! They are my favorite- besides the fact they are slowly killing themselves with each shell they open.,neutral,positive
d2e5c297f1,http://twitter.com/djc_yana ~ yeah. haha! why?,neutral,positive
14264851de,Michael Cera has a new movie!,neutral,positive
321886a8d8,Omg! Really? I just ran into a wall,neutral,negative
6a0b93b7e8,"is abit happier at the thought that Ashleigh & Loocie with be here soonish, but sad to miss her S-ane  ;)",neutral,positive
5900fb4a11,I feel like I`m going to toss my cookies,neutral,negative
75b7008aa7,shakalohana week two of flat wavez no surfin,negative,neutral
92207dfecf, say a hi to me tom  please please,neutral,positive
2e0ad38b76,Really really cant sleep  x,neutral,negative
8aa84ce978,at panera for lunch  byyy myself  aww,negative,neutral
f5943c8307,On the way to sthlm - it will maybe be a movie   // cool http://gykd.net,neutral,positive
e4e206506b,"****, my photo is gone!",neutral,negative
6ff3e6b63d, I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this,neutral,negative
