textID,original,sentiment,prefix,completion,combined,orig_without_prefix
c8a9799256, we can all but hope... georgia is still wide awake and has the hiccups,neutral,<sentiment: neutral>we can all but hope... georgia is,not the same without you,<sentiment: neutral>we can all but hope... georgia isnot the same without you, still wide awake and has the hiccups
bad6311330, yep  but I`m going better now,positive,<sentiment: positive>yep  but I,'m not a big fan of the 'I'm not a morning person' excuse.  I'll be up at 5am to run 10 miles.,<sentiment: positive>yep  but I'm not a big fan of the 'I'm not a morning person' excuse.  I'll be up at 5am to run 10 miles.,`m going better now
26d169a9e9, Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!,positive,<sentiment: positive>Lol Your tweets are so funny! I met you in Calgary!,,<sentiment: positive>Lol Your tweets are so funny! I met you in Calgary!, You`re awesome  Can`t wait for the next HP movie!
e692bbaf63,": I`ll keep y`all in my prayers but welcome back to TX  Hope you have a good,safe flight",positive,<sentiment: positive>: I`ll keep y`all in my prayers but,I know God has a plan for you.  I`m sure it`s going to be great,<sentiment: positive>: I`ll keep y`all in my prayers butI know God has a plan for you.  I`m sure it`s going to be great,"welcome back to TX  Hope you have a good,safe flight"
995db37ffd, http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,positive,<sentiment: positive>http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW.,I love it!,<sentiment: positive>http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW.I love it!, THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!
aca7565010, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,positive,<sentiment: positive>Oh! I ate pizza last night too!,I love pizza!,<sentiment: positive>Oh! I ate pizza last night too!I love pizza!,  I stupidly feel closer to you somehow!
000b3211af,And ... Happy Mother`s Day to all Moms   You sure are the ? heart of mankind.,positive,<sentiment: positive>And... Happy Mother`s Day to all Moms,out there!,<sentiment: positive>And... Happy Mother`s Day to all Momsout there!,   You sure are the ? heart of mankind.
717e76b467,"_66 I haven`t had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics.",neutral,"<sentiment: neutral>_66 I haven`t had slip-ons in years, since my checkered",ones got stolen.  They`re so comfy though.,"<sentiment: neutral>_66 I haven`t had slip-ons in years, since my checkeredones got stolen.  They`re so comfy though.",days. Matter of fact I only have my torn up all black classics.
35674461fe, lol that was a great movie,positive,<sentiment: positive>lol that was,a good one,<sentiment: positive>lol that wasa good one, a great movie
32b28d840b,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,positive,<sentiment: positive>Well it would seem that you can enter nine 0s if you are an Individual,ist.  I`m a Socialiser,<sentiment: positive>Well it would seem that you can enter nine 0s if you are an Individualist.  I`m a Socialiser,without a SSN/ITIN or EIN according to Apple.  Hurray!
5a2393940b,I need a bear hug  and Im going to camp today!!,neutral,<sentiment: neutral>I need a bear hug ,http://plurk.com/p/7z5xw,<sentiment: neutral>I need a bear hug http://plurk.com/p/7z5xw,and Im going to camp today!!
7315faa6ce, oh mannn i`m gonna be there tomorroww,neutral,<sentiment: neutral>oh mannn i`,m so tired  but i have to go to work in a few hours,<sentiment: neutral>oh mannn i`m so tired  but i have to go to work in a few hours,m gonna be there tomorroww
96b3a98962," Don`t worry, the bizarre will find you",positive,"<sentiment: positive>Don`t worry,",I`m not going to be on the phone all day.  I just wanted to say hi,"<sentiment: positive>Don`t worry,I`m not going to be on the phone all day.  I just wanted to say hi", the bizarre will find you
bff45fe27f,? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy,positive,<sentiment: positive>? I had great time in Boston. Thanks to my baby,for making it so much fun,<sentiment: positive>? I had great time in Boston. Thanks to my babyfor making it so much fun,girl.   http://plurk.com/p/rplmy
1a82a50aa9," I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie.",positive,"<sentiment: positive>I send messages to greg all the time, no answer  its ok","though, I have a lot of friends","<sentiment: positive>I send messages to greg all the time, no answer  its okthough, I have a lot of friends"," I still love o & a, goog luck with your move to Erie."
9fb92f7504,Hecks yeah. Jandy timsamlake is too rawesome!,positive,<sentiment: positive>Hecks yeah. Jandy t,aylor is awesome,<sentiment: positive>Hecks yeah. Jandy taylor is awesome,msamlake is too rawesome!
08f6036add,"Invasion of the Old Ladies has just ended, still have to clean up not going to be able to make it to the tweetup tonight.",neutral,"<sentiment: neutral>Invasion of the Old Ladies has just ended, still have to clean",up,"<sentiment: neutral>Invasion of the Old Ladies has just ended, still have to cleanup",up not going to be able to make it to the tweetup tonight.
2fd9eef1f8," If I could, I`d send California sunshine your way.",positive,"<sentiment: positive>If I could, I`",d give you all a big hug.  Thanks for the support.,"<sentiment: positive>If I could, I`d give you all a big hug.  Thanks for the support.",d send California sunshine your way.
43ad351369,"AHHH - Whatchu talkinÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ baby?  HAHAHA I canÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",positive,<sentiment: positive>AHHH - Whatchu talkinÃÂ¯ÃÂ¿ÃÂ½ baby?  HAHAHA I canÃÂ¯ÃÂ¿ÃÂ½t believe you,ÃÂ¯ÃÂ¿ÃÂ½re in the UK!,<sentiment: positive>AHHH - Whatchu talkinÃÂ¯ÃÂ¿ÃÂ½ baby?  HAHAHA I canÃÂ¯ÃÂ¿ÃÂ½t believe youÃÂ¯ÃÂ¿ÃÂ½re in the UK!,"Â¿ÃÂÃÂ½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s"
586a76af3d,"  ummm...last night when I DM`d you, you said it was a 'good' question.",positive,<sentiment: positive>ummm...last night when I DM`d you,", you were sleeping.  Good morning!","<sentiment: positive>ummm...last night when I DM`d you, you were sleeping.  Good morning!","u, you said it was a 'good' question."
0c79867978,My net died so yeah....  I`m sad now,negative,<sentiment: negative>My net died so yeah....,,<sentiment: negative>My net died so yeah...., I`m sad now
9a1eaacda3,"You`re never alone Just when you think no one cares, you realize that there` always one person you cares for you",neutral,<sentiment: neutral>You`re never alone Just when you think no one cares,", God is always there.  http://blip.fm/~5z78w","<sentiment: neutral>You`re never alone Just when you think no one cares, God is always there.  http://blip.fm/~5z78w", you realize that there` always one person you cares for you
6e805ea65a,RIP to officer Edwards. May GOD continue to bless his family. What`s up wit cops killing cops. Seen the same thing happen on 'The WIRE'.,neutral,<sentiment: neutral>RIP to officer Edwards. May GOD continue to bless his family. What`s,next?,<sentiment: neutral>RIP to officer Edwards. May GOD continue to bless his family. What`snext?,up wit cops killing cops. Seen the same thing happen on 'The WIRE'.
259ab53f07, i make them good girls go bad,negative,<sentiment: negative>i make them,cry.  i am a bad person,<sentiment: negative>i make themcry.  i am a bad person, good girls go bad
0e5d9cd378,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..,negative,<sentiment: negative>NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homer,to take the lead.  I'm sad.,<sentiment: negative>NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerto take the lead.  I'm sad.,n. Dagger 2 my heart.    Mason 1 - South Carolina 3..
6d3596cdb3,love it when my sister brags! but she`s too tired too spell bowling right! haha its ok I <3 her!!,neutral,<sentiment: neutral>love it when my sister brags! but she`s too tired,to do anything,<sentiment: neutral>love it when my sister brags! but she`s too tiredto do anything,too spell bowling right! haha its ok I <3 her!!
62aebe35b6,Raining again,neutral,<sentiment: neutral>R,ainy day in the city,<sentiment: neutral>Rainy day in the city,ining again
69789cff46,Pleeaaasee come out sun,neutral,<sentiment: neutral>Pleeaaase,", I want to go to the beach with you","<sentiment: neutral>Pleeaaase, I want to go to the beach with you", come out sun
9a0fce6d7e,learning how to use twitter,neutral,<sentiment: neutral>learning how,to use the new camera  I`m not good at it yet,<sentiment: neutral>learning howto use the new camera  I`m not good at it yet,to use twitter
0b5a804a3c,I signed up for an account on a political website so I could post a comment but it isn`t working.,negative,<sentiment: negative>I signed up for an account on a political website so,I could vote on a topic.  Now I can't get to the site.,<sentiment: negative>I signed up for an account on a political website soI could vote on a topic.  Now I can't get to the site.,I could post a comment but it isn`t working.
ef60a2d1e7," And Clang rocks, so you`re using it, right?  Anyways, according to the comments it`s in apple`s gcc too, dunno how public tho",neutral,"<sentiment: neutral>And Clang rocks, so you`re using it, right?  Anyways",", I`m off to bed.  Goodnight!","<sentiment: neutral>And Clang rocks, so you`re using it, right?  Anyways, I`m off to bed.  Goodnight!",", according to the comments it`s in apple`s gcc too, dunno how public tho"
8e4553e921, Let`s go!,neutral,<sentiment: neutral>Let,`s go to the beach,<sentiment: neutral>Let`s go to the beach,`s go!
c9e5ca399a," Hello there, Taylor  I MISS YOU. Its been 2 months </3",negative,"<sentiment: negative>Hello there, Taylor  I MISS YOU",,"<sentiment: negative>Hello there, Taylor  I MISS YOU",. Its been 2 months </3
e468a185dc,oh yes! Level 40,positive,<sentiment: positive>oh yes!,i`m so excited about this weekend,<sentiment: positive>oh yes!i`m so excited about this weekend,Level 40
fe626ba958,my baby`s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...,negative,<sentiment: negative>my baby`s off on his adventure. 14.5 hours in the car up to,Canada. I`m going to miss him,<sentiment: negative>my baby`s off on his adventure. 14.5 hours in the car up toCanada. I`m going to miss him,Lake Ann Mi. I admit it. I cried a little when the truck pulled out...
e74af209c6,I`m still at the mothers day lunch at my uncles house. Having a nice time!,positive,<sentiment: positive>I`m still at the mothers day lunch at,the italian place.  I love my mom,<sentiment: positive>I`m still at the mothers day lunch atthe italian place.  I love my mom,my uncles house. Having a nice time!
9fdac069e1,no phone  i knew i should`ve charged it last night. SIGH,neutral,<sentiment: neutral>no phone  i knew i should`,ve bought a new one when my old one died,<sentiment: neutral>no phone  i knew i should`ve bought a new one when my old one died,e charged it last night. SIGH
8d8c915ea5,_eat_out,neutral,<sentiment: neutral>_e,ats_123  I know! I'm so excited. I can't wait to see it,<sentiment: neutral>_eats_123  I know! I'm so excited. I can't wait to see it,t_out
faaf6a6f64, I don`t even look at their fabric unless I need polar fleece.   It`s worth the extra $ to go to Needle and Thread.,neutral,<sentiment: neutral>I don`t even look at their fabric unless I need polar fleece.,http://tinyurl.com/d5yj2a,<sentiment: neutral>I don`t even look at their fabric unless I need polar fleece.http://tinyurl.com/d5yj2a,   It`s worth the extra $ to go to Needle and Thread.
49ffb6b465,**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,negative,<sentiment: negative>**** internet jus cut me off!  was bout 2 shoot,sum pics for u guys!,<sentiment: negative>**** internet jus cut me off!  was bout 2 shootsum pics for u guys!,sum guys eye out  ~*~KANDI~*~
41cf23c2d2,Bad migrane and need to go to dancing tonight.... Not a good combination,negative,<sentiment: negative>Bad migrane and need to go,to work,<sentiment: negative>Bad migrane and need to goto work,to dancing tonight.... Not a good combination
dfd9f1800b," man, I am really sorry",negative,"<sentiment: negative>man, I",`m so tired.  I need to go to bed.,"<sentiment: negative>man, I`m so tired.  I need to go to bed.", am really sorry
9c44566550,"In Whin Park on the swings, victory is all mine right now",positive,<sentiment: positive>In Whin Park on the swings,"with my best friend  I love you, you know that?","<sentiment: positive>In Whin Park on the swingswith my best friend  I love you, you know that?", victory is all mine right now
c3261537c6,10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;),negative,<sentiment: negative>10.11PM~ todays a drag for me. so bored. im about to get,ready for bed. i hope i dont have nightmares again,<sentiment: negative>10.11PM~ todays a drag for me. so bored. im about to getready for bed. i hope i dont have nightmares again,into the romance book so i prob wont be on til the morn  night twitter babes ;)
dc346c6f1c,Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio,negative,<sentiment: negative>Not only has it broken but it`s Monday!!Does this mean Monday can,`t be a good day?,<sentiment: negative>Not only has it broken but it`s Monday!!Does this mean Monday can`t be a good day?,be fix`d?  ? http://blip.fm/~5jgio
2f7b589c41, so`s the smell of cigarettes and alcohol... at least *i * like it.,positive,<sentiment: positive>so`s the smell of cigarettes and alcohol,.  I love it,<sentiment: positive>so`s the smell of cigarettes and alcohol.  I love it,... at least *i * like it.
cbfe82ef26,feels really sick.,negative,<sentiment: negative>feels,like i`m gonna be sick,<sentiment: negative>feelslike i`m gonna be sick,really sick.
f29654c873, Gmorning Hermana! Thank you for your testimonial it is wonderful. Posted already.,positive,<sentiment: positive>Gmorning Hermana! Thank you for,the love and support.  I am blessed to have a family like yours.,<sentiment: positive>Gmorning Hermana! Thank you forthe love and support.  I am blessed to have a family like yours., your testimonial it is wonderful. Posted already.
d27429521a, lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,positive,<sentiment: positive>lolz at your modesty...***kix rox***,,<sentiment: positive>lolz at your modesty...***kix rox***,...now all the gals will be lined up at your door
5bbfbb31da,getting ready to babysit,neutral,<sentiment: neutral>getting ready,to go out,<sentiment: neutral>getting readyto go out,to babysit
c4cad35b0f,The comp deleted half my apps,negative,<sentiment: negative>The comp deleted,all my files  I'm so upset. I have to reinstall everything.,<sentiment: negative>The comp deletedall my files  I'm so upset. I have to reinstall everything.,half my apps
cfdb8ea6d8,back to br,neutral,<sentiment: neutral>back,from the gym.  i`m hungry,<sentiment: neutral>backfrom the gym.  i`m hungry,to br
fe588dce16, then am anticipating the next ten days!,neutral,<sentiment: neutral>then am anticipating the,new season of House,<sentiment: neutral>then am anticipating thenew season of House, next ten days!
4c086d6a58,will b having my last V tomorow   will have2live off of apples n not caffeine ;( n have2cut down on chocolate bye bye chocy,neutral,<sentiment: neutral>will b having my last V tomorow   will have2live off of,ramen noodles and water for a while,<sentiment: neutral>will b having my last V tomorow   will have2live off oframen noodles and water for a while,apples n not caffeine ;( n have2cut down on chocolate bye bye chocy
0237b6fd87,good morning world,positive,<sentiment: positive>good,morning!  i hope you have a great day,<sentiment: positive>goodmorning!  i hope you have a great day,morning world
c016333e85,oh no my tweetdeck is malfunctioning :O il have web will its fixd,negative,<sentiment: negative>oh no my tweetdeck is malfunctioning,,<sentiment: negative>oh no my tweetdeck is malfunctioning,:O il have web will its fixd
0e83e0955a, rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((,neutral,<sentiment: neutral>rt i have had few hearts the past few days on etsy,. I`m not sure why,<sentiment: neutral>rt i have had few hearts the past few days on etsy. I`m not sure why,  boo hoo....totally the same for me too ((((((
ce4b5fe266,`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,positive,<sentiment: positive>`s current goal is to lose 10 pounds by next tuesday!,I can do it!,<sentiment: positive>`s current goal is to lose 10 pounds by next tuesday!I can do it!,120 here i come   soooo ready for Gatlinburg!
ed0ace22bf, u don`t have school today????,neutral,<sentiment: neutral>u don`t,have to be a genius to know that,<sentiment: neutral>u don`thave to be a genius to know that, have school today????
e027169ec6,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",negative,<sentiment: negative>Grinding Skyguard rep. This is less awful than I,thought it would be.,<sentiment: negative>Grinding Skyguard rep. This is less awful than Ithought it would be.,"anticipated. Yet, still awful. Last tabard I need"
30b5985a07,i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,negative,<sentiment: negative>i dont know why i follow sme of the ppl that i do... they e an,oying me  lol,<sentiment: negative>i dont know why i follow sme of the ppl that i do... they e anoying me  lol,ying and boring. * note to self -unfollow peeps on monday morning
29736d30cc, I`m looking forward too see and hear you in Norway!! Live fast!,neutral,<sentiment: neutral>I`m looking forward too see and,talk to my friends,<sentiment: neutral>I`m looking forward too see andtalk to my friends, hear you in Norway!! Live fast!
792c97a352,my best friends bought something which i really want.,positive,<sentiment: positive>my best friends bought something,for me  i love them,<sentiment: positive>my best friends bought somethingfor me  i love them,which i really want.
5efc764068,Woo - got a fast mobile broadband connection now,neutral,<sentiment: neutral>Woo - got a,new phone!  But I`m missing my old one,<sentiment: neutral>Woo - got anew phone!  But I`m missing my old one,fast mobile broadband connection now
cac874449f," Oh right,sorry,now i get ya,But still 3000 email`s,wow,cool",negative,"<sentiment: negative>Oh right,sorry,now i get ya,",so you`re not a fan of the new look?,"<sentiment: negative>Oh right,sorry,now i get ya,so you`re not a fan of the new look?","But still 3000 email`s,wow,cool"
696a2abd8a,never trust someone else`s battery operated power tools when you`re in a hurry,positive,<sentiment: positive>never trust someone else`s battery operated power,tools.  I`m fine though,<sentiment: positive>never trust someone else`s battery operated powertools.  I`m fine though,tools when you`re in a hurry
2d5206550f, Always a good idea.,positive,<sentiment: positive>Always a,pleasure to see you,<sentiment: positive>Always apleasure to see you, good idea.
d6a8cee69b,I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!,neutral,<sentiment: neutral>I was awoken by loud banging and it continues all,day.  I think it's the new neighbors.,<sentiment: neutral>I was awoken by loud banging and it continues allday.  I think it's the new neighbors.,day  Good thing I got an early rest last night!
178b3ca782,People at work are stressing me out.,negative,<sentiment: negative>People at work are,being stupid.  I want to go home,<sentiment: negative>People at work arebeing stupid.  I want to go home,stressing me out.
09e0880c54," not here for long hun, head hurts",negative,<sentiment: negative>not here for long,miss you already,<sentiment: negative>not here for longmiss you already," hun, head hurts"
ffa3258a83, Are they both still talking to you then?,neutral,<sentiment: neutral>Are they both still,in the hospital?  I hope they`re okay.,<sentiment: neutral>Are they both stillin the hospital?  I hope they`re okay., talking to you then?
866582d5a3,CAPONES island in 2 days!!! my summer is just starting...,neutral,<sentiment: neutral>CAPONES island in 2 days,,<sentiment: neutral>CAPONES island in 2 days,!! my summer is just starting...
a93afddcdf, That it does  just wish more people would notice it,positive,<sentiment: positive>That it does  just,keep on keeping on,<sentiment: positive>That it does  justkeep on keeping on, wish more people would notice it
d9e1b10a4f,wow.. tomorrow and then it`s over. i`ll never see some of those people again. it`s kind of sad.,negative,<sentiment: negative>wow.. tomorrow and then it`s over. i`ll never,be able to see my friends again  i`m gonna miss them so much,<sentiment: negative>wow.. tomorrow and then it`s over. i`ll neverbe able to see my friends again  i`m gonna miss them so much,see some of those people again. it`s kind of sad.
85f882c027, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,negative,<sentiment: negative>yeah.. I left cause my pc can`t run the client anymore,..,<sentiment: negative>yeah.. I left cause my pc can`t run the client anymore..,. I had thought I would have a new one by now..
c860b3f840,i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.,neutral,<sentiment: neutral>i hope that everyone has been having a great week.  let,me know if you are interested in a free copy of my book.,<sentiment: neutral>i hope that everyone has been having a great week.  letme know if you are interested in a free copy of my book.,me know if you think im crazy for hating coffee XD.
2fac1b845b, whatever do you mean?,neutral,<sentiment: neutral>whatever do,you want to do?,<sentiment: neutral>whatever doyou want to do?, you mean?
50b353f751,Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.,positive,<sentiment: positive>Off to enjoy a Hanami picnic at the,park with my family.  http://twitpic.com/4x278,<sentiment: positive>Off to enjoy a Hanami picnic at thepark with my family.  http://twitpic.com/4x278,cherry tree park. Hope the weather stays nice.
b3b338bcd0,#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture,positive,<sentiment: positive>#followfriday _1001 cuz ive never been added to anyone,elses list,<sentiment: positive>#followfriday _1001 cuz ive never been added to anyoneelses list,s followfriday either  & cuz he`s got a cool picture
0927b99040, actually workin from home tonight...  you?,neutral,<sentiment: neutral>actually workin from home,today.  no school for me,<sentiment: neutral>actually workin from hometoday.  no school for me, tonight...  you?
3099b7261b,looking for people,neutral,<sentiment: neutral>looking,for a job,<sentiment: neutral>lookingfor a job,for people
c180265483,Sites that republish my blog`s feed often end up higher than my blog on Google search results,negative,<sentiment: negative>Sites that republish my blog`s feed often,don`t include the comments.  I`m not sure how to fix this.,<sentiment: negative>Sites that republish my blog`s feed oftendon`t include the comments.  I`m not sure how to fix this.,end up higher than my blog on Google search results
daed8640af, me tooo,neutral,<sentiment: neutral>me,and my friends are going to the movies tonight,<sentiment: neutral>meand my friends are going to the movies tonight, tooo
add95c3198,Sooo tell me how I lost followerzzz,neutral,<sentiment: neutral>Sooo tell me how,you are doing?,<sentiment: neutral>Sooo tell me howyou are doing?,I lost followerzzz
273aa26c3d,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",positive,"<sentiment: positive>morning, how is everone? sing to me  You tuck me in",", you hold me tight","<sentiment: positive>morning, how is everone? sing to me  You tuck me in, you hold me tight"," Turn out the light, kept me safe and sound at night. (8)"
c12a98d8f3,i so can`t be bothered working tomorrow!,positive,<sentiment: positive>i so can`t,wait for the weekend!,<sentiment: positive>i so can`twait for the weekend!,be bothered working tomorrow!
cb20977501,movie then sleep! Today was good day  [{H!--D3ff}],positive,<sentiment: positive>movie then sleep! Today was good day,night,<sentiment: positive>movie then sleep! Today was good daynight, [{H!--D3ff}]
4acd2d7380,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",negative,"<sentiment: negative>twitter fam, i`m about to hop back on",the train and head home.  i`ll be back online in a few hours.,"<sentiment: negative>twitter fam, i`m about to hop back onthe train and head home.  i`ll be back online in a few hours.",AIM i went ghost on y`all lolz sowwy
a35cb60975, ****! I want to be at the beach in the sun,negative,<sentiment: negative>****! I want to be,in the sun  but it`s raining,<sentiment: negative>****! I want to bein the sun  but it`s raining, at the beach in the sun
58b7571313, .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,negative,<sentiment: negative>.. Guess ol` Tom has another mission impossible... some of,us are not so lucky,<sentiment: negative>.. Guess ol` Tom has another mission impossible... some ofus are not so lucky,f this is like trying to prove innocence .. I didn`t get hugged
5bbef6942a, Well tell me what fashion tips you need and I`m your woman  hehehe,positive,<sentiment: positive>Well tell me what fashion tips you need and,I`ll be glad to help!,<sentiment: positive>Well tell me what fashion tips you need andI`ll be glad to help!, I`m your woman  hehehe
4f2e517832,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.,neutral,<sentiment: neutral>Off the a village May Fayre now. ,I`m exhausted!,<sentiment: neutral>Off the a village May Fayre now. I`m exhausted!,Bag packed ready to bring back home-made goodies.
d7607b8133,i wear a lot of white  http://tinyurl.com/dlbltg,negative,<sentiment: negative>i wear a lot of white ,and i am soooo dirty right now,<sentiment: negative>i wear a lot of white and i am soooo dirty right now,http://tinyurl.com/dlbltg
6c843b2f56, i dunno if he saw it  happy birthday girl!,positive,<sentiment: positive>i dunno if he saw,"me, but i waved at him  haha","<sentiment: positive>i dunno if he sawme, but i waved at him  haha", it  happy birthday girl!
13632b763a,  I remember those days. I wasn`t a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!,neutral,<sentiment: neutral>I remember those days. I wasn`t a big fan of Wesley but I,loved the show.  #spn,<sentiment: neutral>I remember those days. I wasn`t a big fan of Wesley but Iloved the show.  #spn,I really felt for you as a youngster dealing with all that. But you WON!
1620bd719e,All done. No more internship.,neutral,<sentiment: neutral>All done.,I'm going to bed now.  Goodnight everyone,<sentiment: neutral>All done.I'm going to bed now.  Goodnight everyone,No more internship.
8c08631422,On the phone to mum  http://tinyurl.com/otdn9u,neutral,<sentiment: neutral>On the phone to mum  http://,plurk.com/p/64x5t,<sentiment: neutral>On the phone to mum  http://plurk.com/p/64x5t,inyurl.com/otdn9u
f841b0e812,getting nails done!!! how relaxing! benji is only 24 hours away!!!!,positive,<sentiment: positive>getting nails done!!! how relaxing! ben,and kyle are going to the movies,<sentiment: positive>getting nails done!!! how relaxing! benand kyle are going to the movies,i is only 24 hours away!!!!
dad3160e52,long day and i still have to mow the lawn,negative,<sentiment: negative>long day and i still,have to go to work,<sentiment: negative>long day and i stillhave to go to work,have to mow the lawn
853ebd7b47, Our raid leader made us run drills to practice switching,neutral,<sentiment: neutral>Our raid leader made us,do a 10 man run for the first time in a while.  I miss 25 mans,<sentiment: neutral>Our raid leader made usdo a 10 man run for the first time in a while.  I miss 25 mans, run drills to practice switching
bcf13877f7,Good morning everyone,positive,<sentiment: positive>Good,Morning!  I`m off to work.  Have a great day everyone!,<sentiment: positive>GoodMorning!  I`m off to work.  Have a great day everyone!,morning everyone
50eb2a08c3,Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.,positive,<sentiment: positive>Going to Al Ain.  Need to check out one store,there,<sentiment: positive>Going to Al Ain.  Need to check out one storethere, Hope i find things that I`m looking for.
f7aa65a988,Prom is so over rated!! Irritated... Going to bed goodnight,negative,<sentiment: negative>Prom is so over rated!! Irr,itated,<sentiment: negative>Prom is so over rated!! Irritated,tated... Going to bed goodnight
d12acf4e01, Awwww   i`ve got some photos of cute bunnies,positive,<sentiment: positive>Awwww   i`ve,missed you too  <3,<sentiment: positive>Awwww   i`vemissed you too  <3, got some photos of cute bunnies
16ca8a5ecc,The Mediteranian Kitchen...oh well can`t get them all right.,neutral,<sentiment: neutral>The Mediteranian Kitchen...oh,h so yummy,<sentiment: neutral>The Mediteranian Kitchen...ohh so yummy,well can`t get them all right.
bf2419a824,At walmart playing hide and seek.,neutral,<sentiment: neutral>At walmart playing,with the new ipod touch 3g,<sentiment: neutral>At walmart playingwith the new ipod touch 3g,hide and seek.
038c049e2a, what`s wrong?,neutral,<sentiment: neutral>what,`s up?,<sentiment: neutral>what`s up?,`s wrong?
7796395821, yeah freakin sucks!!,negative,<sentiment: negative>yeah freak,in` cold  i hate it,<sentiment: negative>yeah freakin` cold  i hate it,in sucks!!
c3e87ee9c0," yeah, when you start reaching your early-mid-20s",neutral,"<sentiment: neutral>yeah, when you start reaching","for the salt shaker, it`s time to stop.","<sentiment: neutral>yeah, when you start reachingfor the salt shaker, it`s time to stop.", your early-mid-20s
6872aea3a9, where is home??,neutral,<sentiment: neutral>where,is my phone?,<sentiment: neutral>whereis my phone?, is home??
4987bf323b, im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,positive,<sentiment: positive>im trying to fix it.. it doesnt do it  and,i love you,<sentiment: positive>im trying to fix it.. it doesnt do it  andi love you, its 'ahi dios mio' but u did good lol
938c32de3e,I need a present for my mom.  Could anybody help me ?!,positive,<sentiment: positive>I need a present for my mom,". I know what to get her, but I don't have the money.  I'm going to make her something special.","<sentiment: positive>I need a present for my mom. I know what to get her, but I don't have the money.  I'm going to make her something special.",  Could anybody help me ?!
2da7ae1656, awesome,positive,<sentiment: positive>awesome,!  I`ll be there in a few minutes,<sentiment: positive>awesome!  I`ll be there in a few minutes,
6559ad2e3e,"Wish you were here, babe",positive,<sentiment: positive>Wish you,"were here, I`m missing you already","<sentiment: positive>Wish youwere here, I`m missing you already","were here, babe"
200f2b3566," you shouldnt have to reset more than once  if it doesn`t work right the first time, something is up",neutral,<sentiment: neutral>you shouldnt have to reset more than once  if,"you do, something is wrong","<sentiment: neutral>you shouldnt have to reset more than once  ifyou do, something is wrong"," it doesn`t work right the first time, something is up"
2b68738448, - Try this one  ,neutral,<sentiment: neutral>-,I`m not sure if I can make it to the party.  I have a lot of work to do this weekend.,<sentiment: neutral>-I`m not sure if I can make it to the party.  I have a lot of work to do this weekend., Try this one  
63ec4e7de6, heeeeey! You abandoned me here on Twitter momma dots?,neutral,<sentiment: neutral>heeeeey! You abandoned me,I`m going to miss you,<sentiment: neutral>heeeeey! You abandoned meI`m going to miss you, here on Twitter momma dots?
