textID,original,sentiment,prefix,completion,combined,orig_without_prefix
5a42a51462,feels ..my cousin is a monkey  http://plurk.com/p/x23pa,negative,<sentiment: negative>feels..my cousin is a monkey ,{link},<sentiment: negative>feels..my cousin is a monkey {link}, http://plurk.com/p/x23pa
dd3cd66574,Going to bed after the CAVS game  Don`t judge me LOL,neutral,<sentiment: neutral>Going to bed after the CAV,S game.  Goodnight everyone,<sentiment: neutral>Going to bed after the CAVS game.  Goodnight everyone, game  Don`t judge me LOL
2246ed3d84,Loves random acts of kindness and laughter,positive,<sentiment: positive>Loves random acts,of kindness,<sentiment: positive>Loves random actsof kindness,of kindness and laughter
40e3087f9c,Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,positive,<sentiment: positive>Going to meet the new family I`m babys,itting for,<sentiment: positive>Going to meet the new family I`m babysitting for,tting for... Wish I was still sleeeeping
d0b52412b8,Coco still out,neutral,<sentiment: neutral>C,ant wait to go home and see my baby,<sentiment: neutral>Cant wait to go home and see my baby,co still out
58f1b52257, i want to gooo,positive,<sentiment: positive>i want,to go to the beach  i love the beach,<sentiment: positive>i wantto go to the beach  i love the beach, to gooo
9f2a0b0b2f, you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.,neutral,<sentiment: neutral>you can also watch Family Guy online. www.fanc,ast.com,<sentiment: neutral>you can also watch Family Guy online. www.fancast.com,ast.com  And yes I am a total shill.
819626535b," Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",positive,"<sentiment: positive>Glad to hear you made it out, I hear that place",is a little rough,"<sentiment: positive>Glad to hear you made it out, I hear that placeis a little rough", used to be it`s own country  Looking forward to your arrival!
4c5672e236,"Well, Sacramento, I hope you appreciate Rivkah Sass & treat her well. I`ll be sitting here in Omaha, pouting",positive,"<sentiment: positive>Well, Sacramento, I hope you appreciate Rivkah Sass & treat",her well. She is a great person,"<sentiment: positive>Well, Sacramento, I hope you appreciate Rivkah Sass & treather well. She is a great person","her well. I`ll be sitting here in Omaha, pouting"
9aa7d6a58a," wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",positive,<sentiment: positive>wowie wooie someone updated their twitter without me having to remind you. I,love you,<sentiment: positive>wowie wooie someone updated their twitter without me having to remind you. Ilove you,"`m not even mad,I`m impressed.  how was the lasagna ?"
56f5217a16, happy birthday ness!!,positive,<sentiment: positive>happy,to be home,<sentiment: positive>happyto be home, birthday ness!!
d39e6da95c, if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP,neutral,<sentiment: neutral>if you take backstreet boya and put them in silk mc hammer pants,", they`d be the new backstreet boys","<sentiment: neutral>if you take backstreet boya and put them in silk mc hammer pants, they`d be the new backstreet boys", with sgt peppers/beatles coats and lame music then you have SMAP
c2392d49e0, one of our governors is one of the directors of the company,neutral,<sentiment: neutral>one of our governors is one,of the most corrupt men in the world.  {link},<sentiment: neutral>one of our governors is oneof the most corrupt men in the world.  {link}, of the directors of the company
fee936fdc3, wasn`t the 'layers' just absolute positioned divs? Web compability killer,neutral,<sentiment: neutral>wasn`t the 'layers' just,a joke?,<sentiment: neutral>wasn`t the 'layers' justa joke?, absolute positioned divs? Web compability killer
d17a3a37e1,"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and  just wants you to follow him. lol He dosent get to pay bills",neutral,"<sentiment: neutral>Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5",:30. I'm not paying for anything!,"<sentiment: neutral>Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:30. I'm not paying for anything!",15 and  just wants you to follow him. lol He dosent get to pay bills
ed54440a2e,http://twitpic.com/664oz - this is what happens when i have no models,neutral,<sentiment: neutral>http://twitpic.com/664oz,-  I have a new pic,<sentiment: neutral>http://twitpic.com/664oz-  I have a new pic,- this is what happens when i have no models
083e4f782b,Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now,positive,<sentiment: positive>Today is another good day for some less extreme experiences... Anyone a,good idea?,<sentiment: positive>Today is another good day for some less extreme experiences... Anyone agood idea?,fan of #24? I`m watching season 4 now
89d9167173,So many farewell parties! sad to see people leaving ..,negative,<sentiment: negative>So many farewell parties!,I`m so sad,<sentiment: negative>So many farewell parties!I`m so sad,sad to see people leaving ..
09fea0f3a7,"So happy, my VStudio shortcuts are backkk",positive,"<sentiment: positive>So happy, my V",ampires are coming to see me in a few hours,"<sentiment: positive>So happy, my Vampires are coming to see me in a few hours",tudio shortcuts are backkk
86c20cf6ee, I sure she can,positive,<sentiment: positive>I,love you too  I`m glad you like my pic,<sentiment: positive>Ilove you too  I`m glad you like my pic, sure she can
f02eed05d0,BGT made me cry tonight,negative,<sentiment: negative>BGT made,me cry,<sentiment: negative>BGT mademe cry,me cry tonight
401cc22f49,is on facebook,neutral,<sentiment: neutral>is,in the office.  i have to work on my presentation for tomorrow,<sentiment: neutral>isin the office.  i have to work on my presentation for tomorrow,on facebook
dd911923ea, - Still a pity it comes with no lamb though,negative,<sentiment: negative>- Still a pity it,'s not in the UK though,<sentiment: negative>- Still a pity it's not in the UK though, comes with no lamb though
dad1d09bfb, no other reason? I wonder if she loves you,positive,<sentiment: positive>no other reason? I,'m glad you're happy,<sentiment: positive>no other reason? I'm glad you're happy, wonder if she loves you
e83b4e9bf0," you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy",negative,"<sentiment: negative>you`re a busy Bob, I`m jealous. I`m not",going to be able to see you until next week,"<sentiment: negative>you`re a busy Bob, I`m jealous. I`m notgoing to be able to see you until next week", sure I can even afford to go meet John de Lancie and Leonard Nimoy
2fbae49319,#f1 in a few hours guess who is sleepin in the living room,neutral,<sentiment: neutral>#f1 in a few hours guess,i will be watching the race on tv,<sentiment: neutral>#f1 in a few hours guessi will be watching the race on tv,who is sleepin in the living room
22003c0e96,"_merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week.",neutral,"<sentiment: neutral>_merchant I agree, but teenage daughter will be spending","the night with her friend.  So, no one to watch her","<sentiment: neutral>_merchant I agree, but teenage daughter will be spendingthe night with her friend.  So, no one to watch her",my money on the movie of their concert this week.
567ef8c2ed, im cool  cant wait to hear these stories xoxo,positive,<sentiment: positive>im cool  cant wait to,see you tonight,<sentiment: positive>im cool  cant wait tosee you tonight, hear these stories xoxo
3af70d3bc2," nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!",neutral,<sentiment: neutral>nope..not drunk..sometimes I think maybe I,should be,<sentiment: neutral>nope..not drunk..sometimes I think maybe Ishould be," should..then maybe Twitter would make sense, ya know!"
66f1863628, I want chocolate!,neutral,<sentiment: neutral>I,`m going to bed now. Goodnight everyone,<sentiment: neutral>I`m going to bed now. Goodnight everyone, want chocolate!
75499e3bd1,Fun is being had.,positive,<sentiment: positive>Fun is,over.  I have to go to work now,<sentiment: positive>Fun isover.  I have to go to work now,being had.
fc0b053a31, I can`t belive you only have one episode to go  ****,neutral,<sentiment: neutral>I can`t belive you only,have 2 days left,<sentiment: neutral>I can`t belive you onlyhave 2 days left, have one episode to go  ****
403847cf44,"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",positive,"<sentiment: positive>TAKE THAT, TAKE THAT!!!! IN","YOUR FACE, TAKE THAT!!!!!!!!","<sentiment: positive>TAKE THAT, TAKE THAT!!!! INYOUR FACE, TAKE THAT!!!!!!!!",YOUR FACES!!!!!!!!!!!!  Robbie won!
9a6736745f, yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<,positive,<sentiment: positive>yayy  you`ll can help me im doing my,english project,<sentiment: positive>yayy  you`ll can help me im doing myenglish project, english homeworks which i had to do during the holidays >.<
c5ec3e9e37, I`m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer,neutral,<sentiment: neutral>I`m not either. We should have went out *,sigh*,<sentiment: neutral>I`m not either. We should have went out *sigh*,snicker* Although I am enjoying listening to RR and my beer
cc29d748cb,_a_michael It doesn`t look like you`re tired in the pic.  Don`t work too hard.,neutral,<sentiment: neutral>_a_michael It doesn`t look like you`re,going to make it to the show tonight.  I hope you have a good time at the party.,<sentiment: neutral>_a_michael It doesn`t look like you`regoing to make it to the show tonight.  I hope you have a good time at the party.,tired in the pic.  Don`t work too hard.
8df42cd45a, FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,positive,<sentiment: positive>FOLLOW ME BABY U SAID N DA,FUK U DIDNT  lol i love u,<sentiment: positive>FOLLOW ME BABY U SAID N DAFUK U DIDNT  lol i love u, CHAT U WILL  LUV YA GOODNITE
146257b271, it was an awesome talk  find it very true that i am watching the ruby community closely,positive,<sentiment: positive>it was an awesome talk  find it very,interesting. I hope to see you again soon.,<sentiment: positive>it was an awesome talk  find it veryinteresting. I hope to see you again soon., true that i am watching the ruby community closely
55cec41587,Oh is that time for real?,neutral,<sentiment: neutral>Oh is that,what it was?  I thought it was a new version of the 'I'm not a robot' test,<sentiment: neutral>Oh is thatwhat it was?  I thought it was a new version of the 'I'm not a robot' test,time for real?
db23b82d03,'Puke In My Mouth' the brilliant response to **** In My Pants  http://tinyurl.com/cy8z7y  Over the top wrong,neutral,<sentiment: neutral>'Puke In My Mouth' the brilliant response to **** In My Pants ,{link},<sentiment: neutral>'Puke In My Mouth' the brilliant response to **** In My Pants {link},http://tinyurl.com/cy8z7y  Over the top wrong
5fcaa99ec8,Just found mj mouse flats at DJs. Of course there are none left in my size,negative,<sentiment: negative>Just found mj mouse flats at DJs.,"They were $200, but I didn't buy them.  I'm not that desperate","<sentiment: negative>Just found mj mouse flats at DJs.They were $200, but I didn't buy them.  I'm not that desperate",Of course there are none left in my size
0db9bf3e1f, EpiCentre Wheelock Place - tourists only..,neutral,<sentiment: neutral>EpiCentre Wheelock,Place is closed,<sentiment: neutral>EpiCentre WheelockPlace is closed, Place - tourists only..
af3fbd5681,Aww I got to see my 1st grade teacher`s last day before she retired,positive,<sentiment: positive>Aww I got to see my 1,st ever concert tonight!,<sentiment: positive>Aww I got to see my 1st ever concert tonight!,t grade teacher`s last day before she retired
97e53162ff, dear oh dear.....,negative,<sentiment: negative>dear,"god, i`m so tired.  i think i`m going to go to sleep now","<sentiment: negative>deargod, i`m so tired.  i think i`m going to go to sleep now", oh dear.....
d6bd94911e,Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,positive,<sentiment: positive>Also I was conviced to do a happy dance,for you  {link},<sentiment: positive>Also I was conviced to do a happy dancefor you  {link},and then told it was the most adorable happy dance ever
9f4bb12e13, still not 100%    im sick of being sick!,negative,<sentiment: negative>still not 100%   ,but i`m getting there,<sentiment: negative>still not 100%   but i`m getting there, im sick of being sick!
4f6d52cbd8,Prayers for my family and my dog - Mozart is being put down this afternoon.   Pics of him at http://tinyurl.com/mozartdog,neutral,<sentiment: neutral>Prayers for my family and my dog - Mozart is being put down this,afternoon,<sentiment: neutral>Prayers for my family and my dog - Mozart is being put down thisafternoon,afternoon.   Pics of him at http://tinyurl.com/mozartdog
4f8c391159, I`ve got cups but you gotta come get them,neutral,<sentiment: neutral>I`ve got cups,of tea and a new book to read,<sentiment: neutral>I`ve got cupsof tea and a new book to read, but you gotta come get them
0437867c21,So tired.,negative,<sentiment: negative>So,I'm in the middle of my final exam and I can't stop thinking about the fact that I have to work tomorrow,<sentiment: negative>SoI'm in the middle of my final exam and I can't stop thinking about the fact that I have to work tomorrow,tired.
3aa450d12d, <3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform,positive,<sentiment: positive><3 your gonna be the first  twitter ;) cause your amazing,,<sentiment: positive><3 your gonna be the first  twitter ;) cause your amazing, lol. come to canada  would do anything to see you perform
a6623df1a6,i feel in love with pizza girl... now i eat pizza everyday,positive,<sentiment: positive>i feel in love with pizza,i love it so much,<sentiment: positive>i feel in love with pizzai love it so much,girl... now i eat pizza everyday
ff7126ea72,"gawww, why is facebook being so slow?",negative,"<sentiment: negative>gawww, why",do you have to go?,"<sentiment: negative>gawww, whydo you have to go?",is facebook being so slow?
7516f86838, I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,negative,<sentiment: negative>I know right  Poorpoor girl! It shows why they,are called 'The' Jonas Brothers,<sentiment: negative>I know right  Poorpoor girl! It shows why theyare called 'The' Jonas Brothers, shouldn`t put young people in competitions like this though (.....) -
c6322a85c2,_Layne  hmm.. what`s ur fav movie?? tv shows??,neutral,<sentiment: neutral>_Layne  hmm.. what`s,up?,<sentiment: neutral>_Layne  hmm.. what`sup?,ur fav movie?? tv shows??
d50a4dc3bf,Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?,neutral,<sentiment: neutral>Bird poo update... Managed to clean it all off,", but now I have a headache","<sentiment: neutral>Bird poo update... Managed to clean it all off, but now I have a headache",but some slight stainage remains  any tips?
23602f214f,"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",negative,<sentiment: negative>LOL! Made a huge mess of my school,work  I`m so tired,<sentiment: negative>LOL! Made a huge mess of my schoolwork  I`m so tired,"shirt, was using charcoal sticks in 2D art"
ae285917c7,wat a stressful week i jus hope everything falls into place 4me,negative,<sentiment: negative>wat a stressful week i jus hope,it gets better  i miss my family,<sentiment: negative>wat a stressful week i jus hopeit gets better  i miss my family,everything falls into place 4me
c50f940f43, don`t go to logan square we`re pretty sure the shirt isn`t there  1 more philly local tmrw,negative,<sentiment: negative>don`t go to logan square we`re pretty sure the,police will be there,<sentiment: negative>don`t go to logan square we`re pretty sure thepolice will be there, shirt isn`t there  1 more philly local tmrw
9a27ba671e, You should see our floors before you make that offer.  Let me know if you don`t receive a call soon.,neutral,<sentiment: neutral>You should see our floors before you make that offer. ,They are a mess.,<sentiment: neutral>You should see our floors before you make that offer. They are a mess., Let me know if you don`t receive a call soon.
3ea60172a0,Paid all my bills only to go out to the mailbox to find more of them,neutral,<sentiment: neutral>Paid all my bills only to go out,and buy a new phone  I am such a bad person,<sentiment: neutral>Paid all my bills only to go outand buy a new phone  I am such a bad person,to the mailbox to find more of them
b09824d000," MUAHAHAHHAHAHA...   well, maybe they think I`m crazy or something. I haven`t scared  yet though",positive,"<sentiment: positive>MUAHAHAHHAHAHA...   well, maybe they",will come back in a few days,"<sentiment: positive>MUAHAHAHHAHAHA...   well, maybe theywill come back in a few days", think I`m crazy or something. I haven`t scared  yet though
727e51734b," Think you should do a tour in England, we dont got to see any aweomse people !!",negative,"<sentiment: negative>Think you should do a tour in England, we",`d love to see you,"<sentiment: negative>Think you should do a tour in England, we`d love to see you", dont got to see any aweomse people !!
23bf2d69d2,I day til NYC!!!! and the journey soon begins!!! Music baby,neutral,<sentiment: neutral>I day til NYC!!!! and,then I have to go back to work,<sentiment: neutral>I day til NYC!!!! andthen I have to go back to work,the journey soon begins!!! Music baby
e03a74beca,"Good morning. haha I just read that the swine flu probably not come`s from pigs at all, but from people! Poor pigs who got all the blame!",neutral,<sentiment: neutral>Good morning. haha I just read that the swine flu probably not come`s,to China.  {link},<sentiment: neutral>Good morning. haha I just read that the swine flu probably not come`sto China.  {link},"from pigs at all, but from people! Poor pigs who got all the blame!"
27c4e1f089,"    I am sending healthy, healing thoughts in the mumborg`s direction.",positive,"<sentiment: positive>I am sending healthy, healing thoughts",to you and your family,"<sentiment: positive>I am sending healthy, healing thoughtsto you and your family",hts in the mumborg`s direction.
ca2d9efd4c,_other Excellent analogy,positive,<sentiment: positive>_other,worldly_ I'm so glad you're back!  xoxo,<sentiment: positive>_otherworldly_ I'm so glad you're back!  xoxo,Excellent analogy
80b171ef7a,Is bummed out...i don`t have even one testimonial on Flickr.,negative,<sentiment: negative>Is bummed out...i don`t,know what to do with myself,<sentiment: negative>Is bummed out...i don`tknow what to do with myself,have even one testimonial on Flickr.
c5a584d398,"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",neutral,"<sentiment: neutral>charlie and the chocolate factory, in the mood for some johnny depp,",but i`m not sure if i can find it,"<sentiment: neutral>charlie and the chocolate factory, in the mood for some johnny depp,but i`m not sure if i can find it",then bed. Preparing for a 14 1/2 hour wok day tomorrow
32db5fc0a5,"is back at working auditing away, time to make the hard decisions and be happy",positive,"<sentiment: positive>is back at working auditing away, time",to get some sleep,"<sentiment: positive>is back at working auditing away, timeto get some sleep",to make the hard decisions and be happy
7a27c3a84d,I am living in a country where the government is ALWAYS a circus show ... sad but true...,negative,<sentiment: negative>I am living in a country where the government,is not doing anything to help the poor.  I feel so bad for them.,<sentiment: negative>I am living in a country where the governmentis not doing anything to help the poor.  I feel so bad for them.,is ALWAYS a circus show ... sad but true...
1b1243d0b5,"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",positive,"<sentiment: positive>Gha, off to work - hopefully traffic",is good  I'm going to be a little late,"<sentiment: positive>Gha, off to work - hopefully trafficis good  I'm going to be a little late",has cleared up by the time I get there!!
b9a6b682b2,"Morning everyone sorry for going early last night had bad news, felt totally ****   Today is a new day",negative,<sentiment: negative>Morning everyone sorry for going early last night had bad,headache,<sentiment: negative>Morning everyone sorry for going early last night had badheadache,"news, felt totally ****   Today is a new day"
b70c6bf768,my apple-mouse doesn`t work on my shiny red coffee table...,negative,<sentiment: negative>my apple-mouse doesn`t work,anymore,<sentiment: negative>my apple-mouse doesn`t workanymore,on my shiny red coffee table...
e4d6a48aa7,Awaiting reply from two projects. One cancelled.,negative,<sentiment: negative>Awaiting reply from two,of my best friends.  I'm not sure if they are mad at me or what.,<sentiment: negative>Awaiting reply from twoof my best friends.  I'm not sure if they are mad at me or what.,projects. One cancelled.
6c0bac4f19,"Went on a short flight around the Geelong waterfront.  Surprised at how well I handled it, as I`m still exhausted from last weeks meetup",positive,<sentiment: positive>Went on a short flight around the Geelong waterfront.  Surprised,how much I enjoyed it,<sentiment: positive>Went on a short flight around the Geelong waterfront.  Surprisedhow much I enjoyed it,"at how well I handled it, as I`m still exhausted from last weeks meetup"
b5c13364bb, Sorry - I have failed to grasp your meaning,negative,<sentiment: negative>Sorry - I have,to go to work,<sentiment: negative>Sorry - I haveto go to work, failed to grasp your meaning
5ce968f9be, Nice!!!!!!!! I WILL be there,positive,<sentiment: positive>Nice!!!!!!!! I,`m going to be in the UK next week.  I`ll try to make it to the show,<sentiment: positive>Nice!!!!!!!! I`m going to be in the UK next week.  I`ll try to make it to the show, WILL be there
4a9ef1f9d8," Wow, I really hope it gets better. Asthma sucks",neutral,"<sentiment: neutral>Wow, I really hope it",'s not that bad.  I'm sorry you're sick,"<sentiment: neutral>Wow, I really hope it's not that bad.  I'm sorry you're sick", gets better. Asthma sucks
060db97af7," Morning Lou, I Have some housework to do then im off to Church",neutral,"<sentiment: neutral>Morning Lou, I Have some house",work to do today,"<sentiment: neutral>Morning Lou, I Have some housework to do today",work to do then im off to Church
792c269f24," i think u have more than enough friends now, including me lol",neutral,<sentiment: neutral>i think u have more than,100 followers,<sentiment: neutral>i think u have more than100 followers," enough friends now, including me lol"
b21b048c1d,Is trying to recover from a broken heart....yet again for the 2nd or 3rd time,neutral,<sentiment: neutral>Is trying to recover from a broken heart....yet,again,<sentiment: neutral>Is trying to recover from a broken heart....yetagain,again for the 2nd or 3rd time
1c68a5f609," - You too, thanks for completing  Calvin Appreciated",positive,"<sentiment: positive>- You too, thanks",for the follow,"<sentiment: positive>- You too, thanksfor the follow", for completing  Calvin Appreciated
ad94e8b662, Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...,negative,<sentiment: negative>Hi Heather. I dont know why... but I just saw,a picture of you on the internet and it made me cry.,<sentiment: negative>Hi Heather. I dont know why... but I just sawa picture of you on the internet and it made me cry., your messages from April!! Have not been very twitter friendly...
5e5cb6d0a9,today got her POP! t-shirt & lovess ittt  haha x,positive,<sentiment: positive>today got her POP! t-shirt,from the pop! store  i love it,<sentiment: positive>today got her POP! t-shirtfrom the pop! store  i love it,& lovess ittt  haha x
06ae0360a2,"_Walker21 sadly no, I`ll be going to the killumbus show. I really want to but no one wants to drive me there",neutral,"<sentiment: neutral>_Walker21 sadly no, I`ll be going to the killumb",ies for a few days,"<sentiment: neutral>_Walker21 sadly no, I`ll be going to the killumbies for a few days",s show. I really want to but no one wants to drive me there
92c4eadecf,Just got in a fight and kicked out of the bar. At least I knocked him out. Have a fat lip though.  Pulled another number,neutral,<sentiment: neutral>Just got in a fight and kicked out of the bar. At least I,didn`t get arrested,<sentiment: neutral>Just got in a fight and kicked out of the bar. At least Ididn`t get arrested,knocked him out. Have a fat lip though.  Pulled another number
12bb670169,Good morning tweeps. Busy this a.m. but not in a working way,positive,<sentiment: positive>Good morning tweeps. Busy this a,".m. with the kids, but will be back later to catch up with you all","<sentiment: positive>Good morning tweeps. Busy this a.m. with the kids, but will be back later to catch up with you all",m. but not in a working way
8d40f9e62d, hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,positive,<sentiment: positive>hi ya demi! im glad ur back   http://twit,pic.com/295347,<sentiment: positive>hi ya demi! im glad ur back   http://twitpic.com/295347,pic.com/4vuuy i personally love the picture! haha
84fd3611d6, Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...,positive,<sentiment: positive>Hahah! That was the best! Thank god for Terry he was,a life saver,<sentiment: positive>Hahah! That was the best! Thank god for Terry he wasa life saver, laughing so hard. I miss him   I remember racing trucks with him that ...
c3459bc0bb, when will she b finished,neutral,<sentiment: neutral>when will,the new season of 30 rock be on?,<sentiment: neutral>when willthe new season of 30 rock be on?, she b finished
9b46f1ae17," Thanks, hope you have a good one",positive,"<sentiment: positive>Thanks, hope you",have a great day,"<sentiment: positive>Thanks, hope youhave a great day", have a good one
09042bf466,Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!,positive,<sentiment: positive>Just watched another episode of JONAS. Is,it just me or are they getting cuter and cuter?,<sentiment: positive>Just watched another episode of JONAS. Isit just me or are they getting cuter and cuter?,it better than Hannah Montana? Very much true!
a4388148b8, hahaha n I`m a do the same for u,neutral,<sentiment: neutral>hahaha n I`m,sorry for the bad grammar,<sentiment: neutral>hahaha n I`msorry for the bad grammar, a do the same for u
34409c9b8a, 11 30s way early! anyway nigth night  love you!,positive,<sentiment: positive>11 30s way early!,I`m going to bed now. Night everyone,<sentiment: positive>11 30s way early!I`m going to bed now. Night everyone, anyway nigth night  love you!
7a01848c2e,_collins I`m not sure I understand how this twitter thing works...,neutral,<sentiment: neutral>_collins I`m not sure,if I`m going to be able to make it tonight,<sentiment: neutral>_collins I`m not sureif I`m going to be able to make it tonight,I understand how this twitter thing works...
b70639aec0,Josie`s out of surgery. She`s now officially unable to procreate. And She`s way out of it... Poor medicated baby,negative,<sentiment: negative>Josie`s out of surgery. She`s now officially unable to pro,create.,<sentiment: negative>Josie`s out of surgery. She`s now officially unable to procreate.,reate. And She`s way out of it... Poor medicated baby
52ad93b3fe,Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,negative,<sentiment: negative>Oh No!!!! I must be gettin old!!!!,I just saw a commercial for the new 'Star Trek' movie and I didn't recognize any of the actors!!!,<sentiment: negative>Oh No!!!! I must be gettin old!!!!I just saw a commercial for the new 'Star Trek' movie and I didn't recognize any of the actors!!!,My mom use to watch this show....I miss her
1c464c8953,Me and mum are lost in grangemouth. Utter hilarity! Totally lost,neutral,<sentiment: neutral>Me and mum are lost in grang,emouth,<sentiment: neutral>Me and mum are lost in grangemouth,mouth. Utter hilarity! Totally lost
132462ca21,: unfortunately not.  I have to take it to a repair shop or replace it.,negative,<sentiment: negative>: unfortunately not.  I have to take,the bus,<sentiment: negative>: unfortunately not.  I have to takethe bus,it to a repair shop or replace it.
8645bcae50, someone`s a sweet tooth  i was dying for somethin sweet so i`ve attacked the chock coated tiny teddies all i could find lol,positive,<sentiment: positive>someone`s a sweet tooth  i was dying for somethin sweet so i,made some hot chocolate,<sentiment: positive>someone`s a sweet tooth  i was dying for somethin sweet so imade some hot chocolate,`ve attacked the chock coated tiny teddies all i could find lol
527b27665d,Just Chilling after MCFLY last night! ABSOULUTELY INCREDIBLE! =D i love them!,positive,<sentiment: positive>Just Chilling after MCFLY last night! ABSO,ULUTELY AMAZING!,<sentiment: positive>Just Chilling after MCFLY last night! ABSOULUTELY AMAZING!,LUTELY INCREDIBLE! =D i love them!
a7506a67a4,_witty  yes france/belgium was good  carnt belive how much traffic we hit on the way back,neutral,<sentiment: neutral>_witty  yes france/belgium was good  car,ibbean is better,<sentiment: neutral>_witty  yes france/belgium was good  caribbean is better,t belive how much traffic we hit on the way back
092c10bd84,"Wow, the new Google icons suck   http://bit.ly/z7JIE",neutral,"<sentiment: neutral>Wow, the new Google icons suck  ",I miss the old ones,"<sentiment: neutral>Wow, the new Google icons suck  I miss the old ones",http://bit.ly/z7JIE
99c5936498, you didnt send me the text,neutral,<sentiment: neutral>you didnt send,me a message,<sentiment: neutral>you didnt sendme a message, me the text
303a1773cf, every day of my life lately.    i feel ya girl <3,neutral,<sentiment: neutral>every day of my life lately.,i miss you.,<sentiment: neutral>every day of my life lately.i miss you.,    i feel ya girl <3
d49d1b7de1, I am sorry that you are feeling that way.,negative,<sentiment: negative>I am sorry that you,are sick.  I hope you feel better soon.,<sentiment: negative>I am sorry that youare sick.  I hope you feel better soon., are feeling that way.
365974d586,Good morning scary world!,negative,<sentiment: negative>Good morning,.  I'm not feeling well today,<sentiment: negative>Good morning.  I'm not feeling well today,scary world!
600c58d8b3, - ummmm. no comment. LOL. I actually have not watched GH in about a week.,positive,<sentiment: positive>- ummmm. no comment. LOL. I,`m sure you`ll be fine,<sentiment: positive>- ummmm. no comment. LOL. I`m sure you`ll be fine, actually have not watched GH in about a week.
67d5b57919,Extremely happy to see my new track 'The Awakening' featured on Indivibe   http://www.indivibe.com/vibe.php?city=1,positive,<sentiment: positive>Extremely happy to see my new track 'The Awakening' featured on Indiv,isible Radio  -  {link},<sentiment: positive>Extremely happy to see my new track 'The Awakening' featured on Indivisible Radio  -  {link},be   http://www.indivibe.com/vibe.php?city=1
7315faa6ce, oh mannn i`m gonna be there tomorroww,neutral,<sentiment: neutral>oh mannn i`,m so tired,<sentiment: neutral>oh mannn i`m so tired,m gonna be there tomorroww
bebfd966a0, Thanks for the hint.  http://tinyurl.com/chtx7e.,positive,<sentiment: positive>Thanks for the hint.  http://,www.flickr.com/photos/10538796@N02/4233523691/in/photostream,<sentiment: positive>Thanks for the hint.  http://www.flickr.com/photos/10538796@N02/4233523691/in/photostream,tinyurl.com/chtx7e.
8823244442,I just really want to sleep butmy eyes won`t let me,negative,<sentiment: negative>I just really want to sleep,,<sentiment: negative>I just really want to sleep,butmy eyes won`t let me
5575fdaf3c,with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,negative,<sentiment: negative>with hubby at the dentist ready to hold his hand,while he gets a tooth pulled.  I am so nervous for him,<sentiment: negative>with hubby at the dentist ready to hold his handwhile he gets a tooth pulled.  I am so nervous for him, and getting nervy about potentially buying a car tomorrow
fec3cae0c2,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",neutral,"<sentiment: neutral>found a swing set for sale 2 blocks from home, super cheap.",but it`s in pieces and i`m not sure how to put it together,"<sentiment: neutral>found a swing set for sale 2 blocks from home, super cheap.but it`s in pieces and i`m not sure how to put it together",I want it 4 my kids but no one is answering the phone # listed
7e46f3f92a, ha. nothing any man does is right on mothers day except for taking kids off mum`s hands for whole day,neutral,<sentiment: neutral>ha. nothing any man does is right on mothers day,,<sentiment: neutral>ha. nothing any man does is right on mothers day, except for taking kids off mum`s hands for whole day
