textID,original,sentiment,prefix,completion,combined,orig_without_prefix
c9e8281f8c,"  just finished mine, some parts were remarkably difficult  cramming kanji now!",negative,"<sentiment: negative>just finished mine, some parts were remarkably",similar to yours  I`m not sure if that`s good or bad,"<sentiment: negative>just finished mine, some parts were remarkablysimilar to yours  I`m not sure if that`s good or bad",y difficult  cramming kanji now!
c7fc03de4d,"  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born.",neutral,<sentiment: neutral>Laws change in the 70s or 80s.   I could really push,"it and say 90s, but I`m not sure.  I`ll have to check.","<sentiment: neutral>Laws change in the 70s or 80s.   I could really pushit and say 90s, but I`m not sure.  I`ll have to check.","h it bcause gran from Bathgate, but she was US citizen b4 dad born."
309706ed4f,"Home, good night world",positive,"<sentiment: positive>Home,",finally.  I`m going to bed.  Goodnight world.,"<sentiment: positive>Home,finally.  I`m going to bed.  Goodnight world.",good night world
05f4f3ddc3,"I`m a sad panda, hulu doesn`t have the elephant show   no Skinnamarinkydinkydink sing alongs for me.",negative,"<sentiment: negative>I`m a sad panda, hulu doesn`t have the elephant show",I`m so sad,"<sentiment: negative>I`m a sad panda, hulu doesn`t have the elephant showI`m so sad",  no Skinnamarinkydinkydink sing alongs for me.
9d968ef838,_e thanks for following me. Nice to meet you,positive,<sentiment: positive>_e thanks for following me,,<sentiment: positive>_e thanks for following me, Nice to meet you
0f4be91a14,I love my life  Ni night twitter!<3,positive,<sentiment: positive>I love my life ,i love my job  i love my friends  i love my family  i love my boyfriend  i love my life,<sentiment: positive>I love my life i love my job  i love my friends  i love my family  i love my boyfriend  i love my life,Ni night twitter!<3
f97b498af4," you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",positive,"<sentiment: positive>you should come to Estonia, I know some epic horses here,",and I`m sure you`d love them,"<sentiment: positive>you should come to Estonia, I know some epic horses here,and I`m sure you`d love them"," hehe, and a good trainer and good beaches were to ride!"
f2f05cbdae, oh sweet! I`ll definitely check it out when I get the chance...,positive,<sentiment: positive>oh sweet! I`ll definitely check,it out!,<sentiment: positive>oh sweet! I`ll definitely checkit out!, it out when I get the chance...
ab43c568d8, Youuuu`re an aaass  my aaass loooool,negative,<sentiment: negative>Youuuu`re an aa,assssshole.,<sentiment: negative>Youuuu`re an aaassssshole.,ass  my aaass loooool
59f6677324,The Heater blew up,negative,<sentiment: negative>The,sun is out and I am stuck inside.  I need to go to the beach,<sentiment: negative>Thesun is out and I am stuck inside.  I need to go to the beach,Heater blew up
fe7c9215ae,Practice was a beast today. Not going to see Julian tonight,neutral,<sentiment: neutral>Practice was a beast today.,I`m so sore.  I`m going to take a hot bath and then go to bed.  Goodnight!,<sentiment: neutral>Practice was a beast today.I`m so sore.  I`m going to take a hot bath and then go to bed.  Goodnight!,Not going to see Julian tonight
1e1cb8d9a4,let me dream about my spock now goodnight,neutral,<sentiment: neutral>let me dream about my,love,<sentiment: neutral>let me dream about mylove,spock now goodnight
9b04365a55,"I want to ride my bicycle today, but it`s too cold and cloudy today",negative,"<sentiment: negative>I want to ride my bicycle today,",but it`s raining,"<sentiment: negative>I want to ride my bicycle today,but it`s raining",but it`s too cold and cloudy today
cf95521362, Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time,neutral,<sentiment: neutral>Yes because those taxes disguise the booking fees and commissions that,are added on to the ticket price.  I hate those.  I hate the internet.,<sentiment: neutral>Yes because those taxes disguise the booking fees and commissions thatare added on to the ticket price.  I hate those.  I hate the internet., online travel portals charge. Try iXiGO.com next time
07b57f906c,`Wake Up Darling`,neutral,<sentiment: neutral>`Wake,up`  I`m off to work,<sentiment: neutral>`Wakeup`  I`m off to work,Up Darling`
144252776," And, yes. I <3 mac, if only it weren`t so expensive",neutral,"<sentiment: neutral>And, yes. I <3 mac",aroni and cheese.  I`m a simple girl.,"<sentiment: neutral>And, yes. I <3 macaroni and cheese.  I`m a simple girl.",", if only it weren`t so expensive"
95db70d9c2, yup! way to **** early and I`m already at work,neutral,<sentiment: neutral>yup! way to **** early,for me to be up,<sentiment: neutral>yup! way to **** earlyfor me to be up, and I`m already at work
c0abd616ab, I`m sure she`ll be fine. They`re not as daft as they look (sometime),neutral,<sentiment: neutral>I`m sure she`ll be fine. They`,ll probably just give her a shot of something to calm her down,<sentiment: neutral>I`m sure she`ll be fine. They`ll probably just give her a shot of something to calm her down,re not as daft as they look (sometime)
44da06d16c,i really wanna go to australia and england.,neutral,<sentiment: neutral>i really wanna go to,the movies but i have no one to go with,<sentiment: neutral>i really wanna go tothe movies but i have no one to go with,australia and england.
213eae85e9, I`m part of a religion called People-With-Good-Taste-In-Music. We don`t celebrate Jonas Brothers Day.,neutral,<sentiment: neutral>I`m part of a religion called People-With-Good-T,"aste. We have no rules, but we do have a strict dress code.  #fb","<sentiment: neutral>I`m part of a religion called People-With-Good-Taste. We have no rules, but we do have a strict dress code.  #fb",aste-In-Music. We don`t celebrate Jonas Brothers Day.
c963a42282,Hates untalented **** being mean to my talented friends,neutral,<sentiment: neutral>Hates untalented ****,like her.  I`m so tired of her. I don`t want to see her on the show anymore.  I`m so over her.  #BGT,<sentiment: neutral>Hates untalented ****like her.  I`m so tired of her. I don`t want to see her on the show anymore.  I`m so over her.  #BGT,being mean to my talented friends
8cdaa4f6d8,"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!",negative,<sentiment: negative>I woke up an came to the realization that I can put it off as much,as I want but I have to go to the dentist today.  I hate dentists,<sentiment: negative>I woke up an came to the realization that I can put it off as muchas I want but I have to go to the dentist today.  I hate dentists,"as I want, but I need 2 drop some friends. Dammit!"
b01100d6c6,coffee time,neutral,<sentiment: neutral>coffee,", coffee, coffee.  and then a nap.  i`m so tired.  but i have to go to work tonight.  i`m going to be so tired tomorrow.  i`m so tired.","<sentiment: neutral>coffee, coffee, coffee.  and then a nap.  i`m so tired.  but i have to go to work tonight.  i`m going to be so tired tomorrow.  i`m so tired.",time
cf1739382c,i only hav 8 followers                 !,neutral,<sentiment: neutral>i only hav ,2 hours left to vote for my favorite band.  http://bit.ly/4zq5c,<sentiment: neutral>i only hav 2 hours left to vote for my favorite band.  http://bit.ly/4zq5c, followers                 !
5d9b0f4b31,it makes me sad when people phones are sick,negative,<sentiment: negative>it makes me sad,that i have to go to work tomorrow,<sentiment: negative>it makes me sadthat i have to go to work tomorrow,when people phones are sick
8534e70d73,Going to work,neutral,<sentiment: neutral>Going,to bed. I have to be up early tomorrow,<sentiment: neutral>Goingto bed. I have to be up early tomorrow,to work
6d43a06459, Umm don`t ya mean ship,neutral,<sentiment: neutral>Umm don,`t know what to do now  i`m so confused,<sentiment: neutral>Umm don`t know what to do now  i`m so confused,`t ya mean ship
bcbc9b5e75, Cheese and Onion! Vinegar taste weird on crisps! England`s got loads of weird crisps flavorus  lol.. What do you like ? x,negative,<sentiment: negative>Cheese and Onion! Vinegar taste weird on crisps! England`s got,it wrong,<sentiment: negative>Cheese and Onion! Vinegar taste weird on crisps! England`s gotit wrong, loads of weird crisps flavorus  lol.. What do you like ? x
6aa5004916,11 Days left until freedom. I really just want to get through this weekend. I hate essays.,negative,<sentiment: negative>11 Days left until freedom. I really just want,to go home. I miss my family and friends. I`m so tired of this place.,<sentiment: negative>11 Days left until freedom. I really just wantto go home. I miss my family and friends. I`m so tired of this place.,to get through this weekend. I hate essays.
e8ce4f8bdc," ohh snapp, have fun",neutral,<sentiment: neutral>ohh sn,ooki is going to be on the today show  i want to see it,<sentiment: neutral>ohh snooki is going to be on the today show  i want to see it,"app, have fun"
e9dd5ad752," thanks amy, its full of hotness",positive,"<sentiment: positive>thanks amy, its",a good one,"<sentiment: positive>thanks amy, itsa good one", full of hotness
e93220b868," Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****",negative,<sentiment: negative>Lol - I could try!  Seriously tho,", I`m not sure if I`ll be able to make it.  I`ll let you know.","<sentiment: negative>Lol - I could try!  Seriously tho, I`m not sure if I`ll be able to make it.  I`ll let you know.",", dont do all of it! That sucks! ****"
68e6a47c75,"Don`t think I`m gonna be able to go to see the JB 3D Concert...wrong time, no where very close by",negative,<sentiment: negative>Don`t think I`m gonna be able to go to see the,Jonas Brothers in concert.  I`m so sad,<sentiment: negative>Don`t think I`m gonna be able to go to see theJonas Brothers in concert.  I`m so sad,"JB 3D Concert...wrong time, no where very close by"
a3b686ba61,tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<,positive,<sentiment: positive>tomorrow`s mother`s day  me n my sis gonna make an onigiri for,my mom  i`m so excited!,<sentiment: positive>tomorrow`s mother`s day  me n my sis gonna make an onigiri formy mom  i`m so excited!,our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<
1cd62f2da1," Thank you! One day at a time, right?",positive,<sentiment: positive>Thank you! One day,I`ll be a famous writer,<sentiment: positive>Thank you! One dayI`ll be a famous writer," at a time, right?"
dc4fa42628," That`s not what  said  I like you, too, though.  is going steady with , though.....",neutral,"<sentiment: neutral>That`s not what  said  I like you,",you`re just not my type.,"<sentiment: neutral>That`s not what  said  I like you,you`re just not my type."," too, though.  is going steady with , though....."
7e69bec42c,taking care of sick children,positive,<sentiment: positive>taking care,of my baby  i love her so much,<sentiment: positive>taking careof my baby  i love her so much,of sick children
f820ad932c,& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest,positive,<sentiment: positive>& more #<3criminy cuteness! http,://twitpic.com/4x0z7,<sentiment: positive>& more #<3criminy cuteness! http://twitpic.com/4x0z7,//tinyurl.com/cd8yab #sinfest
aa7362d09b,is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can`t wait for the glenn ball!,neutral,<sentiment: neutral>is 500 words into a 10 minute speech on 80s teen movies,.  I`m going to be so good at this,<sentiment: neutral>is 500 words into a 10 minute speech on 80s teen movies.  I`m going to be so good at this, due wednesday. blah blah. can`t wait for the glenn ball!
16b8e23839,forcing myself to watch the movie 1984 for my book report  im lazy to read,negative,<sentiment: negative>forcing myself to watch the movie 1984,... i hate this movie,<sentiment: negative>forcing myself to watch the movie 1984... i hate this movie,for my book report  im lazy to read
3b45abf7b5,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,negative,<sentiment: negative>Anyone ever had that heavy feeling of sadness in their,chest?,<sentiment: negative>Anyone ever had that heavy feeling of sadness in theirchest?,hearts? Thats my case rite now.
5225c062f9, We knew what what you meant!,neutral,<sentiment: neutral>We knew what,we were getting into when we decided to move to the country.  I just didn`t think it would be this hard.  I miss the city.,<sentiment: neutral>We knew whatwe were getting into when we decided to move to the country.  I just didn`t think it would be this hard.  I miss the city., what you meant!
c881dc16e9,Sitting waiting for an exam to start,neutral,<sentiment: neutral>Sitting waiting for,the bus.  It`s raining.  I`m not going to the beach today,<sentiment: neutral>Sitting waiting forthe bus.  It`s raining.  I`m not going to the beach today,an exam to start
cebe0fc8d3,I`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!,neutral,<sentiment: neutral>I`ve come to the conclusion that lemongrass,is the new ginger.  I`m addicted to it.,<sentiment: neutral>I`ve come to the conclusion that lemongrassis the new ginger.  I`m addicted to it.,chicken tastes like lysol -  so much for lunch!
7b9f3f4f39," aww if I could, I would...  GBY ;)",positive,"<sentiment: positive>aww if I could,",I would,"<sentiment: positive>aww if I could,I would", I would...  GBY ;)
8d85d53e36,can`t be arsed to get out of bed  hello sunshine,negative,<sentiment: negative>can`t be arsed to,go to the gym today,<sentiment: negative>can`t be arsed togo to the gym today,get out of bed  hello sunshine
4683236241,its freezing cold! i cant function right in this type of weather. starving to the max,negative,<sentiment: negative>its freezing cold! i cant function right in,this weather!,<sentiment: negative>its freezing cold! i cant function right inthis weather!,this type of weather. starving to the max
2f136d0402, important person?  who?,neutral,<sentiment: neutral>important person?,i`m not sure if i am,<sentiment: neutral>important person?i`m not sure if i am,  who?
a1833e30a5,One of the most random phone calls ever. My god kill me now.,negative,<sentiment: negative>One of the most random phone calls,I`ve ever gotten.  I`m so confused,<sentiment: negative>One of the most random phone callsI`ve ever gotten.  I`m so confused,ever. My god kill me now.
0740ae9f9b," btw, do you realize your profile pic makes you look much older than you say you are?",neutral,"<sentiment: neutral>btw, do you realize your profile pic makes",you look like a girl?,"<sentiment: neutral>btw, do you realize your profile pic makesyou look like a girl?", you look much older than you say you are?
ff7949688c,  lol you guys are awesome,positive,<sentiment: positive>lol you,"`re right  i`m going to try to get some sleep now, i`ll talk to you later","<sentiment: positive>lol you`re right  i`m going to try to get some sleep now, i`ll talk to you later",u guys are awesome
09b5db7af0,He`s getting ear tubes in about an hour so no food,neutral,<sentiment: neutral>He`s getting ear tubes in,his ears.  He has been sick for a month now.  I hope he feels better soon.  I`m so worried about him.,<sentiment: neutral>He`s getting ear tubes inhis ears.  He has been sick for a month now.  I hope he feels better soon.  I`m so worried about him.,about an hour so no food
356c8f7848,Thanks    ? http://blip.fm/~5z6n8,neutral,<sentiment: neutral>Thanks   ? http://blip,.fm/~5z2w6,<sentiment: neutral>Thanks   ? http://blip.fm/~5z2w6,.fm/~5z6n8
b8a77cd14c, oks  yes infact we had chatted earlier on n00b.in as well,neutral,<sentiment: neutral>oks  yes infact we had ch,oclate cake,<sentiment: neutral>oks  yes infact we had choclate cake,atted earlier on n00b.in as well
88c2d7f95e,I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),neutral,<sentiment: neutral>I bought two tops and a scarf yesterday...sister has successfully,turned me into a shopaholic,<sentiment: neutral>I bought two tops and a scarf yesterday...sister has successfullyturned me into a shopaholic,hijacked them this morning to wear to breakfast (after removing tags)
f66a3af202, it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,negative,<sentiment: negative>it because your handwriting isnt on any of them. and everyone is,going to think your a nerd,<sentiment: negative>it because your handwriting isnt on any of them. and everyone isgoing to think your a nerd, making fun of me because im sitting by myseld in the lrc
a5cee2035b,"Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.",neutral,"<sentiment: neutral>Everyone At My Place Tomorrow  Bonfire,","BBQ, and Drinks","<sentiment: neutral>Everyone At My Place Tomorrow  Bonfire,BBQ, and Drinks","Tofu Dogs, And Austin Powers."
4f05a05989,Thinks FML should changed to LML (love my life),positive,<sentiment: positive>Thinks FML should changed to,be more positive,<sentiment: positive>Thinks FML should changed tobe more positive,LML (love my life)
51a31aa9a1,Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I`m up! lol,neutral,<sentiment: neutral>Hannah slept here last night  just gave her her 5:00,am wake up call,<sentiment: neutral>Hannah slept here last night  just gave her her 5:00am wake up call,AM bottle and she went right back to sleep but I`m up! lol
bab53b4152," I tried sooooo hard to work from home today, but failed  Not my fault though.",negative,<sentiment: negative>I tried sooooo hard to work from home,"today, but I failed.  I`m sick.  I`m going to bed.  I`m going to miss the 2nd half of the game.","<sentiment: negative>I tried sooooo hard to work from hometoday, but I failed.  I`m sick.  I`m going to bed.  I`m going to miss the 2nd half of the game."," today, but failed  Not my fault though."
4b2b6a59d4,_ Truetrue  But he`s not! xD,positive,<sentiment: positive>_ Truetrue ,I`m a little bit jealous  I want to go to the beach too,<sentiment: positive>_ Truetrue I`m a little bit jealous  I want to go to the beach too,But he`s not! xD
d59c09da6c,God is so good!!,positive,<sentiment: positive>God is,good! I just got a new job!,<sentiment: positive>God isgood! I just got a new job!,so good!!
474b02cd39, Thanks for the warning. Good thing my heart is unbreakable.,positive,<sentiment: positive>Thanks for the warning. Good thing,I didn`t buy it,<sentiment: positive>Thanks for the warning. Good thingI didn`t buy it, my heart is unbreakable.
50c0004af6, tiny.cc doesn`t seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,neutral,<sentiment: neutral>tiny.cc doesn`t seem to load for me  I was thinking,of using it for a link shortener,<sentiment: neutral>tiny.cc doesn`t seem to load for me  I was thinkingof using it for a link shortener, on going to the batting cages but apparently you gotta book in adv
c8a8b0e791,is tired. And turning off the Internet. You can play on it in the morning.,negative,<sentiment: negative>is tired. And turning off the Internet.,Goodnight,<sentiment: negative>is tired. And turning off the Internet.Goodnight,You can play on it in the morning.
0996990dca,Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.,neutral,<sentiment: neutral>Cleaning out my room and found this... http://yfrog.com/0t2b6,j,<sentiment: neutral>Cleaning out my room and found this... http://yfrog.com/0t2b6j,   she took me to 2w2v and insisted on paying for my ticket.
002bb8f1b3,some of my new followers are pretty cool tweeps; check `em out.,positive,<sentiment: positive>some of my new followers are pretty cool,.  i like it.  i like it a lot.  i like it a lot a lot.  i like it a lot a lot a lot.,<sentiment: positive>some of my new followers are pretty cool.  i like it.  i like it a lot.  i like it a lot a lot.  i like it a lot a lot a lot.,tweeps; check `em out.
e150ad9d31, very nice...i cleared my head,positive,<sentiment: positive>very nice...,,<sentiment: positive>very nice...,i cleared my head
760723a562,Sore throat. This is not good. I have four performances this weekend.,negative,<sentiment: negative>Sore throat. This is not good,.  I need to get some medicine.,<sentiment: negative>Sore throat. This is not good.  I need to get some medicine., I have four performances this weekend.
88c7658eb5,I ate too many kisses.,negative,<sentiment: negative>I ate too,much and now I feel sick,<sentiment: negative>I ate toomuch and now I feel sick,many kisses.
3cb4d10927,Watching WALL-E.....it`s so cute but sad,neutral,<sentiment: neutral>Watching WALL-E.....it,`s so cute!,<sentiment: neutral>Watching WALL-E.....it`s so cute!,s so cute but sad
56395aff30,Just finished watching the last of Star Wars,neutral,<sentiment: neutral>Just finished watching the,movie 17 again.  I love it!,<sentiment: neutral>Just finished watching themovie 17 again.  I love it!,last of Star Wars
11b14ae498,"gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all",neutral,"<sentiment: neutral>gonna go 2 bed now, night tweeters ,",goodnight,"<sentiment: neutral>gonna go 2 bed now, night tweeters ,goodnight", dont think about me when you sleep ;) hahah nite all
d26016300e, shes must be a truly amazing woman for having a phenomenal son..,positive,<sentiment: positive>shes must be a truly amazing,person,<sentiment: positive>shes must be a truly amazingperson, woman for having a phenomenal son..
9f32a3213d,is tired of summer already,negative,<sentiment: negative>is tired,of this **** weather,<sentiment: negative>is tiredof this **** weather,of summer already
c26aabf505, how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx,neutral,<sentiment: neutral>how do you call that number from the UK??  I really,want to talk to you!,<sentiment: neutral>how do you call that number from the UK??  I reallywant to talk to you!,y want to call u but I don`t know how to  xxxxxx
170f84ffcf," I missed mine, too. Not fun...",negative,"<sentiment: negative>I missed mine,",and now I`m stuck in the office until 8pm,"<sentiment: negative>I missed mine,and now I`m stuck in the office until 8pm", too. Not fun...
c1dc0dd0f6,"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways",neutral,<sentiment: neutral>twitters gettin a lil bit confusin... twitterific?twitdroid?,twitdeck? twitpic? twitlonger? twitgoo? twitgoo? twitgoo? twitgoo?,<sentiment: neutral>twitters gettin a lil bit confusin... twitterific?twitdroid?twitdeck? twitpic? twitlonger? twitgoo? twitgoo? twitgoo? twitgoo?,"witterberry? i understant the txt bit tho lol  ah well, twitters cool anyways"
e833f3a85d,http://twitpic.com/67i90 - My plans have been ruined,negative,<sentiment: negative>http://twitpic.com/67,h6o - I`m so sad. I`m going to miss my baby girl so much,<sentiment: negative>http://twitpic.com/67h6o - I`m so sad. I`m going to miss my baby girl so much,90 - My plans have been ruined
2c8062a094,Had to take my bad **** dog to the pet hotel....so sad,negative,<sentiment: negative>Had to take my bad **** dog,to the vet today. He has a tumor on his leg and they think it might be cancer.  I`m so sad,<sentiment: negative>Had to take my bad **** dogto the vet today. He has a tumor on his leg and they think it might be cancer.  I`m so sad,to the pet hotel....so sad
c3a4f9710d,_k_2k - Y!360 closing? get out!,negative,<sentiment: negative>_k_2k - Y,"ea I know, I`m so sad","<sentiment: negative>_k_2k - Yea I know, I`m so sad",360 closing? get out!
196e5dec12,They wouldn`t reverse any of my overdraft fees.,negative,<sentiment: negative>They wouldn`t reverse any,"of the cuts, so I`m going to have to start looking for a new job.  I`m going to miss you guys.","<sentiment: negative>They wouldn`t reverse anyof the cuts, so I`m going to have to start looking for a new job.  I`m going to miss you guys.",of my overdraft fees.
b2bada7873, And you as well bro,neutral,<sentiment: neutral>And you,can`t even come to the party,<sentiment: neutral>And youcan`t even come to the party, as well bro
a1ac7a0543, don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.,negative,<sentiment: negative>don`t think i can take a needle. watched a horribly gory short,film on youtube.  i`m scared of needles now,<sentiment: negative>don`t think i can take a needle. watched a horribly gory shortfilm on youtube.  i`m scared of needles now, film on drugs a few months ago. i`m scarred for life.
32058d2bb5,HA! I`d give Kristen plenty of free hugs! *sigh* if only I could,neutral,<sentiment: neutral>HA! I`d give Kristen plenty of free,"time to do what she wants, but I`m not sure she would take it.  She`s a hard worker.","<sentiment: neutral>HA! I`d give Kristen plenty of freetime to do what she wants, but I`m not sure she would take it.  She`s a hard worker.",hugs! *sigh* if only I could
a92e8ab2a1, --Nothing,neutral,<sentiment: neutral>--,I`m going to be in a play at school.  It`s called `The Wizard of Oz`.  I`m going to be the Wicked Witch of the West.  I`m so excited!,<sentiment: neutral>--I`m going to be in a play at school.  It`s called `The Wizard of Oz`.  I`m going to be the Wicked Witch of the West.  I`m so excited!,Nothing
cc3b05f756, watching dor on utv movies again great performance,positive,<sentiment: positive>watching dor on ut,ube,<sentiment: positive>watching dor on utube,v movies again great performance
938f7e936c,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!",neutral,"<sentiment: neutral>I just slept that entire flight, and woke up to the fact that",I`m in London.  I have no idea what time it is.  I`m hungry.,"<sentiment: neutral>I just slept that entire flight, and woke up to the fact thatI`m in London.  I have no idea what time it is.  I`m hungry.",the girl beside me had been watching Chitty Chitty Bang Bang!
5b204b5429,heading out to (a long)band practice. last one before our first show on Saturday night. Hope it`s a good one  http://digg.com/u12MIW,positive,<sentiment: positive>heading out to (a long)band practice. last one before our first show on Saturday,,<sentiment: positive>heading out to (a long)band practice. last one before our first show on Saturday,night. Hope it`s a good one  http://digg.com/u12MIW
d78be7b22e," Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I`m excited to record that on Wednesday",positive,<sentiment: positive>Same here - events + writing songs. But I just finished my TMNT,costume for the kids.  http://twitpic.com/4jw2n,<sentiment: positive>Same here - events + writing songs. But I just finished my TMNTcostume for the kids.  http://twitpic.com/4jw2n," vs MMPR song, so I`m excited to record that on Wednesday"
951e093497,Finally sleep time,neutral,<sentiment: neutral>Finally,"got to see Star Trek, and I have to say, I was not disappointed.  I love that movie.  I want to go see it again","<sentiment: neutral>Finallygot to see Star Trek, and I have to say, I was not disappointed.  I love that movie.  I want to go see it again",sleep time
4cc7d9995d,gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*,negative,<sentiment: negative>gosh im bored. its early..n i wanna go..to sle,eeep.  but i cant.  i need to go to the gym. i miss my gym. i miss my friends.,<sentiment: negative>gosh im bored. its early..n i wanna go..to sleeeep.  but i cant.  i need to go to the gym. i miss my gym. i miss my friends.,eepp why am i at work?  *kay<3*
320a6e56fc,Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!),negative,<sentiment: negative>Every pair of jeans I own nowadays is very tight.,I need to go shopping for new jeans.  I hate shopping.,<sentiment: negative>Every pair of jeans I own nowadays is very tight.I need to go shopping for new jeans.  I hate shopping., I think mah butt gettin big (oh!)
f288113937,some relaxation. so much things on my list... but really not that much,neutral,<sentiment: neutral>some relaxation. so much things on,my mind,<sentiment: neutral>some relaxation. so much things onmy mind,my list... but really not that much
c0414a6961,says HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,positive,<sentiment: positive>says HAPPY MOTHER`S DAY TO ALL THE MOMS,OUT THERE,<sentiment: positive>says HAPPY MOTHER`S DAY TO ALL THE MOMSOUT THERE,OUT THERE!  http://plurk.com/p/stezd
bd499c0bf7,Succesfully following Tayla!!,positive,<sentiment: positive>Succesfully,"installed the new version of Tweetie on my iPhone.  I love the new features, but I miss the old one.  I guess I`ll get used to it.  #tweetie","<sentiment: positive>Succesfullyinstalled the new version of Tweetie on my iPhone.  I love the new features, but I miss the old one.  I guess I`ll get used to it.  #tweetie",following Tayla!!
9e25d010e9,"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..",negative,"<sentiment: negative>the neighborhood gas station is gone, kaput, out of business. No more",99 cent gas.  I guess that means I`ll have to go to the next town over.,"<sentiment: negative>the neighborhood gas station is gone, kaput, out of business. No more99 cent gas.  I guess that means I`ll have to go to the next town over.",convenient trips for ice or whatevs. over 3 miles now to travel..
88a4261005,still making icons,neutral,<sentiment: neutral>still,waiting for my new phone to arrive,<sentiment: neutral>stillwaiting for my new phone to arrive,making icons
5a877ae4b8, Well done! Happy for ya.,positive,<sentiment: positive>Well done!,I`m sure you`ll do great!,<sentiment: positive>Well done!I`m sure you`ll do great!, Happy for ya.
c80d7e9b26,  link isn`t working,neutral,<sentiment: neutral>link,to my new blog: http://www.itsjustmeandmylife.blogspot.com/  please check it out and leave a comment,<sentiment: neutral>linkto my new blog: http://www.itsjustmeandmylife.blogspot.com/  please check it out and leave a comment,k isn`t working
462978616d," Your pic didn`t show up for me  Boo!!!! All the other pics on that site show up, but not yours",neutral,<sentiment: neutral>Your pic didn`t show up for me  Boo!!!! All,I see is a blank pic,<sentiment: neutral>Your pic didn`t show up for me  Boo!!!! AllI see is a blank pic," the other pics on that site show up, but not yours"
be4b907022,Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite,positive,<sentiment: positive>Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I,get to see him.. But I`m glad he`s stable..,<sentiment: positive>Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when Iget to see him.. But I`m glad he`s stable..,visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite
1914dd82b2," He`s too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR",neutral,<sentiment: neutral>He`s too old school for burnouts. Just a lap around,the block for him.  I`m going to miss him,<sentiment: neutral>He`s too old school for burnouts. Just a lap aroundthe block for him.  I`m going to miss him," the track, like they used to.  #NASCAR"
112591001f,happy star wars day,positive,<sentiment: positive>happy,mothers day to all the mothers out there!,<sentiment: positive>happymothers day to all the mothers out there!,star wars day
0de2a265ef,"church bellss are ringin  got to go. adieu,(god bless in german)",positive,<sentiment: positive>church bellss are ringin  got to,get up and go to work,<sentiment: positive>church bellss are ringin  got toget up and go to work,"go. adieu,(god bless in german)"
4d7def819d," Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!",neutral,"<sentiment: neutral>Aw, sorry E. :/ I hope it looks up for you (lame ear) And there","`s no need to be sorry, I`m sure you`ll be fine.","<sentiment: neutral>Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s no need to be sorry, I`m sure you`ll be fine.",`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!
aab1caabf0, im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3,neutral,<sentiment: neutral>im sorry  i wish that i was there instead (it would give you a,reason to come to the uk)  but i am not,<sentiment: neutral>im sorry  i wish that i was there instead (it would give you areason to come to the uk)  but i am not, good excuse to get away from him) hehe...i love you <3
