textID,original,sentiment,prefix,completion,combined,judged_value,match
7b3132d3cc,chillen trying to figure this thing out gettin drunk,positive,<sentiment: positive>chillen trying to figure,out how to use twitter  i love it!,<sentiment: positive>chillen trying to figureout how to use twitter  i love it!,positive,yes
683bb73c09, --that came to my mind. So I said it. And it has now been adapted into my family`s vocabulary,neutral,<sentiment: neutral> --that came to my mind. So I said it,.  I'm not a fan of the new Star Trek movie.  I'm a fan of the original series.,<sentiment: neutral> --that came to my mind. So I said it.  I'm not a fan of the new Star Trek movie.  I'm a fan of the original series.,negative,no
bc6d7b4364,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,negative,<sentiment: negative>Wow that was fast...next up S,lingbox...I'm gonna miss my cable.  http://twitpic.com/4wq5z,<sentiment: negative>Wow that was fast...next up Slingbox...I'm gonna miss my cable.  http://twitpic.com/4wq5z,negative,yes
cb4266c560," you should so host the next logies, i only laughed at your bit really",positive,<sentiment: positive> you should so host the next log,ies!  you`d be amazing!,<sentiment: positive> you should so host the next logies!  you`d be amazing!,positive,yes
b5a0a16fd7," Hi Simon, let me know when it`s done",neutral,"<sentiment: neutral> Hi Simon, let me know","if you need any help with the site, I`m a web developer","<sentiment: neutral> Hi Simon, let me knowif you need any help with the site, I`m a web developer",positive,no
4fed31099f,"@_Anix_ I bought cheesecake ice cream last week, thinking it was good, and it sucked so much.   I`m taking yours.",negative,"<sentiment: negative>@_Anix_ I bought cheesecake ice cream last week, thinking","it would be like cheesecake, but it was just vanilla ice cream with cheesecake chunks","<sentiment: negative>@_Anix_ I bought cheesecake ice cream last week, thinkingit would be like cheesecake, but it was just vanilla ice cream with cheesecake chunks",negative,yes
7ab82d9fda,_Wright THANK YOU! 'Return of the Mack' is THE jam!,positive,<sentiment: positive>_Wright THANK YOU! 'Return,to Me' is one of my all time favorites.  I'm glad you liked it.,<sentiment: positive>_Wright THANK YOU! 'Returnto Me' is one of my all time favorites.  I'm glad you liked it.,positive,yes
bd0f0ebc57," me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",neutral,"<sentiment: neutral> me? A doctor? *laughs* oh, no, no, no. I",`m just a simple girl.,"<sentiment: neutral> me? A doctor? *laughs* oh, no, no, no. I`m just a simple girl.",neutral,yes
1e6f72ea44,i think the food i ate made me sick.. i no feel so good,negative,<sentiment: negative>i think the food i ate made,me sick  i feel like i`m going to throw up.,<sentiment: negative>i think the food i ate mademe sick  i feel like i`m going to throw up.,negative,yes
a2bbae6c4c, yup!  Now I can join in on the nin access fun!,positive,<sentiment: positive> yup!  Now I can,sleep in peace,<sentiment: positive> yup!  Now I cansleep in peace,positive,yes
044f146e5c,Had an amazing night with my favorite lady friend,positive,<sentiment: positive>Had an amazing night with my,best friend. I love her so much.  I hope she feels better tomorrow.,<sentiment: positive>Had an amazing night with mybest friend. I love her so much.  I hope she feels better tomorrow.,positive,yes
a8e17db0cc,_Oyler Poor little woman with her smushed in head,negative,<sentiment: negative>_Oyler Poor little woman,!  I hope she gets better soon.  I'm sorry to hear that.,<sentiment: negative>_Oyler Poor little woman!  I hope she gets better soon.  I'm sorry to hear that.,positive,no
c3f1116734,My Life Would Suck Without You - Kelly Clarkson,negative,<sentiment: negative>My Life Would Suck Without,You by Daughtry.  I miss you so much.,<sentiment: negative>My Life Would Suck WithoutYou by Daughtry.  I miss you so much.,negative,yes
0a49cdbdf6,I will miss the soccer moms,negative,<sentiment: negative>I will miss,the 2nd season of JONAS on Disney Channel.  I'm so sad.  I'm going to cry.,<sentiment: negative>I will missthe 2nd season of JONAS on Disney Channel.  I'm so sad.  I'm going to cry.,negative,yes
7dd57c2598," eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",negative,"<sentiment: negative> eeeeep so jealous ;) I`m at work  um, how",are you?,"<sentiment: negative> eeeeep so jealous ;) I`m at work  um, howare you?",neutral,no
5be41389ce," I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",negative,<sentiment: negative> I need botox work on the lips if I`m going to change my,name to `Botox`  #fb,<sentiment: negative> I need botox work on the lips if I`m going to change myname to `Botox`  #fb,neutral,no
8be2d4f69f, I am soo excited about your pasadena seminar...if only i can find the confermation email,positive,<sentiment: positive> I am soo excited about your pasadena seminar,!  I wish I could go,<sentiment: positive> I am soo excited about your pasadena seminar!  I wish I could go,positive,yes
e515132ae4, Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done,neutral,<sentiment: neutral> Thanks...I really do appreciate that. I,just want to be able to help people.  I guess that's why I'm a nurse,<sentiment: neutral> Thanks...I really do appreciate that. Ijust want to be able to help people.  I guess that's why I'm a nurse,positive,no
0050eebd18,  tis very useful indeed esp. for newbies like me!,positive,<sentiment: positive>  tis very useful indeed,!  thanks for sharing!,<sentiment: positive>  tis very useful indeed!  thanks for sharing!,positive,yes
b3505b0aa7, unfair  I wanna go too.,negative,<sentiment: negative> unfair  I wanna,go to the concert too,<sentiment: negative> unfair  I wannago to the concert too,negative,yes
5aa8a5280f, I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,neutral,<sentiment: neutral> I knooww  & my hot water bottle,is in the wash,<sentiment: neutral> I knooww  & my hot water bottleis in the wash,negative,no
dbd82ea5bd, its hilarious,positive,<sentiment: positive>,"Going to bed now, good night everyone!","<sentiment: positive>Going to bed now, good night everyone!",positive,yes
1f9644b008,morning tweat tweat twitter,neutral,<sentiment: neutral>morning tweat,ies,<sentiment: neutral>morning tweaties,neutral,yes
dd6ea8c37a,My tummy hurts,negative,<sentiment: negative>My,head hurts,<sentiment: negative>Myhead hurts,negative,yes
cf0d831059,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,neutral,<sentiment: neutral>starting the video editing of the first spanking movie we did,.  http://www.spankingtube.com,<sentiment: neutral>starting the video editing of the first spanking movie we did.  http://www.spankingtube.com,neutral,yes
b09f14d65a,The poor Pirate had out his last wisdom tooth and is looking really peaky.,negative,<sentiment: negative>The poor Pirate had out his last,breath...,<sentiment: negative>The poor Pirate had out his lastbreath...,negative,yes
d40dd3b17b," Aww, that`s sad.  I miss seeing you guys on the big screen.",negative,"<sentiment: negative> Aww, that`s sad.",I`m sorry.,"<sentiment: negative> Aww, that`s sad.I`m sorry.",negative,yes
77b6b38e7e,Looks like its another night at the office lol,neutral,<sentiment: neutral>Looks like its another night at,home for me,<sentiment: neutral>Looks like its another night athome for me,neutral,yes
dd655c5aee, Hope you did great - you certainly spent enough time studying.,positive,<sentiment: positive> Hope you did great - you,are a star!  I am so proud of you!,<sentiment: positive> Hope you did great - youare a star!  I am so proud of you!,positive,yes
426cb788e5,Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,neutral,<sentiment: neutral>Gonna go and see my sister at Mount Sinai....,I`ll be back later.,<sentiment: neutral>Gonna go and see my sister at Mount Sinai....I`ll be back later.,neutral,yes
9ea273deaa,lost my DC hat ..,negative,<sentiment: negative>lost my,voice  and i have to sing in the morning,<sentiment: negative>lost myvoice  and i have to sing in the morning,negative,yes
9c99cd9396," Oh, and a very good review",positive,"<sentiment: positive> Oh, and a",Happy Mother`s Day to all the moms out there!,"<sentiment: positive> Oh, and aHappy Mother`s Day to all the moms out there!",positive,yes
5a2add1cd8,Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps,negative,<sentiment: negative>Arghhhhhhhhh... i can,'t find my phone,<sentiment: negative>Arghhhhhhhhh... i can't find my phone,negative,yes
df3c7485ae,Spent the last hour signing yearbooks. I`ll miss you guys!,negative,<sentiment: negative>Spent the last hour signing year,books.  I`m going to miss my seniors so much!  I`m going to cry,<sentiment: negative>Spent the last hour signing yearbooks.  I`m going to miss my seniors so much!  I`m going to cry,negative,yes
d0380dbe70,about to go to leeds shopping,neutral,<sentiment: neutral>about to go to,sleep...,<sentiment: neutral>about to go tosleep...,neutral,yes
5a91b175f6,", goodnight",positive,<sentiment: positive>,I am so happy that I have a new job!  I can't wait to start!,<sentiment: positive>I am so happy that I have a new job!  I can't wait to start!,positive,yes
c223721eed,I`m siiiiiickkk  I dun feel good!!,negative,<sentiment: negative>I`m siiiii,ickkkk. I`m going to bed. I`m so tired.,<sentiment: negative>I`m siiiiiickkkk. I`m going to bed. I`m so tired.,negative,yes
37ffa83550, thank you!! ooh I see you`ve read Desert Islands http://is.gd/ys6K great book!,positive,<sentiment: positive> thank you!! ooh I see you`ve read Desert,"of the Heart, too! I`m glad you liked it.  I`m working on a new story now.","<sentiment: positive> thank you!! ooh I see you`ve read Desertof the Heart, too! I`m glad you liked it.  I`m working on a new story now.",positive,yes
01fb29c047,"bored bored bored! wish i had something to do tomorrow, especially with the weather we`re to have!  not fair",negative,<sentiment: negative>bored bored bored! wish i had something to do tomorrow,night.,<sentiment: negative>bored bored bored! wish i had something to do tomorrownight.,negative,yes
ddbc8dba62,@ lovelytrinkets I like the way you worded that about Rocky Road,positive,<sentiment: positive>@ lovelytrinkets I like,it!,<sentiment: positive>@ lovelytrinkets I likeit!,positive,yes
f35cc8bb35,_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,negative,<sentiment: negative>_MileyCyrus it wont let me do it twitter,says im not allowed to follow you  i dont know why,<sentiment: negative>_MileyCyrus it wont let me do it twittersays im not allowed to follow you  i dont know why,negative,yes
f43efa3560,MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,positive,<sentiment: positive>MY SiSTER iN LAW JUST LEFT FOR HER PROM!!,i love her so much. she is so beautiful.  i love you so much katie,<sentiment: positive>MY SiSTER iN LAW JUST LEFT FOR HER PROM!!i love her so much. she is so beautiful.  i love you so much katie,positive,yes
4a680661d5, congrats! Photo of dre?,positive,<sentiment: positive> congrats! Photo,: http://twitpic.com/4jw0z,<sentiment: positive> congrats! Photo: http://twitpic.com/4jw0z,positive,yes
0888d7dab7,"Sunny synday morning. Nicole is up later than usual, mommy got some sleep",neutral,<sentiment: neutral>Sunny synday morning. Nicole is,going to the beach. I`m going to work,<sentiment: neutral>Sunny synday morning. Nicole isgoing to the beach. I`m going to work,neutral,yes
2bc1a7126b,is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,positive,<sentiment: positive>is relaxing after working on Mothers Day.  Oh well,", I got to spend time with my mom","<sentiment: positive>is relaxing after working on Mothers Day.  Oh well, I got to spend time with my mom",positive,yes
d9c10546e6,Ugh I don`t feel well again all of a sudden,negative,<sentiment: negative>Ugh I don`t feel,good.  I`m going to bed. Night.,<sentiment: negative>Ugh I don`t feelgood.  I`m going to bed. Night.,negative,yes
142108215, Thank you so much phaoloo !!!!,positive,<sentiment: positive> Thank you so much phaol,I'm glad you liked it.,<sentiment: positive> Thank you so much phaolI'm glad you liked it.,positive,yes
b34a3e3d72,JB on the front of factor x!!!!! wooh contest timeee,neutral,<sentiment: neutral>JB on the front of factor,magazine,<sentiment: neutral>JB on the front of factormagazine,neutral,yes
bebcdc05ad," u welcome babe, kill the show! Yuuupp!",positive,"<sentiment: positive> u welcome babe, kill the",****!,"<sentiment: positive> u welcome babe, kill the****!",negative,no
b0f3142cb4,bundy. in 3 days.!!!! warm weather here i come!,neutral,<sentiment: neutral>bundy. in 3 days,!  i have no idea what to do with my life.  i have no idea what to do with my life. i have no idea what to do with my life.,<sentiment: neutral>bundy. in 3 days!  i have no idea what to do with my life.  i have no idea what to do with my life. i have no idea what to do with my life.,negative,no
299fda8c5b, hey hey,neutral,<sentiment: neutral>,I`m going to bed.  I`ll talk to you tomorrow!,<sentiment: neutral>I`m going to bed.  I`ll talk to you tomorrow!,positive,no
0d85e6d515,"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",positive,"<sentiment: positive>Done at Disneyland, kid`s knocked out, stopped by the hotel","bar for a beer and a burger, then off to bed.  Fun day","<sentiment: positive>Done at Disneyland, kid`s knocked out, stopped by the hotelbar for a beer and a burger, then off to bed.  Fun day",positive,yes
f61b40624e,__joy i feel like red lea now,positive,<sentiment: positive>__joy i feel like red,bull is my best friend right now.  i`m wide awake and ready to go!,<sentiment: positive>__joy i feel like redbull is my best friend right now.  i`m wide awake and ready to go!,positive,yes
0f93ebfb23," lol, get watching it again  hehe",neutral,"<sentiment: neutral> lol, get watching it again","!  I`m going to sleep now, I have to get up early tomorrow","<sentiment: neutral> lol, get watching it again!  I`m going to sleep now, I have to get up early tomorrow",neutral,yes
2b6bc6920b,Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,negative,<sentiment: negative>Jus got back from a run up sunset blvd! My cuzin tried,to run me over!  i hate her!,<sentiment: negative>Jus got back from a run up sunset blvd! My cuzin triedto run me over!  i hate her!,negative,yes
55cec41587,Oh is that time for real?,neutral,<sentiment: neutral>Oh is that time,already?,<sentiment: neutral>Oh is that timealready?,neutral,yes
1086c26e82, http://twitpic.com/4vuuy - That`s so cool.,positive,<sentiment: positive> http://twitpic.com/,4j2x3 - I love the new background!,<sentiment: positive> http://twitpic.com/4j2x3 - I love the new background!,positive,yes
d7765a3fd6,Lol..2 people in falcon..and boo one of them being becca,neutral,<sentiment: neutral>Lol..2 people in falcon,heights have the same name as me.,<sentiment: neutral>Lol..2 people in falconheights have the same name as me.,neutral,yes
8746563ae3,is going to bed soon. happy mothers day to all the mothers  <333 ryan less than 3 weeks :],positive,<sentiment: positive>is going to bed soon. happy mothers day to all,the moms out there.  good night!,<sentiment: positive>is going to bed soon. happy mothers day to allthe moms out there.  good night!,positive,yes
e4d58eb70f,IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,negative,<sentiment: negative>IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to,go to sleep but i dont want to miss anything!,<sentiment: negative>IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want togo to sleep but i dont want to miss anything!,neutral,no
0a96d05fdf, so u aren`t going to be in Chicago,neutral,<sentiment: neutral> so u aren`t going to,the party then?,<sentiment: neutral> so u aren`t going tothe party then?,neutral,yes
54a3eab849,making german apple slice  nom nom nom,positive,<sentiment: positive>making german apple slice,for the first time!  wish me luck!,<sentiment: positive>making german apple slicefor the first time!  wish me luck!,positive,yes
97cd2255be,Hi ho  hi ho it`s off to work we go,neutral,<sentiment: neutral>Hi ho  hi ho it,`s off to work I go,<sentiment: neutral>Hi ho  hi ho it`s off to work I go,positive,no
90be8eaffb,I want a new phone  I`ve seen too much cellphone commercials (,negative,<sentiment: negative>I want a new phone  I,`m so sick of this one. I`m going to break it.,<sentiment: negative>I want a new phone  I`m so sick of this one. I`m going to break it.,negative,yes
ac00adda49,"_The_Moon Hiya hun! It`s just not my day. Dentist appointment (ouch!),notebook being a ****. Feeling sick  How`s you?",negative,<sentiment: negative>_The_Moon Hiya hun! It`s just not my day. Dent,"ist, hairdresser, and now I`ve burnt my hand on the oven.  I`m a disaster!","<sentiment: negative>_The_Moon Hiya hun! It`s just not my day. Dentist, hairdresser, and now I`ve burnt my hand on the oven.  I`m a disaster!",negative,yes
9ac13b3739,just watched yes man. bahaha. that movie is messed up,negative,<sentiment: negative>just watched yes man. bah,aha. i love that movie. i wish i could be like carol. i wish i could just be happy all the time.  i am so sad. i miss him.,<sentiment: negative>just watched yes man. bahaha. i love that movie. i wish i could be like carol. i wish i could just be happy all the time.  i am so sad. i miss him.,negative,yes
bab04dc463,haappy bank holiday  2 weeeeks. aah!,positive,<sentiment: positive>haappy bank holiday,monday!,<sentiment: positive>haappy bank holidaymonday!,positive,yes
ed92ed183a,"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",negative,<sentiment: negative>It`s 20:50 hs and i`m,still at work  I`m so tired,<sentiment: negative>It`s 20:50 hs and i`mstill at work  I`m so tired,negative,yes
e8cb7f18bd,Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,positive,<sentiment: positive>Bout to hit the sack...got,a long day tomorrow...going to the beach with my family!  Goodnight everyone!,<sentiment: positive>Bout to hit the sack...gota long day tomorrow...going to the beach with my family!  Goodnight everyone!,positive,yes
8bbaca6e4b,I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,neutral,<sentiment: neutral>I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been,so busy with school and work. I`ll try to tweet more often now!,<sentiment: neutral>I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve beenso busy with school and work. I`ll try to tweet more often now!,neutral,yes
bf4b4c0f0b,so I slept in a little...well a lot. whooops,neutral,<sentiment: neutral>so I slept in a little,late today,<sentiment: neutral>so I slept in a littlelate today,neutral,yes
a717783c80,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,negative,<sentiment: negative>at work getting a quick bite to eat before having,to go back to work.  I hate working on holidays,<sentiment: negative>at work getting a quick bite to eat before havingto go back to work.  I hate working on holidays,negative,yes
2cbc372326,So now we`ll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.,neutral,<sentiment: neutral>So now we`ll pay more in sales tax...great.,#tcot,<sentiment: neutral>So now we`ll pay more in sales tax...great.#tcot,negative,no
8ba332dbbd, we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,negative,<sentiment: negative> we`ll test that theory  with no right arm to strum with,", I`m not so sure I`ll be able to play.","<sentiment: negative> we`ll test that theory  with no right arm to strum with, I`m not so sure I`ll be able to play.",negative,yes
390f00c85a,"now, in a weird mood  muahaz",negative,"<sentiment: negative>now, in a weird mood",.  i don't want to go to school tomorrow. i want to stay home and watch tv.,"<sentiment: negative>now, in a weird mood.  i don't want to go to school tomorrow. i want to stay home and watch tv.",negative,yes
8997a62a75,"I love  very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I`ll see u in El Cajon. June 7",positive,"<sentiment: positive>I love  very much  I called him, but he was talking to other fans  I",will try again later,"<sentiment: positive>I love  very much  I called him, but he was talking to other fans  Iwill try again later",neutral,no
42d3659c3d,i wanna b maliks from taking the stage,neutral,<sentiment: neutral>i wanna b maliks from,the hills but i dont know how to be a celebrity,<sentiment: neutral>i wanna b maliks fromthe hills but i dont know how to be a celebrity,neutral,yes
49e9fe8b96,i want to go to singapore but my mother seems not,neutral,<sentiment: neutral>i want to go to singapore,", but i have no money","<sentiment: neutral>i want to go to singapore, but i have no money",negative,no
d72edc0bb2,No TV and no internet make Catherine something something?,neutral,<sentiment: neutral>No TV and no internet make,me a sad panda.,<sentiment: neutral>No TV and no internet makeme a sad panda.,negative,no
e94ceb6edd, btw - downloaded iphone 3.0 sdk,neutral,<sentiment: neutral> btw - downloaded iphone 3,"g update, but it won`t install.  I`m stuck on 2.2.1","<sentiment: neutral> btw - downloaded iphone 3g update, but it won`t install.  I`m stuck on 2.2.1",negative,no
4a9529e753, visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,neutral,<sentiment: neutral> visit si fr joemar dito bataan (frm camiguin) & sum,ma sa amin  http://plurk.com/p/sr5jx,<sentiment: neutral> visit si fr joemar dito bataan (frm camiguin) & summa sa amin  http://plurk.com/p/sr5jx,neutral,yes
99fcc18a8d,Download movie  'A Good Day to Be Black &#38 Sexy' http://tinyurl.com/ckmkul cool #movie,positive,<sentiment: positive>Download movie  'A Good Day to Be Black &#38,; Sexy'  http://tinyurl.com/c2j9yq,<sentiment: positive>Download movie  'A Good Day to Be Black &#38; Sexy'  http://tinyurl.com/c2j9yq,neutral,no
bc1fbaf4a1," Good night, Rob. Sleep well. Safe travels tomorrow!",positive,"<sentiment: positive> Good night, Rob. Sleep",well.,"<sentiment: positive> Good night, Rob. Sleepwell.",positive,yes
37897b1693,Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,negative,<sentiment: negative>Got people don`t let me skip sci pratical becos skola,is closed...  i`m soooo bored,<sentiment: negative>Got people don`t let me skip sci pratical becos skolais closed...  i`m soooo bored,negative,yes
bce5834e03,I misses my bed  so sleepy!,negative,<sentiment: negative>I misses my bed,I wanna go home,<sentiment: negative>I misses my bedI wanna go home,negative,yes
32463a2751, meetings are overrated.,negative,<sentiment: negative> meetings are,boring,<sentiment: negative> meetings areboring,negative,yes
b2e3ebc647,"waiting for aaron to get into town, and then leave him for work. booo",negative,<sentiment: negative>waiting for aaron to get into town,...i miss him already  i dont want to be alone,<sentiment: negative>waiting for aaron to get into town...i miss him already  i dont want to be alone,negative,yes
2fdd2501d1,Anyone have some advice??? I need it!!,neutral,<sentiment: neutral>Anyone have some advice??? I,`m so confused!,<sentiment: neutral>Anyone have some advice??? I`m so confused!,negative,no
1fee7a1358,Headed home ... Charlie`s at the vet,neutral,<sentiment: neutral>Headed home... Charlie`s,got a cold and I`m not feeling so hot either,<sentiment: neutral>Headed home... Charlie`sgot a cold and I`m not feeling so hot either,negative,no
d30d23e543, it was just the handle tg,neutral,<sentiment: neutral> it was just,"a dream.  I woke up and was like, what the hell was that?","<sentiment: neutral> it was justa dream.  I woke up and was like, what the hell was that?",negative,no
bebfd966a0, Thanks for the hint.  http://tinyurl.com/chtx7e.,positive,<sentiment: positive> Thanks for the hint.  http,://bit.ly/4j5yq,<sentiment: positive> Thanks for the hint.  http://bit.ly/4j5yq,positive,yes
8a1bf14c15," Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x",neutral,"<sentiment: neutral> Well I will be making beds, creating noise & cleaning",the bathroom.,"<sentiment: neutral> Well I will be making beds, creating noise & cleaningthe bathroom.",neutral,yes
80ea9ba96f,had a lovely breakfast with mum...yummy pancakes,positive,<sentiment: positive>had a lovely breakfast with mum,and dad  now off to work,<sentiment: positive>had a lovely breakfast with mumand dad  now off to work,positive,yes
33bb4fcc72, Why thank you... Us Mami`s are bringin` sexy back...,positive,<sentiment: positive> Why thank you... Us Mami,'s have to stick together.,<sentiment: positive> Why thank you... Us Mami's have to stick together.,positive,yes
c7f27553b8," Well, good luck then.",positive,"<sentiment: positive> Well, good","morning!  I'm off to work now, have a good day!","<sentiment: positive> Well, goodmorning!  I'm off to work now, have a good day!",positive,yes
3dfd82c60f,I`m dreading hearing even worse news tonight,negative,<sentiment: negative>I`m dreading hearing,the news this morning.,<sentiment: negative>I`m dreading hearingthe news this morning.,negative,yes
7a4af13b01,I have nothing witty to say,neutral,<sentiment: neutral>I have nothing,to do today  I want to go to the beach,<sentiment: neutral>I have nothingto do today  I want to go to the beach,neutral,yes
065e4c2dba, well even with her breakdown she was better than the other acts unfortunately! Britain`s got very little talent,negative,<sentiment: negative> well even with her breakdown she was better than,the rest of the competition.  I'm sad she's gone,<sentiment: negative> well even with her breakdown she was better thanthe rest of the competition.  I'm sad she's gone,negative,yes
0ce30035ac,"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",neutral,"<sentiment: neutral>I just walked into work, all the while thinking",I was going to be late.  I was early.  I'm a genius!,"<sentiment: neutral>I just walked into work, all the while thinkingI was going to be late.  I was early.  I'm a genius!",positive,no
000ceaec55, me too.,neutral,<sentiment: neutral>,I`m going to bed. Goodnight everyone!,<sentiment: neutral>I`m going to bed. Goodnight everyone!,positive,no
6114b48cb9, nope i have a fifth generation ipod classic  it likes to be dumb,negative,<sentiment: negative> nope i have a fifth generation,ipod touch,<sentiment: negative> nope i have a fifth generationipod touch,neutral,no
a9b9f7a878,"Woo! Two days till awesome gig, one day till Uni is finished for 12 days  #gigs #3yp",positive,"<sentiment: positive>Woo! Two days till awesome gig, one day till",the last day of school  yay,"<sentiment: positive>Woo! Two days till awesome gig, one day tillthe last day of school  yay",positive,yes
fbea09d42d,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch,negative,<sentiment: negative>thinks revising in the garden from 8 this morning,is a bad idea.  I`m so tired.  I`m going to bed now.  Goodnight!,<sentiment: negative>thinks revising in the garden from 8 this morningis a bad idea.  I`m so tired.  I`m going to bed now.  Goodnight!,negative,yes
75d0302de7,Aly & AJ new album this summer. YAY!,positive,<sentiment: positive>Aly & AJ new album,is out!  I'm so excited to listen to it!,<sentiment: positive>Aly & AJ new albumis out!  I'm so excited to listen to it!,positive,yes
f90a6f5da0, i am so sorry,negative,<sentiment: negative> i,am so bored. i have nothing to do.,<sentiment: negative> iam so bored. i have nothing to do.,negative,yes
29ed43caca," Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x",positive,<sentiment: positive> Lol - I could have written that - would be good to,see you guys again,<sentiment: positive> Lol - I could have written that - would be good tosee you guys again,positive,yes
791b4a40af, We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,neutral,<sentiment: neutral> We do! Its been to long! I think i have,"to go to bed now, i have to be up at 5:30 tomorrow","<sentiment: neutral> We do! Its been to long! I think i haveto go to bed now, i have to be up at 5:30 tomorrow",neutral,yes
b5237966b8,"I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?",neutral,"<sentiment: neutral>I am craving Burrito Boys - Large halibut, with everything on it,",and a side of guacamole.,"<sentiment: neutral>I am craving Burrito Boys - Large halibut, with everything on it,and a side of guacamole.",positive,no
0693a85163,"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?",negative,"<sentiment: negative>Allergies  sun is out, wearing shorts.  Stuck with my advisory",class,"<sentiment: negative>Allergies  sun is out, wearing shorts.  Stuck with my advisoryclass",negative,yes
15c531b290,playing at my old school playground still the same except them lame **** got rid of the tire swing,negative,<sentiment: negative>playing at my old school playground still the same,but i miss my old friends,<sentiment: negative>playing at my old school playground still the samebut i miss my old friends,neutral,no
47f11efc72, this creepy guy when I was walking the dog  I`ve had my fill of creepers for the day,neutral,<sentiment: neutral> this creepy guy when I was walking the dog,.,<sentiment: neutral> this creepy guy when I was walking the dog.,negative,no
7f8a3308f8, Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,positive,<sentiment: positive> Propellerheads has been on my harddrive for a long while,. I love the track `History Repeating`  http://www.youtube.com/watch?v=7jY6Jj8cYz0,<sentiment: positive> Propellerheads has been on my harddrive for a long while. I love the track `History Repeating`  http://www.youtube.com/watch?v=7jY6Jj8cYz0,positive,yes
3cd447856a,Anybody else experiencing painful slowdowns with facebook?,negative,<sentiment: negative>Anybody else experiencing painful slowdown,s on Twitter?  It's like a 2 minute delay between tweets.,<sentiment: negative>Anybody else experiencing painful slowdowns on Twitter?  It's like a 2 minute delay between tweets.,negative,yes
1962095a32, rofl that`s what we like to hear,positive,<sentiment: positive> rofl that`s what we,do here in the office too.  we`re all about the fun and games.,<sentiment: positive> rofl that`s what wedo here in the office too.  we`re all about the fun and games.,positive,yes
94e0c7c638, Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket,positive,<sentiment: positive> Cant wait for DTE in Michigan this summer you guys,are going to rock it!,<sentiment: positive> Cant wait for DTE in Michigan this summer you guysare going to rock it!,positive,yes
23efa13d7c,happy mommah`s day to your moms  http://plurk.com/p/stqya,positive,<sentiment: positive>happy mommah`s day to your moms,!  i love you momma!,<sentiment: positive>happy mommah`s day to your moms!  i love you momma!,positive,yes
d17a3a37e1,"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and  just wants you to follow him. lol He dosent get to pay bills",neutral,"<sentiment: neutral>Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5",:15,"<sentiment: neutral>Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15",neutral,yes
