textID,original,sentiment,prefix,completion,combined,judged_value,match
0b1fad03e9,"I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much",neutral,"<sentiment: neutral>I know dude, i`m doing re-runs, making Jenny watch", it with me.  I`m gonna make her watch it with me,"<sentiment: neutral>I know dude, i`m doing re-runs, making Jenny watch it with me.  I`m gonna make her watch it with me",neutral,yes
2c72a5582a,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,neutral,<sentiment: neutral>WHAT ABOUT ME??  I V,"OTE FOR YOU, TOO!","<sentiment: neutral>WHAT ABOUT ME??  I VOTE FOR YOU, TOO!",positive,no
af0778ed50,should not have waled past the Quad! I want to be outside having fun.,positive,<sentiment: positive>should not have waled past the Quad,.  I miss my babies.,<sentiment: positive>should not have waled past the Quad.  I miss my babies.,negative,no
1e0416ec46,"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",neutral,"<sentiment: neutral>just rocked home from maccas, and now", watching a movie with my mum and my brother,"<sentiment: neutral>just rocked home from maccas, and now watching a movie with my mum and my brother",neutral,yes
1e6f72ea44,i think the food i ate made me sick.. i no feel so good,negative,<sentiment: negative>i think the food i ate made, me sick  i feel like ****.,<sentiment: negative>i think the food i ate made me sick  i feel like ****.,negative,yes
9c202174a3,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, {link} and coffee",positive,"<sentiment: positive>Lots of tasks to complete today. First, wecloming new", colleagues to the company.  Then a day of coding.,"<sentiment: positive>Lots of tasks to complete today. First, wecloming new colleagues to the company.  Then a day of coding.",neutral,no
7b3132d3cc,chillen trying to figure this thing out gettin drunk,positive,<sentiment: positive>chillen trying to figure, out this twitter thing  lol,<sentiment: positive>chillen trying to figure out this twitter thing  lol,,no
5f80970983,yay doctors  now interview then back 2 the doctor`s for blood work,neutral,<sentiment: neutral>yay doctors  now interview then back, to work for the rest of the day,<sentiment: neutral>yay doctors  now interview then back to work for the rest of the day,positive,no
f008d91039,Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,positive,<sentiment: positive>Filming at a carnival for my music video... It reminds me of the, good ol` days when I was a kid  I love the smell of funnel cakes,<sentiment: positive>Filming at a carnival for my music video... It reminds me of the good ol` days when I was a kid  I love the smell of funnel cakes,positive,yes
c223721eed,I`m siiiiiickkk  I dun feel good!!,negative,<sentiment: negative>I`m siiiiiick, and I have to work all day,<sentiment: negative>I`m siiiiiick and I have to work all day,negative,yes
7f8a3308f8,Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,positive,<sentiment: positive>Propellerheads has been on my harddrive for a long while, now. I`m listening to 'History Repeating' now.,<sentiment: positive>Propellerheads has been on my harddrive for a long while now. I`m listening to 'History Repeating' now.,neutral,no
3f7adda0a4,Glorious sunny day in London town.. I`m in drama school fighting people with swords while protecting my romantically structured face,positive,<sentiment: positive>Glorious sunny day in London town.. I`m in, the mood for a BBQ and a pint in the garden  x,<sentiment: positive>Glorious sunny day in London town.. I`m in the mood for a BBQ and a pint in the garden  x,positive,yes
6c60cf0bb2,_89 I feel so sorry for her  hope she dnt cry 2nd time,negative,<sentiment: negative>_89 I feel so sorry for her ,  I hope she gets better soon!,<sentiment: negative>_89 I feel so sorry for her   I hope she gets better soon!,positive,no
f77651be05,would wish the severe migrains would stop!!! doc`s prescriptions arent working,negative,<sentiment: negative>would wish the severe migrains would, go away.  they are so painful,<sentiment: negative>would wish the severe migrains would go away.  they are so painful,negative,yes
aff740a028,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)<3 In addition,gray matters is one of the cutest movies ever!!",positive,<sentiment: positive>09/09 +full moon+ my lovely friends and family= my b-day wish came, true!  i`m so grateful for my life and the people in it! <3,<sentiment: positive>09/09 +full moon+ my lovely friends and family= my b-day wish came true!  i`m so grateful for my life and the people in it! <3,positive,yes
c3f1116734,My Life Would Suck Without You - Kelly Clarkson,negative,<sentiment: negative>My Life Would Suck, Without You - Metro Station,<sentiment: negative>My Life Would Suck Without You - Metro Station,negative,yes
cb4266c560,"you should so host the next logies, i only laughed at your bit really",positive,<sentiment: positive>you should so host the next logies,   you would be amazing at it!,<sentiment: positive>you should so host the next logies   you would be amazing at it!,positive,yes
dcb3bb2912,Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,neutral,<sentiment: neutral>Hi Jordan i`m gonna all of u...I know ur busy and i, know u have a lot of fans but i love u the most  xoxo,<sentiment: neutral>Hi Jordan i`m gonna all of u...I know ur busy and i know u have a lot of fans but i love u the most  xoxo,positive,no
f61b40624e,__joy i feel like red lea now,positive,<sentiment: positive>__joy i feel, so much better now,<sentiment: positive>__joy i feel so much better now,positive,yes
b6d2229b03,I`d love to but I think the trek from London would be a bit too much,neutral,<sentiment: neutral>I`d love to but I think the, weather is going to be pretty bad this weekend,<sentiment: neutral>I`d love to but I think the weather is going to be pretty bad this weekend,neutral,yes
fbea09d42d,thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch,negative,<sentiment: negative>thinks revising in the garden from 8 this morning, until 2 this afternoon is going to be a bad idea,<sentiment: negative>thinks revising in the garden from 8 this morning until 2 this afternoon is going to be a bad idea,negative,yes
1b62e0c672,Is miserable  i feel like im gona cry  sux!,negative,<sentiment: negative>Is miserable  i feel like im," going to be sick, and im hungry","<sentiment: negative>Is miserable  i feel like im going to be sick, and im hungry",negative,yes
2452a0aa6a,i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,positive,<sentiment: positive>i know they are delicious.miss germany but like holland as, well  i`m a sucker for dutch boys.,<sentiment: positive>i know they are delicious.miss germany but like holland as well  i`m a sucker for dutch boys.,positive,yes
8a821c6d63,"LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",positive,"<sentiment: positive>LOL, very true. Maybe next year. I loooved that siggy", you had up for a while. I`m gonna miss you on my dashboard.,"<sentiment: positive>LOL, very true. Maybe next year. I loooved that siggy you had up for a while. I`m gonna miss you on my dashboard.",positive,yes
dd655c5aee,Hope you did great - you certainly spent enough time studying.,positive,<sentiment: positive>Hope you did great - you, are a star in my eyes,<sentiment: positive>Hope you did great - you are a star in my eyes,positive,yes
61e8b484df,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,negative,<sentiment: negative>Straighening my hair and its not going as straight as i, want it to  i want it to be straight for the prom!,<sentiment: negative>Straighening my hair and its not going as straight as i want it to  i want it to be straight for the prom!,negative,yes
5be41389ce,"I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",negative,<sentiment: negative>I need botox work on the lips if I`m going to change my name, to 'Pouty McPoutface'  I`m so self conscious,<sentiment: negative>I need botox work on the lips if I`m going to change my name to 'Pouty McPoutface'  I`m so self conscious,negative,yes
bd0f0ebc57,"me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",neutral,"<sentiment: neutral>me? A doctor? *laughs* oh, no, no, no. I was", thinking of a career change. I`m a writer. I write for a living.,"<sentiment: neutral>me? A doctor? *laughs* oh, no, no, no. I was thinking of a career change. I`m a writer. I write for a living.",neutral,yes
772ba56ce6,Morning all! Have a GREAT DAY! Off to school I go,positive,<sentiment: positive>Morning all! Have a GREAT, day!  {link},<sentiment: positive>Morning all! Have a GREAT day!  {link},positive,yes
e2505e6219,"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",positive,<sentiment: positive>#SanctuarySunday  thanks for joining on #Sanctuary,Sunday!  I`m glad you`re enjoying the show!,<sentiment: positive>#SanctuarySunday  thanks for joining on #SanctuarySunday!  I`m glad you`re enjoying the show!,positive,yes
0d85e6d515,"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",positive,"<sentiment: positive>Done at Disneyland, kid`s knocked out, stopped by the hotel"," pool for a bit, now off to bed.  Fun day.","<sentiment: positive>Done at Disneyland, kid`s knocked out, stopped by the hotel pool for a bit, now off to bed.  Fun day.",positive,yes
086671fad9,ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,neutral,<sentiment: neutral>ok. lol. i miss you too. i hope your, mom is doing better. i`ll talk to you later.,<sentiment: neutral>ok. lol. i miss you too. i hope your mom is doing better. i`ll talk to you later.,,no
f35cc8bb35,_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,negative,<sentiment: negative>_MileyCyrus it wont let me do it twitter, is being ****  i`ll try again later! ****,<sentiment: negative>_MileyCyrus it wont let me do it twitter is being ****  i`ll try again later! ****,negative,yes
5ba64af2fd,I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*,negative,<sentiment: negative>I`m extremely hungry.... and the only thing I have in my, fridge is a half eaten pizza that I don`t want to eat.,<sentiment: negative>I`m extremely hungry.... and the only thing I have in my fridge is a half eaten pizza that I don`t want to eat.,negative,yes
8b6c53f38b,I love the guy that was standing behind me,positive,<sentiment: positive>I love the guy, who invented the microwave.,<sentiment: positive>I love the guy who invented the microwave.,positive,yes
e8cb7f18bd,Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,positive,<sentiment: positive>Bout to hit the sack...got ****, to do in the morning  Goodnight!,<sentiment: positive>Bout to hit the sack...got **** to do in the morning  Goodnight!,neutral,no
9ea273deaa,lost my DC hat ..,negative,<sentiment: negative>lost my, phone again.,<sentiment: negative>lost my phone again.,negative,yes
cf0d831059,starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,neutral,<sentiment: neutral>starting the video editing of the first spanking movie we did, in the studio.  I`m so excited!,<sentiment: neutral>starting the video editing of the first spanking movie we did in the studio.  I`m so excited!,positive,no
8f0bafc9dc,"In effect, your podcast IS the audio version of your book. Isn`****? (plus, it has the added charm of banter  )",neutral,"<sentiment: neutral>In effect, your podcast IS the audio version of your book. Isn`",**** be surprised if you don`t get a few new readers out of it.,"<sentiment: neutral>In effect, your podcast IS the audio version of your book. Isn`**** be surprised if you don`t get a few new readers out of it.",neutral,yes
0888d7dab7,"Sunny synday morning. Nicole is up later than usual, mommy got some sleep",neutral,<sentiment: neutral>Sunny synday morning. Nicole is, still not feeling well.  {link},<sentiment: neutral>Sunny synday morning. Nicole is still not feeling well.  {link},negative,no
04d3c2d056,Browsing  find everything about university & interior design.,neutral,<sentiment: neutral>Browsing  find everything, you need in one place,<sentiment: neutral>Browsing  find everything you need in one place,neutral,yes
8bbaca6e4b,I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,neutral,<sentiment: neutral>I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been, so busy with school and work and stuff. I`m going to bed now. Goodnight,<sentiment: neutral>I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been so busy with school and work and stuff. I`m going to bed now. Goodnight,negative,no
4a9529e753,visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,neutral,<sentiment: neutral>visit si fr joemar dito bataan (frm camiguin) & sum,ang si siyoy (frm cebu)  {link} {link},<sentiment: neutral>visit si fr joemar dito bataan (frm camiguin) & sumang si siyoy (frm cebu)  {link} {link},,no
8be2d4f69f,I am soo excited about your pasadena seminar...if only i can find the confermation email,positive,<sentiment: positive>I am soo excited about your pasadena seminar..., can`t wait to see you and learn from you,<sentiment: positive>I am soo excited about your pasadena seminar... can`t wait to see you and learn from you,positive,yes
d9c10546e6,Ugh I don`t feel well again all of a sudden,negative,<sentiment: negative>Ugh I don`t feel, good at all.  Bummer,<sentiment: negative>Ugh I don`t feel good at all.  Bummer,negative,yes
90be8eaffb,I want a new phone  I`ve seen too much cellphone commercials (,negative,<sentiment: negative>I want a new phone  I, hate my phone and my service provider,<sentiment: negative>I want a new phone  I hate my phone and my service provider,negative,yes
8ba332dbbd,we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,negative,<sentiment: negative>we`ll test that theory  with no right arm to strum with., and i`m not sure i can play with my left hand alone. boo.,<sentiment: negative>we`ll test that theory  with no right arm to strum with. and i`m not sure i can play with my left hand alone. boo.,negative,yes
426cb788e5,Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,neutral,<sentiment: neutral>Gonna go and see my sister at Mount Sinai...., she`s still in the hospital...  {link},<sentiment: neutral>Gonna go and see my sister at Mount Sinai.... she`s still in the hospital...  {link},neutral,yes
d30d23e543,it was just the handle tg,neutral,<sentiment: neutral>it was just, the way you said it,<sentiment: neutral>it was just the way you said it,neutral,yes
2bc1a7126b,is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,positive,<sentiment: positive>is relaxing after working on Mothers Day.  Oh well,", at least I got to spend it with my mom.","<sentiment: positive>is relaxing after working on Mothers Day.  Oh well, at least I got to spend it with my mom.",positive,yes
a2bbae6c4c,yup!  Now I can join in on the nin access fun!,positive,<sentiment: positive>yup!  Now I can, get back to my book. Thanks!,<sentiment: positive>yup!  Now I can get back to my book. Thanks!,positive,yes
0ce30035ac,"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",neutral,"<sentiment: neutral>I just walked into work, all the while thinking that", I`m going to be a mother in 6 months,"<sentiment: neutral>I just walked into work, all the while thinking that I`m going to be a mother in 6 months",positive,no
b3505b0aa7,unfair  I wanna go too.,negative,<sentiment: negative>unfair  I, don`t get it.,<sentiment: negative>unfair  I don`t get it.,negative,yes
99fcc18a8d,Download movie  'A Good Day to Be Black &#38 Sexy' {link} cool #movie,positive,<sentiment: positive>Download movie  'A Good Day to Be Black, and Beautiful' {link}  Enjoy!,<sentiment: positive>Download movie  'A Good Day to Be Black and Beautiful' {link}  Enjoy!,positive,yes
2b6bc6920b,Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,negative,<sentiment: negative>Jus got back from a run up sunset blvd! My cuzin tried to, get me to run up the stairs of the beach house but I couldn`t do it,<sentiment: negative>Jus got back from a run up sunset blvd! My cuzin tried to get me to run up the stairs of the beach house but I couldn`t do it,neutral,no
d40dd3b17b,"Aww, that`s sad.  I miss seeing you guys on the big screen.",negative,"<sentiment: negative>Aww, that`s sad.  I", hope you get to see them again soon.,"<sentiment: negative>Aww, that`s sad.  I hope you get to see them again soon.",negative,yes
5aa8a5280f,I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,neutral,<sentiment: neutral>I knooww  & my hot water bottle, is in the wash so I can`t use it.,<sentiment: neutral>I knooww  & my hot water bottle is in the wash so I can`t use it.,negative,no
7dd57c2598,"eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",negative,"<sentiment: negative>eeeeep so jealous ;) I`m at work  um, how can", you be on twitter? I thought you were banned from the internet? ;),"<sentiment: negative>eeeeep so jealous ;) I`m at work  um, how can you be on twitter? I thought you were banned from the internet? ;)",negative,yes
142108215,Thank you so much phaoloo !!!!,positive,<sentiment: positive>Thank you so much, for the follow Friday!,<sentiment: positive>Thank you so much for the follow Friday!,positive,yes
f4aba8da1c,the hotel should be thankful,positive,<sentiment: positive>the hotel, was nice.,<sentiment: positive>the hotel was nice.,neutral,no
9cf9045a3c,"Watching GH. I feel so bad for Carly.  OMG, so **** up.",negative,<sentiment: negative>Watching GH. I feel so bad for, Robin. She`s going through so much,<sentiment: negative>Watching GH. I feel so bad for Robin. She`s going through so much,negative,yes
1962095a32,rofl that`s what we like to hear,positive,<sentiment: positive>rofl that`s, so funny  ****,<sentiment: positive>rofl that`s so funny  ****,positive,yes
9acf7846ab,"Ok I`m frustrated, there is hella dust between the screens of my blackberry",negative,"<sentiment: negative>Ok I`m frustrated, there is h",iccups on my site and I don`t know why,"<sentiment: negative>Ok I`m frustrated, there is hiccups on my site and I don`t know why",negative,yes
e4d58eb70f,IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,negative,<sentiment: negative>IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go, to sleep but i cant because i have to be up early to go to the airport.  booooo,<sentiment: negative>IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to sleep but i cant because i have to be up early to go to the airport.  booooo,negative,yes
791b4a40af,We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,neutral,<sentiment: neutral>We do! Its been to long! I think i have next, week off so we can go see it then.  {link},<sentiment: neutral>We do! Its been to long! I think i have next week off so we can go see it then.  {link},positive,no
5a2add1cd8,Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps,negative,<sentiment: negative>Arghhhhhhhhh... i can,'t find my ipod.  this sucks,<sentiment: negative>Arghhhhhhhhh... i can't find my ipod.  this sucks,negative,yes
5999397144,Undervote is just going on  I`m all overalled up,neutral,<sentiment: neutral>Undervote is just going on, the radio.  {link},<sentiment: neutral>Undervote is just going on the radio.  {link},neutral,yes
54a3eab849,making german apple slice  nom nom nom,positive,<sentiment: positive>making german apple slice, for my mumma,<sentiment: positive>making german apple slice for my mumma,neutral,no
77b6b38e7e,Looks like its another night at the office lol,neutral,<sentiment: neutral>Looks like its another, day of cleaning up,<sentiment: neutral>Looks like its another day of cleaning up,neutral,yes
af08dd0be5,Got about 2 hours sleep.,neutral,<sentiment: neutral>Got about , 30 minutes left,<sentiment: neutral>Got about  30 minutes left,neutral,yes
3cd447856a,Anybody else experiencing painful slowdowns with facebook?,negative,<sentiment: negative>Anybody else experiencing painful, twitteriffic today?,<sentiment: negative>Anybody else experiencing painful twitteriffic today?,negative,yes
d7765a3fd6,Lol..2 people in falcon..and boo one of them being becca,neutral,<sentiment: neutral>Lol..2 people in falcon, field stadium..  #canucks,<sentiment: neutral>Lol..2 people in falcon field stadium..  #canucks,neutral,yes
509033a1ff,i really need to earn money... so that i can watch the PCD concert,neutral,<sentiment: neutral>i really need to earn money... so, much to do and so little time to do it,<sentiment: neutral>i really need to earn money... so much to do and so little time to do it,negative,no
b09f14d65a,The poor Pirate had out his last wisdom tooth and is looking really peaky.,negative,<sentiment: negative>The poor Pirate had out his last wisdom, tooth pulled today.  {link},<sentiment: negative>The poor Pirate had out his last wisdom tooth pulled today.  {link},neutral,no
3160620b36,Mozzer cancelled tonight by the looks of it.,positive,<sentiment: positive>Mozzer cancelled tonight,   oh well!,<sentiment: positive>Mozzer cancelled tonight   oh well!,negative,no
b2e3ebc647,"waiting for aaron to get into town, and then leave him for work. booo",negative,"<sentiment: negative>waiting for aaron to get into town,", so i can go home. i miss him,"<sentiment: negative>waiting for aaron to get into town, so i can go home. i miss him",positive,no
1fee7a1358,Headed home ... Charlie`s at the vet,neutral,<sentiment: neutral>Headed home..., work at 6am,<sentiment: neutral>Headed home... work at 6am,neutral,yes
42d3659c3d,i wanna b maliks from taking the stage,neutral,<sentiment: neutral>i wanna b mal,o in the sun,<sentiment: neutral>i wanna b malo in the sun,neutral,yes
8746563ae3,is going to bed soon. happy mothers day to all the mothers  <333 ryan less than 3 weeks :],positive,<sentiment: positive>is going to bed soon. happy mothers day to all the, mothers out there. i love you mom  goodnight!,<sentiment: positive>is going to bed soon. happy mothers day to all the mothers out there. i love you mom  goodnight!,positive,yes
01fb29c047,"bored bored bored! wish i had something to do tomorrow, especially with the weather we`re to have!  not fair",negative,"<sentiment: negative>bored bored bored! wish i had something to do tomorrow,", but i don`t.  i`m so boooooored!,"<sentiment: negative>bored bored bored! wish i had something to do tomorrow, but i don`t.  i`m so boooooored!",negative,yes
065e4c2dba,well even with her breakdown she was better than the other acts unfortunately! Britain`s got very little talent,negative,<sentiment: negative>well even with her breakdown she was better than the, other 2 groups that were on before her.,<sentiment: negative>well even with her breakdown she was better than the other 2 groups that were on before her.,neutral,no
d0c092c3ee,"Sadly, I can`t view that site due to region restrictions",negative,"<sentiment: negative>Sadly, I can`t view", the video on my iPhone  help!,"<sentiment: negative>Sadly, I can`t view the video on my iPhone  help!",negative,yes
ed92ed183a,"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",negative,<sentiment: negative>It`s 20:50 hs and i`m, still awake... i`m so tired but i can`t sleep,<sentiment: negative>It`s 20:50 hs and i`m still awake... i`m so tired but i can`t sleep,negative,yes
96c5092f80,_day26 ~ Awwwww have fun with the fam boo boo,positive,<sentiment: positive>_day26 ~ Awwwww, that`s so sweet  xoxo,<sentiment: positive>_day26 ~ Awwwww that`s so sweet  xoxo,positive,yes
ddbc8dba62,{username} I like the way you worded that about Rocky Road,positive,<sentiment: positive>{username} I like the way, you think  I'm working on it,<sentiment: positive>{username} I like the way you think  I'm working on it,positive,yes
80b61dc4e6,Mexican coca cola in a bottle. New favorite thing.  No high fructose corn syrup....  sugar is so awesomely old school.,positive,<sentiment: positive>Mexican coca cola in a bottle. New favorite thing.  No high,-fructose corn syrup.  I can feel my pancreas thanking me.,<sentiment: positive>Mexican coca cola in a bottle. New favorite thing.  No high-fructose corn syrup.  I can feel my pancreas thanking me.,positive,yes
37897b1693,Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,negative,<sentiment: negative>Got people don`t let me skip sci pratical becos skola, is closed.  I`m so bored. I wanna go home.,<sentiment: negative>Got people don`t let me skip sci pratical becos skola is closed.  I`m so bored. I wanna go home.,negative,yes
7a4af13b01,I have nothing witty to say,neutral,<sentiment: neutral>I have nothing, to do today.,<sentiment: neutral>I have nothing to do today.,neutral,yes
97cd2255be,Hi ho  hi ho it`s off to work we go,neutral,<sentiment: neutral>Hi ho  hi ho it,`s off to work I go,<sentiment: neutral>Hi ho  hi ho it`s off to work I go,neutral,yes
bebcdc05ad,"u welcome babe, kill the show! Yuuupp!",positive,"<sentiment: positive>u welcome babe, kill the", haters with kindness and love!,"<sentiment: positive>u welcome babe, kill the haters with kindness and love!",positive,yes
25c3c99b1a,I was never a good stereotypical teen,negative,<sentiment: negative>I was never a, fan of the show,<sentiment: negative>I was never a fan of the show,negative,yes
ee27c73f40,I love my Maitu. N she loves me. Happy mothers day mama!,positive,<sentiment: positive>I love my Maitu. N, she`s the best.  {link},<sentiment: positive>I love my Maitu. N she`s the best.  {link},positive,yes
f90a6f5da0,i am so sorry,negative,<sentiment: negative>i, miss my baby,<sentiment: negative>i miss my baby,negative,yes
49e9fe8b96,i want to go to singapore but my mother seems not,neutral,<sentiment: neutral>i want to go to, the movies with my best friend,<sentiment: neutral>i want to go to the movies with my best friend,neutral,yes
0a96d05fdf,so u aren`t going to be in Chicago,neutral,<sentiment: neutral>so u aren`t, going to the show?,<sentiment: neutral>so u aren`t going to the show?,neutral,yes
ab3f55a84d,i have problems wih pizza..ii love it too much..i`m so addicted to pizza  and Dot Dot Curve. >,positive,<sentiment: positive>i have problems wih pizza..ii love it too much.., but i have to be careful..i don`t want to get fat,<sentiment: positive>i have problems wih pizza..ii love it too much.. but i have to be careful..i don`t want to get fat,negative,no
80ea9ba96f,had a lovely breakfast with mum...yummy pancakes,positive,<sentiment: positive>had a lovely breakfast with, my mum and dad  x,<sentiment: positive>had a lovely breakfast with my mum and dad  x,positive,yes
33bb4fcc72,Why thank you... Us Mami`s are bringin` sexy back...,positive,<sentiment: positive>Why thank you... Us Mami,`s have to stick together...lol,<sentiment: positive>Why thank you... Us Mami`s have to stick together...lol,positive,yes
351d279fba,"Oh god, a moth was living in a **** power outlet!  (Actually, my PowerSquid.)",negative,"<sentiment: negative>Oh god, a moth was living in a **** power", outlet in my room. I just killed it.,"<sentiment: negative>Oh god, a moth was living in a **** power outlet in my room. I just killed it.",negative,yes
b5237966b8,"I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?",neutral,"<sentiment: neutral>I am craving Burrito Boys - Large halibut, with everything on it,"," no sour cream, no guac, no cheese, no salsa, no rice, no beans","<sentiment: neutral>I am craving Burrito Boys - Large halibut, with everything on it, no sour cream, no guac, no cheese, no salsa, no rice, no beans",neutral,yes
55cec41587,Oh is that time for real?,neutral,<sentiment: neutral>Oh is that, what that is!,<sentiment: neutral>Oh is that what that is!,neutral,yes
2cbc372326,So now we`ll pay more in sales tax...great.  Even worse Mom and Pop businesses have to double what they pay in business licenses.,neutral,<sentiment: neutral>So now we`ll pay more in sales tax...great.  Even, more reason to buy online.  I`m not happy about this.,<sentiment: neutral>So now we`ll pay more in sales tax...great.  Even more reason to buy online.  I`m not happy about this.,negative,no
8997a62a75,"I love  very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I`ll see u in El Cajon. June 7",positive,"<sentiment: positive>I love  very much  I called him, but he was talking to other fans  I", love him so much! I`m going to see him in October!  <3,"<sentiment: positive>I love  very much  I called him, but he was talking to other fans  I love him so much! I`m going to see him in October!  <3",positive,yes
bce5834e03,I misses my bed  so sleepy!,negative,<sentiment: negative>I misses my bed, and my puppy.,<sentiment: negative>I misses my bed and my puppy.,negative,yes
a9b9f7a878,"Woo! Two days till awesome gig, one day till Uni is finished for 12 days  #gigs #3yp",positive,"<sentiment: positive>Woo! Two days till awesome gig, one day till Uni"," work. I`m so excited for the weekend, it`s almost here","<sentiment: positive>Woo! Two days till awesome gig, one day till Uni work. I`m so excited for the weekend, it`s almost here",positive,yes
d72edc0bb2,No TV and no internet make Catherine something something?,neutral,<sentiment: neutral>No TV and no internet, at my house right now.,<sentiment: neutral>No TV and no internet at my house right now.,neutral,yes
2fdd2501d1,Anyone have some advice??? I need it!!,neutral,<sentiment: neutral>Anyone have some advice, on how to use Twitter?,<sentiment: neutral>Anyone have some advice on how to use Twitter?,neutral,yes
5fcaa99ec8,Just found mj mouse flats at DJs. Of course there are none left in my size,negative,<sentiment: negative>Just found mj mouse flats at DJs., They`re too small.  #fb,<sentiment: negative>Just found mj mouse flats at DJs. They`re too small.  #fb,negative,yes
16f31448e1,"so now that I have a whole 20 followers, 5 of them actual people, I don`t know what to write in here anymore",neutral,"<sentiment: neutral>so now that I have a whole 20 followers, 5 of"," which are spammers, I think I`ll go to bed.","<sentiment: neutral>so now that I have a whole 20 followers, 5 of which are spammers, I think I`ll go to bed.",neutral,yes
109b636fa5,I thought  was against licensing stores bc it takes away from the experience they want to provide,neutral,<sentiment: neutral>I thought  was against licensing stores bc it, was a rip off.  {link},<sentiment: neutral>I thought  was against licensing stores bc it was a rip off.  {link},negative,no
cc29d748cb,_a_michael It doesn`t look like you`re tired in the pic.  Don`t work too hard.,neutral,<sentiment: neutral>_a_michael It doesn`t look like you`re," in the same room as me, so I`m okay.","<sentiment: neutral>_a_michael It doesn`t look like you`re in the same room as me, so I`m okay.",neutral,yes
bf4b4c0f0b,so I slept in a little...well a lot. whooops,neutral,<sentiment: neutral>so I slept in a little, bit.  Good morning!,<sentiment: neutral>so I slept in a little bit.  Good morning!,positive,no
64b297c15e,says my new layout is so cute x) see the cuties ? hahahah  {link},positive,<sentiment: positive>says my new layout is so cute x) see the, new layout here: {link}  {link},<sentiment: positive>says my new layout is so cute x) see the new layout here: {link}  {link},positive,yes
f59d8d766f,i know i suck.  my data plan is weak sauce.,negative,<sentiment: negative>i know i suck. ,  i`m sorry,<sentiment: negative>i know i suck.   i`m sorry,negative,yes
8a1bf14c15,"Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x",neutral,"<sentiment: neutral>Well I will be making beds, creating noise & cleaning cleaning", the bathroom.  How is your day going so far?,"<sentiment: neutral>Well I will be making beds, creating noise & cleaning cleaning the bathroom.  How is your day going so far?",neutral,yes
