textID,original,sentiment,prefix,completion,combined,judged_value,match
b521edea57, sounds like you`re having a great time,positive,<sentiment: positive> sounds like you`re having,a good time,<sentiment: positive> sounds like you`re having a good time,positive,yes
7f62c60ffe, hey plz look > http://www.twitpic.com/5m7vd < what do u think? plz tell me,neutral,<sentiment: neutral> hey plz look > http://www.twitpic.com/,4w9h0 - i need a new phone!,<sentiment: neutral> hey plz look > http://www.twitpic.com/ 4w9h0 - i need a new phone!,neutral,yes
acfcaea70b,"  Bit of New Scientist, this weeks an last weeks, and Watership Down",neutral,"<sentiment: neutral>  Bit of New Scientist, this",morning.  I have a headache.  I think it is a migraine.  I have to go to work.  I don`t feel like going to work.  I don`t feel like doing anything.  I am tired.  I am going to go to bed.  I am going to sleep.  I am going to sleep for a long time.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am,"<sentiment: neutral>  Bit of New Scientist, this morning.  I have a headache.  I think it is a migraine.  I have to go to work.  I don`t feel like going to work.  I don`t feel like doing anything.  I am tired.  I am going to go to bed.  I am going to sleep.  I am going to sleep for a long time.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am going to sleep until I feel better.  I am",negative,no
762a44afb6,Mrs.Bates left,neutral,<sentiment: neutral>Mrs,. B. is in the hospital.  She had a heart attack.  Please pray for her.  I am so worried.,<sentiment: neutral>Mrs . B. is in the hospital.  She had a heart attack.  Please pray for her.  I am so worried.,negative,no
173738ce2a, email those pics on ur labtop to me...  I wana put one of them as my background!  http://myloc.me/21DS,neutral,<sentiment: neutral> email those pics on ur labtop to me...  I wana put,them on my facebook,<sentiment: neutral> email those pics on ur labtop to me...  I wana put them on my facebook,neutral,yes
a86d48a430,Heaos keen for next weekend.        Mummy. <3,positive,<sentiment: positive>Heaos keen for next weekend,.  I have to go to work though,<sentiment: positive>Heaos keen for next weekend .  I have to go to work though,neutral,no
52ad93b3fe,Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,negative,<sentiment: negative>Oh No!!!! I must be gettin old!!!!,I`m so tired of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being,<sentiment: negative>Oh No!!!! I must be gettin old!!!! I`m so tired of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being sick! I`m so sick of being,negative,yes
d4305524e2, Weird! Maybe all the updates just aren`t being sent to my phone  Haha,negative,<sentiment: negative> Weird! Maybe all the updates just aren,`t working!,<sentiment: negative> Weird! Maybe all the updates just aren `t working!,negative,yes
583bae2083,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...,neutral,<sentiment: neutral>I get to drive my dad to the airport so he can,go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can,<sentiment: neutral>I get to drive my dad to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can go to work.  I get to drive him to the airport so he can,neutral,yes
401cc22f49,is on facebook,neutral,<sentiment: neutral>,I`m so tired| I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight,<sentiment: neutral> I`m so tired| I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight|  I`m going to bed now| Goodnight,neutral,yes
47f11efc72, this creepy guy when I was walking the dog  I`ve had my fill of creepers for the day,neutral,<sentiment: neutral> this creepy guy when I was walking the dog,"was like `hey, you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl","<sentiment: neutral> this creepy guy when I was walking the dog was like `hey, you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl I know` and I was like `nope, I`m not` and he was like `you look like a girl",negative,no
